comment,sentiment
forma seres humanos relacionarse construir sociedad muchas veces injusta social política económicamente podrían llevar colapso ahí ai podrían evolucionar crear nuevas ai solucionar problemas creados humanos pensando siempre pasará terminaror visto muchas películas apocalipsis,1 star
corrección inversión hará trump desarrollo ia proyecto stargate millones dólares mil millones dólares locura incluso doble gastaron proyecto manhattan crear bomba atómica ajustando inflación supuesto así importante ven grandes potencias ia tecnología cambiará historia humanidad siempre,1 star
interesante entrevista felicitaciones recomendacion musica fondo totalmente inecesaria atreveo decir irrespetuosa invitado auditores comprendo intencion crear ambiente living casa torna molesta,3 stars
james cameron visionario,5 stars
humanidad decepciona tipo parece vio black mirror terror,1 star
cita ésta entrevista lecciones siglo xxi yuval noah harari,5 stars
preguntaste chat gpt si puerto rico pais independiente respondió porq pensamiento anti chino facil poner ejemplo taiwan,1 star
ia valorada expuesta propaganda,1 star
techno feudalismo accesible información solo aquellos seores dueos mundo juntan trump,1 star
alien atraves tecnologia digo,1 star
equivocados ia estadounidense postura política respuestas,1 star
inteligencia artificial razona piensan aprende solo código programación grandes base datos mejor ejemplo puedes preguntar empanada tendencias políticas,1 star
caerán,3 stars
mundo cursitis libritis podcastitis nadie implementitis empezaré implementar visto muchas gracias traer cientos crack oso,1 star
excelente podcast gracias juan gracias oso diciembre empecé emprendimiento cada siento obstáculo difícil superar podcast da respuesta hoy excepción vemos par aos oso,5 stars
grandes ambo gracias tan increíble episodio,5 stars
oso mil gracias fenomenal plática padrísimo conocer persona juan lombana especialista ia marketing digital quedé totalmente enganchada tema inscribiré taller saludos cdmx,5 stars
wow enamoré súper crack juan lombana muchas gracias x compartir oso,5 stars
récord guinness comió grillos mano izquierda brincando cuerda contenido interesante puso reflexionar comentario hizo soltar carcajada vino superbién duda juan talentoso creativo repente saca chistes medio curso sacuden,1 star
super entrevista compartígracias ambo,5 stars
plática súper valiosa inicio fin recomiendo escuchar último segundo,5 stars
exelente entrevista excelente información viendo hacia futuro,5 stars
siempre material relevante gente increíble mejor oso gracias,5 stars
super entrevista aburrí aprendí gracias juan lombana oso trava compartir,5 stars
gusto tema entendi importante algola inteligencia artificial mala malo forma intensión implemente clave verdaderamente importante dijo invitado inicio buena salud mental seres humanos interesate ma ser buen ser humano sacar siempre mejor version ser ceo cualquier cosa saludos colombia,3 stars
minuto ahorras curso si sabes buscar besos like si sirvió,1 star
standup ia masterclass par crack,5 stars
ey genial encantaría tener excel métricas semanales,5 stars
do hombre valor gracias,5 stars
aprendi ma marketing podcast clases universidad,5 stars
mejor mensaje cielo,5 stars
juan crack,1 star
podcast aprendí ma clase pague ma gracias,3 stars
nota relación ambo entrevista volvió charla crack,1 star
buen invitado sigo podcast juan invita álvaro gordoa,5 stars
graan podcast encanta fescura juan abordar temas dónde puede encontrar listado herramientas ia mencionó juan iba compartir,5 stars
jajaja viendo video salió anuncio ia gratuito registre,1 star
juan siempre activo redes divertido haciendo siempre ameno aprendizaje,5 stars
excelente episodio gran invitado información valor gracias oso gracias juan,5 stars
mil gracias super interesante,5 stars
trafficker importante vender emociona ver cada vez den visibilidad,5 stars
podcast favorito ahora,5 stars
habia inscrito curso ahora sale entrevista excelente,5 stars
buen episodio muchas gracias,5 stars
joya capítulo gracias ambo,5 stars
buen podcast si posible entrevistar doctor josé gustavo fuentes bueno escuchar perspectiva tema,4 stars
excelente plática profunda entendí,5 stars
gran invitado,5 stars
seguro grabaste lanzamiento deepseek gran ausente espero puedas invitar alguien explique efectos mundo guerra ai excelentísimo podcast do grandes craks,1 star
menos drama recordó dr mau,2 stars
excelente trabajo,5 stars
interesante hombre inteligente,4 stars
buena entrevista súper enseanza mejor mensaje juan dejó américa jajaja,5 stars
oso blanco va mejor negro hace ver fresco descansado,2 stars
top top top,5 stars
excelente podcast,5 stars
oso tomando nota,3 stars
usd ahorrados mejor mentoría ai segudo tiempo,5 stars
awesome,5 stars
excelente entrevista oso llama ai hace guiones corrige mirada,5 stars
pongan nombre apps claras escriben,1 star
reveladora entrevista felicidades oso juan,5 stars
mejor crossover sigo juan lombana hace tiempo buenas entrevistas,5 stars
alguien podría compartir alguna forma contactar terapeuta mencionó,1 star
pienso mismo,5 stars
buena entrevista sólo díganle tan gracioso cree,5 stars
podrían dejar aquí cuáles aplicaciones inteligencia artificial pueden usar,1 star
oigan si quiero implementar vendedor virtual ecomerce cuál uso vendedores tienda virtual dé sugerencias atienda dudas haga cross selling,1 star
pareció horas medium plática dime cómo haces vender cursos ver si copio hora cero valor mevoy,1 star
divertido entretenido util excelente trabajo terrible portada batalla futuro contenido mejor,5 stars
curioso pudo definir ia,3 stars
entendí si medium kit,4 stars
pusieron nombres herramientas ia básicas,5 stars
bien juan lombanapero calvicie consecuencia irle cruz azul,3 stars
alguien nombres canasta básica ia,3 stars
gente weyes si sabe contrate ensee comentario entrevista ma disque inteligentes malos,1 star
hacerse injertos vayan buen dermatólogo,5 stars
bueno hablando parece medio vende humo,3 stars
perdiste respeto entrevistando teto,1 star
ajijooo,3 stars
cool inspiren abajo,5 stars
buen podcast,4 stars
