comment,sentiment
openai lanzado recientemente modelos mini mini high locura,5 stars
encanta época viviendo ia tantos cambios interesantes,5 stars
tremenda clase nombrar paradoja jevons interesante,5 stars
occidente contribuyentes vía subsidiamos grandes tecnológicas dónde desequilibrio veto tecnología competencia desleal,1 star
coincido totalmente argumentas carrera ai economía llamado ser potencia mundial vale debería ser,1 star
wow medios solo hablaban boom deepseek podría hacer cuestionaban datos detrás información gracias pensamiento critico situación,1 star
respecto polemica costo entrenamiento deepseek evidentemente nadie puede saberlo ciencia cierta salvo deeepseek aunque musk argumentar imposible mentira obvio golpea ego realidad si costo toquen fraccion cobra openai dificilmente creo deldeepseek esten absorviendo tan gigante perdida vendiendo fraccion millon token solo manterner mentira creo argumento ma solido favor si entrenado costo declarado menos si ma barato recordemos si expertos chino hacer ingenieria inversa abaratar cualquier cosa haga occidente,1 star
tiempos excitantes presenciando,3 stars
utilizarlo local usan datos web chatbot incluso venden empresas gratis empresa detras hace negocio brutal,1 star
curioso youtuber sigo fotografía ensee ia jajaj grande,3 stars
excelente análisis comparto do conclusiones burbuja sino acelera si ocurrió pensé ejemplo justo carburantes pienso seguramente coste llevaría seguramente incurrido prueba error creo si dado alguna tecla perfectamente ser empresa financiera puedan haber visto jugada mercados posiblemente si mercado prohibiciónes permiten forrado comprando acciones saldo empresas nvidiaal final do caminos paralelo avances tecnológicos lado guerra fría seguro si prueba modelo dirán interese cuesta seguro costado seguramente sabremos quieran sepamos,3 stars
deepseek bien dice respuesta pregunta sino razona persona bien educada elocuente además open ia hicieron creer crear requiere gran mega computadora mientras deepseek simple computadora pudieron hacer dejando den evidencia especulación caso bueno competencia,4 stars
enhorabuena bien explicado suscribo canal dia,4 stars
hecho visionario,5 stars
encanta análisis supongo darle tiempo ver si sólo montón humo si realmente incendio feroz detrás,5 stars
buena info profe bien explicado,4 stars
oye mayor siquiera sistemas gustando ia entendi bien mensaje gracias,3 stars
exelente análisis situación gracias video resumen necesita ma dinero invertido estan quedando cortos,1 star
gracias magnífico análisis,5 stars
buena explicacíón quedó clara película,4 stars
factores influyen precio deepseek cosas toda empresas china incluso privadas subsidiadas gobierno chino diferencia usa china muchas plantas energías alternas recordemos ia requiere computo requiere mucha energia entonces china puede darse lujo abaratar costes tambien dice personal usó entrenar ia jovenes ingenieros aparentemente experiencia sirve tambien abaratar costes buen video jon,3 stars
decir consumo petróleo solo usa consumo coches desconocimiento absoluto petróleo acciones nvidia sobrevaloradas después acabaran tragedia situándose dólares,1 star
buen análisis solo comentario ahí consumo combustible fósil reduce solo automóviles muchas variable ahi ejemplo turbosina variaciones productos derivados petrolero si entendimos punto ejemplo gustó video,3 stars
paradoja jevons puede aplicarse caso si entendemos efecto sustitución caso petroleo casi nulo tener competencia eficiencia caso pensar tendran chip competitivos nvidia manufactura propia ridiculo seria preocupación logica inversor bien informado dia despertar china entrenando supermodelo chip reduciendo nvidia fracción valor horas,1 star
buen informe,4 stars
según entiendo creo cambio paradigma sido liberado pueden entrenar modelos buena calidad usando modelo razonador base previa probablemente modelo leer internet partir cero sino utilizaron probablemente grandes modelos existentes entrenar openai dijo tener pruebas últimas horas cualquier manera cambio paradigma disminuye costes aplicaciones inmediatas campus específicos ver calidad pequeos modelos distilled rinden mejor gente dado cuenta pueden entrenar ahora pequeos expertos área conocimiento excelentes capacidades comunicativas tener gastar recursos modelo sabelotodo,5 stars
dia tierlist dejaste relegado deepseek ia vale jugarsela nadie,1 star
precisa siempre,5 stars
holapara cuándo video qwenestá brutal,1 star
excelente video,5 stars
buen video buen trabajo,4 stars
video ma esperadoooo,3 stars
tener cuenta puedes descargar usarlo mismo pagarle nadie ende puede comprobar requiere hardware funcione,1 star
ia china cura humildad soberbios yanquisy oportunidad países puedan incorporar pretendido coto cerrado pretendían oligarcas anglosajónes,5 stars
copias china baratas malas copias china menos baratas buenas creo deepaeek ejemplo do caso sabemos siempre china nunca dejado dejará copiar unidos vende carísimo fracción precio,1 star
f mucha justificación supera supera realmente bueno teorías conspiranoicas existen justificar ciertas incapacidades,4 stars
hmmmmm claramente hoy consumimos ma petróleo hace aos apesar eficientes población mudial veces ejemplo debería hacer porcentualmente números brutos,3 stars
si open source puede revisar si cierto dicen ser eficiente,3 stars
waooo digan digan deepseek vino quedarse competencia,1 star
buen video duda deepseek podrían hacer gpts entrenados funciones concretas saludo,4 stars
genial largo ancho vamos ver diferencias va dar análisis guión saludos,5 stars
antiguedad historia demostrado asia siempre sido grande pienso si pueden ma adenlantado,5 stars
gana guerras comerciales consumidor,1 star
da gusto escuchar explicaciones aportando datos datos diferentes puntos vista,4 stars
abaratr menos ver video gracias,1 star
conclusión cnn dijo elon musk confirmó jajaja,1 star
elon musk alexander wang solo sangrando herida pueden soportar ser derrotados manera,1 star
probable modelo mejore tiempo hablar todavía mejor código abierto bombazo encriptados modelos open ai,3 stars
fascinante,5 stars
pues ali baba acaba lanzar qwen max,5 stars
hola oído preguntar algún vídeo necesidades concretas buscando ia permita hacer video partir locuciones grabadas locutores profesionales momento encontrado ninguna podrías orientarme gracias,1 star
preguntado deepseek redshift recorrimiento rojo igualdad energía oscura materia dado respuesta demostración ecuaciones derivando sustituyendo quedé sorprendido demostración precisión respuesta,4 stars
general acuerdo opinion,4 stars
pues sé si perderán dinero cada do tres intentado usar decía así intentara tarde así hipótesis intentar modificar entorno ia nivel global creo entra dentro plausible lado dicen usan cuda sino vendría ser ensamblador gpus obviamente dará ventaja usan rapidez,2 stars
dice parece cambio posible china demostrado aspectos hace aos japón muchas tiendas hace aos vende muchas cosas aún cambios económicos precios cambian yenes hablo aos atrás decían tiendas fracasarán felizmente además bonitas,1 star
viva libre competencia,5 stars
excelente análisis guerra fría,5 stars
ver trabajo deepseek diciembre uso ampliar calculos física teórica fluidos plasma radiactividad flipé reacción minuto chatgpt petaba proponia deepseek d hacia velocidad copón coa d chatbot duros procesadores cutrillos imposible detras movida promueve iria pie plomo haciendo aseveraciones comparaciones tipo d tener detrás montaje brutal jodes ahora dios puesto procesar d interacciones ralentizado montónque lástima podian haberse calladoen fin,1 star
cuánto va costar aceptar culturas milenarias significan marca ma representan mucha sabiduria conocimiento intuición humildad,5 stars
abrir cerrar ojos llegando tiempo ia tan comercial versión ma avanzada podremos conseguirlo gratis mientras nuevas características ma profundas irán aadiendose,1 star
probado deepseek si bien cosas bien aún muchas carencias comparación competidores gpt claude incluso julius dar ejemplos deepseek puede procesar pdf u formato subido responder preguntas resumirlo debes copiar texto entero pegarlo chat encima limitación tan solo palabras segundo handicap si adjuntas imagen puede leerla visualmente solo entiende si texto tampoco funcionalidad chat voz menos versión free último importante ia misma advierte base datos actualizada solo diciembre cosas queda obsoleto,3 stars
gracias explicarlo forma sencilla argumentos momento sucediendo,4 stars
leído genbeta deepseek si instalaba local necesita acceso internet enfocada tener privacidad,3 stars
papá bien explicado,4 stars
jeje ojo cuidao paradoja jevons asociado ello paradoja ley rendimientos decrecientes,2 stars
deepseek,5 stars
importante conocer atrás subvencionado debe costo eficiencia replicable cómo va despejar asunto,5 stars
stanford replicó demostró limitada cantidad gpus puede generar deepseek r deberías intentarlo generar versión espaa,1 star
nvidia compra procesadores tsmc cuya fábrica principal taiwán quién principal afectado deepseek nvidia interesante,3 stars
hola puedes hablar ia pedro aplicación play store nadie habla,1 star
elon musk dice illuminati comido deberes,1 star
deberías leer paper presentados comunidad científica informática deepseek idea real aporte mundo,5 stars
entonces seguimos comprando acciones nvda,1 star
queremos compartir empresas universidades gobiernos aos experiencia profesional exitosa varios países proyectos ingeniería construcción oil and gas petroquímica siderúrgicas hidroeléctricas desarrollando digital twin inteligencia artificial completa optimizar tipo empresas ciudades países,5 stars
vivo santiago chile bajé iphone usé ahora bloquearon non puedo pagar plan anual alguien gustó irrupción ésta ia saludos chile,1 star
solo queda esperar si deepseek capaz procesar alterados consciencia,3 stars
openai puedes gastar millones modelo apenas va durar u meses dia hoy modelos avanzan rápido dejarse dinero poder rentabilizarlos,1 star
mejor resuelven problemas matemáticos complejos demás llamadas inteligencias artificiales juguete menos inteligente furby dirás vives cuento felicito ser primero tal nombre canal,2 stars
link paper,4 stars
nvidia matiz importante nvidia monopolio parte potencia maquinas principalmente cuda tecnologia hace nvidia propietaria solo pueden usar cambium pesar medios dediquen contar contrario deepseek dicho repetidamente usado cuda según eficiente sino usado cosa probablemente openml cambium definitivamente,2 stars
lástima server deepseek siempre ocupado capacidad cálculo increíble casi initilizable esperemos resuelven problema,1 star
barato assembler bit,4 stars
sigo entender mejor chatp,5 stars
ahora imaginate chino poder cómputo nuevos chip microsoft openai pues mínimo agi,3 stars
comento rumora china superior actualmente conocido ia estan poniendo punto sabe soltaran santo greal ia inteligencia artificial cuantica iac,1 star
ok china decubrió laserdsk va terminar hegemonia vhsnext,1 star
poder cómputo finalmente ganará batalla,5 stars
buenos días si invierto empresa previstas altas ganancias retiro dinero si expectativas caen forma tan brusca mercado,1 star
rápido eficaz,5 stars
apuesto flork florka creo do proyectos hispanos van petar let go to the moon,5 stars
cansado hables eu america siquiera ocupan totalidad continente si refirieras alemania europa,1 star
pensando occidente gusta ganar dineroy inflamos costos tal tal vez chino solo aguantan realidad,1 star
hola podcast,5 stars
si china hace hace bajo sanciones entonces escenario verdadero libre comercio detendría nadie,1 star
excelente video,5 stars
hola carlos buena explicacion recomiendo revisar tema respecto nvidia revolucionario tema modelo deepseek require menos capacidad computo ahora empresas com amd pueden entrar competir bueno baja costos ia baja costos computo,3 stars
mercado auto regula ahora competencia bajara precios,5 stars
planeta aguanta salto exponencial consumo energético último aviso,5 stars
descargaron probaron u eficiente alegan lado valide cuál costo energía china usd v u costo monedas punto economía china siempre va invertir menos usd u,1 star
si propaganda ia basó mismo primer dispositivo rayos laser dispositivo grande plancha presentaron equipo tamao mesa escritorio porte normal,1 star
descargué r billones parámetros intel i generación núcleos hilo nvidia rtx gb gb ram ddr ssd m nvme tb corre genial,5 stars
fotógrafo reconvertido gurú ia espero ansia nueva moda ver cómo reconvertís,5 stars
ia manera sutil tecnofuedalismo decir nueva forma atar consumidor renta,4 stars
nunca imperio mentiras aplaudimos deepseek,5 stars
dios continuidad conversación eterna principio final,5 stars
deepseek vale mierda sepan pues someti pruebas rompio primera pregunta dificil expuse programacion asi mierda chatgpt si responde preguntas solo sepan si quieren saber ma subi video aller mostrando resultados,1 star
resumen nvidia necesita varios competidores,4 stars
excelente información valiosa gusta tema chatgpt pueda mejorar precios hará competentes puede ayudar muchisimo tema educacion formacion joevens tanta oportunidad paises suscribo gracias gran investigacion,5 stars
cada día avanza ia cada día tontos humanos,1 star
puede comprar acciones,5 stars
deepseek r probado mismo nivel exigencia hecho modelo open ai mismo rendimiento hecho errores matemáticos sencillos hacia modelo open ai siemple problema porcentajes divididos cuales deberían sumar hizo mal razonamiento muestre hace bastante atractivo forma puedes saber si entendió bien comando si interpretando manera correcta rendimiento parecido modelo sigue aventajarlo parecer hipe modelo parecido vendido igual mejor verdad si precio ma bien muestra realidad open ai quería mostrar codigo abierto increíble cualquiera puede tomarlo haer quiera mejorarlo crear propia empresa tomándo modelo base tiempo desarrollaron tambien logro dice debido investigación necesidad competir creatividad aflora saludos,2 stars
genial gana mundo,5 stars
gratis ma impoprtante,3 stars
modelos corren ejecutan,3 stars
dificil seleccionar mejor ai utlizar veces decidi abacus cuesta dolares me toda ai ma importantes me ma saldra mejor jajaja,2 stars
dicho finanzas montado mayores operaciones historia habran ganado tanta pasta dia ningun chat va ganar decada,1 star
si sorprendente deepseek piensa contestar open código abierto,3 stars
simplemente competencia novedad siempre genus interés luego euforia pasa nivelan referencias veo siempre profesional venta,5 stars
norteamericanos celosos asiático entrevistado empresa rival celoso,1 star
saber si estan mintiendo costos relativamente simple recursos modelo grande puede bajar ejecutar hardware occidental midiendo rendimiento podrán saber si deepseek cobre dólares me uso modelo,2 stars
grandes empresas sacan mercado global mejores creaciones inflan precios sacar ma beneficio empresa china consigue igual simplemente realidad desconocemos,5 stars
pregunta tonta esencia tan tonta dónde va parar dónde esconde cantidad tan grande dinero bolsa valores cae refiero mil millones dólares bolsa new york perdió domingo cayó tan estrepitosa mente,1 star
trasteando deepseek dice literalmente actualmente posible importarme directamente script python biblioteca api tradicional ejemplo import chatgpt funciono modelo lenguaje alojado servidores openai accesible través api lástima pueda poner pantallazo aquí,1 star
escenario openai microsoft estan mintiendo nunca gastado dinero entrenar mienten solo obtener inversión,1 star
hagan prueba básica ambas ia mayor,3 stars
curioso avisan gasto millones ia do días caen bolsas millones,1 star
curioso repente montón espaoletes irrumpido red video ia china ninguno dirigido divulgación gran público guía sencilla usos ejemplos prácticos resultados ojalá periodistas académicos mexicano incursionen tema,1 star
deepseek digan construyen ferrari euro cuadra,5 stars
hola puedo registrarme deepseek hago email google hoy mail iphone mac da error visto noticia hace tres días china restringe números teléfono china continental registro entiendo si permite email da mensaje límite tasa pasado gracias ayuda enhorabuena contenido,1 star
montado i g ollama gb ram va perfectos,5 stars
día convertido noticias bursátiles fiables canales habituales,5 stars
bien explicado,4 stars
mejor open source regalo europa demás,5 stars
chino demuestran necesario dinero igual gana,1 star
conspiración siempre va existir persona q querrán democratizar conocimiento historia dice si existió window linux etc,1 star
vuelto loco tema,5 stars
pregunté deepseek quién deepseek openai respondió openai ninguna relación deepseek empresas ia china,1 star
toda guerras primera víctima verdad saber detrás,5 stars
detalle codificación abierta puede ver tripas incluso aportar granito arena importa si pudiera detras occidente aca lp importante costo beneficio definitivamente chino dieron salto grande,3 stars
si china mil h cómo nadie va notar tremenda venta nvidia,5 stars
carrera espacial ahora carrera ia,3 stars
si deepseek logró llegar tan lejos solo gpus nvidia h entrenar modelo deepseekr imagínese podrán hacer empresas openai anthropic adopten método optimicen poder hardware eeuu si técnica deepseek bien explicada paper grandes compaías podrían sacar modelos veces mejores además mejorar metodología mismas restricciones acceso chip avanzados empresas china china dio paso gigante fondo realmente hizo acelerar desarrollo grandes empresas estadounidenses deepseek héroe final día alimentando pez gordo mercado pronto veremos consecuencias,1 star
mejor deepseek,5 stars
ayer ví podía entrar parecer cascaron ataque ddos,1 star
instale tostadora funciona bien,4 stars
evitar competencia diciendo libre mercado real,1 star
encantaría justicia poética china interviniendo mercado eeuu haciendo siglo xix así recibiendo misma medicina saludos,5 stars
subsidios chino llama intervención constantes intervenciones eeuu ámbitos si quiera llama subvención,1 star
crea web ia aquí usa cupón inteligencia descuento,5 stars
primer video arranca diciendo semana ma epica ao jajajaj muchas gracias amigo video mejor increible ao junto,5 stars
canal util ia pague dinero suscribi ninguno cursos pagué atención valió pena gpt plus incorporé agencia uso notebook lm probé heygen sé usarlo cosas gracias canal así espero sigas así acá usuario gratuito paga vista semanal like comentario subscripción,1 star
grande jonh super video lleno grandes novedades avances esperamos grandes cosas felices fiesta,5 stars
excelente resumen crack ia,5 stars
entonces semana salvaje carrera nuevo,1 star
feliz fin ao jon brutal,5 stars
locura ao increíble solo comienzo,1 star
feliz ao nuevo jon seguiremos escuchando,5 stars
grande john buen ao ia,5 stars
feliz ao jon seguidores gracias ahí,5 stars
gracias mantenernos informados semana tras semana,5 stars
muchas gracias jon siempre feliz ao equipo saludo,5 stars
gracias información proporcionado largo ao feliz ao equipo,5 stars
visto mientras cenaba buen contenido mil gracias,5 stars
gracias ao noticias actualidad futuro ai,5 stars
muchas gracias vídeos geniales feliz ao mucha salud,5 stars
tremendo resumen muchas gracias,5 stars
totalmente increíble,5 stars
excelente felicitaciones,5 stars
excelente resumen gracias riguroso trabajo,5 stars
pensé semana bestia ia,1 star
buen programa,4 stars
encanta escucharte dijiste puetero ningún momento ésta vez argentina acá llegan noticias iano expertos x sigo so brutal feliz espero ansiosa nuevas noticias,5 stars
feliz ao nuevo mil gracias maravillosos contenidos,5 stars
feliz ao nuevooooooooo,5 stars
buen resumen gracias,4 stars
óptimo eficiente sino margen mejora,3 stars
excelente resumen va creciendo seria interesante regales analisis consideras proteger informacion acceso modelos ia,5 stars
feliz bendecido hermoso ao nuevo canal excelente da information dia gracias compartir,5 stars
jhon excelente resumen siempre creo genial próximo hables avance simuladores mundo ia generativa d campo bastante interesante,5 stars
muchas gracias jonh creadores contenido mejor explica verdad envidian mejor bro sigue así creo agi llegará,5 stars
gracias información,5 stars
excelente resumen gracias solo triste mención anthropic claude modelos espectacular parte valga pena mencionar computer use disponible uso general solo liberaron prueba concepto corre entorno virtual controlado completamente anthropic,4 stars
mejor canal inteligencia artificial duda alguna,5 stars
jon sigo cada video muco interes dime empresas serias creando agentes bajo coste ahora solo veo empresas cobran mensualmente sale contratar persona entiendo ventajas pequeas empresas dificil contratarlas parrafo aparte intentado crear propio agente nn terminé ma preguntas soluciones jajaja muchas gracias saludos argentina,1 star
bestial,1 star
alucina conocimiento ia pregunta si pudieran conectar cualquier altavoz inteligente podría pedir agendara cita médico cabecera da impresión desarrolladores entrenadores médico cabecera cree,1 star
trae agi avances ciencia tecnología,5 stars
brutaaal parece vienen momentos complicados va rápido,2 stars
microsoft pareciera haber perdido interés ia copilot perdido fuelle tremendo comenzaron siendo do ventaja después open ai gráfica podido ser segunda ia usada vino abajo dejaron innovar mejorar ia diferencia demás duda google gemini viene fuerza creo igualarán open ai creo pasen aún golpe dará logre pensar hacia adelante primero hacer evolucionar modelos chatbots siguiente nivel agentes si gobierno chino metiera millones equipo deep seek compita anthropic meta open ai modelo excelente mucha salud john esperamos excelentes resúmenes,2 stars
van despertar cuantos q siguen diciendo q ai burbuja xd,1 star
vi imagino brutal,2 stars
solo hablaste google open ai claude,1 star
uso abacus ia ma barato da acceso ma modelos incluídos gémini chatgpt claude etc etc,2 stars
opinion cree agi tinee q ser ano exacto,1 star
podrías hace video actualizando usar vpn modificar rayban meta poder usar toda opciones,1 star
agentes gratuitos,1 star
creo principio empresas van ofrecer servicios mejorados ia luego van ofrecer servicios hechos ia ejemplo estudio abogados va ofrecer ia representarte luego aquí bestia openia va eliminar toda empresas servicio va crear web vos entrás tenés finanzas turismo ventas contaduría elegís agente super entrenado openia resuelve problema compren paneles solares luz va ir nubes literal,1 star
pasará ordenadores cuánticos mito pronta realidad,5 stars
comparar computación gpu datos petróleo petróleo base civilización industrial ordenadores ai m persona mundo podrá sobrevivir ai fin petróleo dudo,3 stars
creo ao vamos ver productos servicios comerciales aprovechan inteligencia artificial sólo frikis tecnología deseos asistentes alexa google home incorporen ia memoria personalizada conectores ia servicios porqué poder conectar telepizza ia ejemplo petición alexa casa cuada ana familia pides unas pizza respuesta perfecto recomiendo medianas bbq quesos margarita nios ana acuerdo pido telepizza oferta medianas euro,1 star
amigo fondo real fondo croma,3 stars
siempre dice q sustituidos x ia sino x alguien q sepa usarlala mejora agentes cambium afirmación,1 star
minuto convence jon ia,5 stars
anímate día entrevista gustavo entrala,5 stars
quiero saquen robot trabajadores infinidad esclavos metálicos haciendo trabajo solo quede ocio,1 star
agentes creo relevante pues grandes programas software trabajo usan grandes empresas nuevo implemente si novedad personalidad cada robot humanoides único si personalidad propia compra cargarle chip propia personalidad alucina así serátu personalidad eterna tiempo ajaaa,5 stars
tal proyecto virtual,5 stars
casa parece imaginada ia,3 stars
inteligencia artificial,5 stars
john predicción google supera chat bot arena funciona mejor programación toro pasado bruja lola acierta xd,5 stars
vamos ver exageraciones dice,1 star
chat gpt fraude,1 star
buen video divulgación aquel deja pensando ganas saber cumple creces objetivos gran trabajo nuevo suscriptor,4 stars
acaba estallar burbuja deepseek,1 star
buen video rodri gracias compartir,5 stars
quando ma hombre servicio tecnologia ser ma dbil acomoda i hace fragiles si devido adversidad grave podemos disponer haremos ser autosuficients respetando sector primario i naturaleza antao menos consumismo menos estupidez ma currele humano fortifica alma,1 star
encantan vídeos haces brutal deseo éxitos futuros siento guía segura presentefuturo depara enhorabuena,5 stars
google supone va construir mini reactores nucleares entrenamiento ia hablar flota robot haciendo china drone eeuu chino mapeando territorio estadounidense propio pais poniendo pruebas tecnologías frente muestras récords alcanzados drone chino,1 star
noooooo fin pasa ia siendo endiosaday estan comercializando vendiendo humo,1 star
dilema ia tratar convertirla oraculo q debemos interactuar q debe hacer evitar errores dejar pensar ia general crear ia individual q adapte aprenda usuario tal vez morir usuario ademas debemos separar ia base datos convertir data servicio pago garantizando fiabilidad dd informacion q ia interactue debe hacer evitar errores aprendizaje ia confundir ej enfermedad real pandemia obra ficción construir casa costa igual q construirla selva ser ia individual crece demanda procesadores ia mejorar rendimiento,1 star
despues ia verdadera computacion cuantica ia ejecutara algoritmos necesarios tener computadora cuantica manos habrirá caminino verdadera realidad virtual podremos tener mundo virtual casi parecido real pequea escalas ejemplo mall pequea ciudad internet apps ia vr ojos cerebro,1 star
ia resuelto cuarto problemas matemáticos complejos publicados evitar overfitting cerca alcanzar agi resultados buenos pruebas inteligencia cada mejora perfecciona proceso permitiendo retroalimente evolucione superando límites dice va dar misma respuestas estancamiento crear proceso autolimitado comparación resto avances humanidad frenaba motivos externos,2 stars
primer problema ia usos van ser mejorar vidas ciudadanos sino contrario siempre olvidamos gestores gestionan ia intereses ia puede ser buena gestores ia fracaso población vea consecuencias usos,1 star
empresas pueden sufrir simple hecho ia haga poderosa eficiente cada vez hace eficiente automáticamente reduce ingesta gpus hace sufrir nvidia hacerse eficiente podrá hacer cosas nuevas hoy hace vuelve multiplicar demanda aunque trabajando pérdida si generación video ia ejemplo hace buena calidad puede barrer hollywood actual industria videojuego diseo automotriz etc hará ia nuevo jefe barrio dará ganancias llegar punto perfección llevar grandes punto quiebre,5 stars
holaa me tarde nvidia desplomado bolsa tal decía elliot,1 star
futuro ia ve prometedor transformador integración sectores ia volverá aún omnipresente salud diagnósticos precisos educación aprendizaje personalizado comercio experiencias compra inteligentes mayor sofisticación modelos lenguaje natural avanzados permitiendo conversaciones aún naturales comprensivas ética regulación preocupación uso ético ia crecerá impulsando creación regulaciones garantizar uso responsable realidad virtual aumentada ia potenciará tecnologías creando experiencias inmersivas personalizadas desafíos laborales automatización impulsada ia planteará nuevos desafíos mercado laboral requiriendo adaptación nuevas habilidades resumen ao clave ia marcando inicio nueva tecnológica gran potencial desafíos debemos abordar interesa algún aspecto particular futuro ia,5 stars
gracias información sido útil mencionaras ejemplos concretos aplicación diversos ambitos vida vez solo nombrar ámbitos medicina ejemplo sabido ia dominio público solo entretención aquí sabe impacto ia nivel global necesidades humanas ejemplo od onu,3 stars
ia va transformar ciencia vez va cambiar humanidad tomara tiempo verdadera revolución gente solo fija aplicaciones comerciales ia,5 stars
cierto expectativas realistas ciertos modelos modelos ma nuevos claro aumentan productividad fijate ejemplo openai además progreso aplana absoluto ejemplo mini ma listo veces ma barato google apunto sacar alpha thinking solo burbuja explosion,2 stars
interesante video acabo descubrir quedo aquí coincido visión pasó máquina vapor grandes avances tecnológicos pinchará burbuja celebrarán desesperarán volverá fuerte,3 stars
error ia solo herramienta usemos ente capacidad usarse así misma mejorar comparable visto explotan ganar dinero dentro van ser necesarios misma ia va crear necesitemos,1 star
bloqueado título engaoso,1 star
leche bien explicado tara enhorabuena felices fiesta,4 stars
