comment,sentiment
aprendizaje supervisado supervisado utiliza clasificación imágenes satelitales interesante cada imagen satelital puede conformada bandas caso hiperespectrales mínimo bandas,4 stars
ahi creo funciona así puedas continuar debes acertar dnd imagenes programa valida si supiera podrías superar captcha incluso equivocandote,3 stars
cantidad veces fallo chaptchas perjudicando gravemente inteligencia artificial,1 star
gran vídeo muchas gracias,5 stars
gracias contenido puedes hacer vídeo hablando investigaciones usan matemática topología teoría categorías computación cuántica inteligencia artificial visto uso álgebra forbenius pragmática lenguaje natural saludos,4 stars
buen video bien explicado tiempo gracias usaré clase apra explicar conceptos,4 stars
aquí binarios my friend parto contigo muchas gracias eduardo vídeo genial saludos madrid,5 stars
bien explicado,4 stars
si movimiento bueno probable repita partida ajedrez ejemplo acaso lor ordenadores saben causalidad solo comparan resultados después jugar millones veces saber realmente cada moviendo separado bueno sino movimiento calificado bueno si partida victoriosa,3 stars
excelente explicacion gusto aprendi,5 stars
sugerencia gustaria ver video acerca automatas celulares conway quedo corto mencionando regla constructor universal von neumann obsesion wolfram tema tema denso interesante,3 stars
gran video genio eduardo,5 stars
meses empezar carrera inteligencia artificial emoción,5 stars
buena explicacion,4 stars
tema canal two minute paper sube paper interesantes,4 stars
excelente interesante uruguay,5 stars
encanto tema podrías hablar algoritmos específicos temas computer science matemáticas,5 stars
cada vez avanza hitos ia cada día va evolucionando mejor pensamiento lógico máquinas,5 stars
viendo vídeo subtítulos generados automáticamente interesante,4 stars
acuerdo veía ahí entretenía aunque veía mate solo mera curiosidad ahora estudiante veo curiosidad ia entretenido,3 stars
like si estudiante humanidades,5 stars
semáforos coches peatones acaso sistema sepa si creando cuenta ser humano bot,1 star
increible necesitan coches detectar chimeneas,5 stars
excelente video cuya calidad atribuyo do factores parte conocimiento fondo ia evidenciado especial hablan redes neuronales dominio completo matemáticas maestría matemática queda ampliamente demostrada correcto tratamiento hace canal infinidad cuestiones álgebra análisis geometría topología incluida respecto redes neuronales cabe sealar existe manera alterna divulgada obtener redes profundas perceptrones decir redes tres capas perceptrones similares calculan ajustando peso mediante retropropagación errores dicho método alternativo calcula red profunda directamente partir datos ejemplos contraejemplos franjas separación deseadas hipersuperficies decisorias metodología inédita utiliza retropropagación trata algoritmo codificado programa evaluado numéricamente basa formular perceptrones términos categorías objetos morfismos analizarlos términos geométricos permite tratamiento transparente data numérica desempeo algoritmo notablemente predecible exacto rápido retropropagación introducción uso sugiero den vistazo siguiente video cuya descripción hallaréis enlace descargar software además link referencias corre plataforma window totalmente gratuito siquiera requiere instalación autoportante podréis probar software propios archivos datos numéricos comprobar cabalidad redes así obtenidas reconocen exitosamente data felicitaciones tan clara introducción ia particular redes neuronales daniel crespin,5 stars
inteligencia artificial verbo if detrás,1 star
muchísimas gracias explicarlo puedes decir compraste camiseta,5 stars
osea machine learning aasi inteligencia colectiva red guarda solo datos sino millones personasotras pc hacer analisis,1 star
muchas gracias compartir,5 stars
aquí binarios my friend xd,5 stars
interesante especial apasionante,4 stars
propuesta posible medir movimiento placas tectonicas segun google map posicion pixelar esfera encontramos animacion planeta simulacion base machine learning poder predecir terremotos si google map coordenadas factores hostigan lugares seria chile falla san andres podria tomarse cosas termometro kilometrico ciertos lugares placas provocaria tierra moldeada humanos nivel tectonico malo decir dejarian caga conociendo weones malos weones pelear haran cosa piensen amunas advertencia termometro sensor tipo balanza superficie pueda medir movimientos segun machine learning posible tendra margen error probable ringa tech dotcsv derivando polo tendria dejar cupula nevera,3 stars
buen tema,4 stars
ser genio estudiar matematicas basta iq regural iq importa,3 stars
canal mola matemática visto ángulo,4 stars
veo libros aprendo derivando aprendo derivando busco libros,5 stars
entendí saber si pasaste captcha so robot tener etiquetadas imágenes contrario daría igual marcaras entonces ayudamos si etiquetando imágenes etiquetadas,1 star
solo skynet va dominar mundo v,5 stars
pensé hablarías alpha zero fin buen video,5 stars
vídeo cómo funciona inteligencia artificial jugadores hoi inteligencia artificial funciona,5 stars
bien dicho si diga dot ceseuve,4 stars
inteligencia artificial hecho inteligencia humana,5 stars
inteligencia artificial parece espectacular hecho crear vida decirlo así exista conciencia tal humano capas pensar casi igual solo demuestran avance tecnología creaciones hombre,5 stars
carrera hacer aprendizaje refuerzo pacman capaz comerse fantasmitas usando algoritmo llamado qlearning trabajo divertido tercero carrera,5 stars
aplica enemigos videojuego,5 stars
bot agedrez imagen alguien mamadisimo,1 star
youtube avisa d maravillosos vídeos,5 stars
quedé esperando dijese ia hoy día verdaderamente inteligencia artificial sino estadística,3 stars
bueno clarito clarito,4 stars
inteligencia artificial percibe tiempo misma forma percibimos humanos,5 stars
buen programabueno,4 stars
entonces robot pronto podrá ser realizado robot xd,3 stars
gusta base cada vez ase compleja así hexagesimal,4 stars
algoritmo deep learning genere algoritmos deep learning,4 stars
gracias super bien explicado,5 stars
aquí binarios my friend lgbt moment,5 stars
gracias exposición,5 stars
canal hermoso,5 stars
sabía futbolista argentino gonzalo higuaín tremendo profesor explica bien,5 stars
logra caer mínimos parciales entrenar redes multicapa utiliza multicapa si demostrado do capas puede lograrse cualquier solución capas debe reducen operaciones matemáticas,2 stars
canal suscriptores merecen detrás cámaras tomas falsas excelente siempre,5 stars
excelenete video inteligencia artificial ia simulación inteligencia humana crea algoritmos sistemas informáticos capaces ejecutar tareas simple complejas realizan persona,5 stars
you are machine,5 stars
buena info voy usarlo app,4 stars
buen video podrías hacer revise matemáticas chip puertas lógicas,4 stars
inteligencia artificial herramienta poderosa puede mejorar vidas automatizar tareas resolver problemas complejos debemos ser cuidadosos uso garantizar beneficie comprometa privacidad ética,5 stars
interesante tema bien explicado contáis seguidor,4 stars
padre inteligencia artifical puede llevar negligencia inteligencia artificial,3 stars
tecnología futuro ayudará evolucionar,5 stars
libro recomiendas estudiar base iacreo ver regresiones patrones,4 stars
déme clases matemáticas inicio carrera favor gandía cerca,4 stars
gracias buen video,5 stars
debe utilizar uber distribuir solicitude conductores quieren ir determinadas zona pues dia solo envian servicios solo oara zona adonde quiero ir,1 star
inteligencia artificial siguiente revolución bueno contenido,4 stars
excelente contenido,5 stars
eduardo alguna bilbliografia formal algoritmos saludos colombia,3 stars
hola heduardo sé si escuchaste boliviano dió problemas milenio hipótesis riemann ser exactos,3 stars
interesante publicado libro explico nuevo lenguaje creado inteligencia artificial lenguaje letras numeradas orden cree cree matemática letras ánimo crear publicidad libro publicado amazon titula nueva matemática letras edición,1 star
excelente resumen utilizaré clase dictaré,5 stars
justo trabajo robot ia sale muchas gracias,5 stars
justo ahora vengo mirar partida stockfish video cae anillo dedo,1 star
cosas caemos normalmente mucha cosas conseguimos aprendemos vienen necesidades maquinas hambre apetito sexual tristeza euforia alegría combinado momento histórico encuentras oportunidades claves entorno complejo social interactuando individuos lleva crear tipo cosas idea realizar esfuerzos enormes conseguir satisfacer necesidades así bajo punto vista existe inteligencia artificial inteligencia humana histórica grupal colectiva incluso química decisiones hormonas replicable algoritmos,3 stars
inteligencia artificial podría perfeccionar mayor rapidez fórmulas soluciones cerebro humano gran ventaja llamado emociones ninguna máquina puede analizar sentir,5 stars
hola buen video encantó tiempo vi video probabilidad cofre clash royal gustaría hicieran probabilidad salga reliquia apex legend juego,5 stars
fotos semáforos esperaba,1 star
diferencial respecto dx,4 stars
sofía doriaruiz mediante cerebro ser humano caracteriza datos diferentes digita computador,1 star
buena información gracias,4 stars
gran video gracias,5 stars
tenia duda gracias,3 stars
duda puede usarse tecnologia diga proceso desarrollar alguna tecnologia existente vamos decirle dame pasos disear construir dispositivo proyeccion holografica esperar minutos u horas despues pasos lista materiales demas poder construir asi duda,1 star
creó equivocó stargate skynet,1 star
gracias canal favorito saludo suiza,5 stars
habia escuchado anuncios ma minutos youtube esperaba real,1 star
mismo decian llegar deeseek ahora ascuas,1 star
adoro canalll pone piel gallinaaaaa,5 stars
ecuación simple ser humano envejeciendo decir llenando viejos preparados afrontar ello conllevaenfermedades cuidados etc inminente uso inteligencia artificial cimientos soporten nueva,1 star
mentalidad unidos mejor si nadie,5 stars
encantan video realmente informativos,5 stars
excelente análisis gran carisma siempre agradecido labor divulgativa siempre grato entender realidad geopolítica actual tecnológica apoyo abrazo fuerte,5 stars
hecho vídeo respecto aranceles trump quiere aplicar méxico canadá china unión europea,1 star
gracias bueno saludable,4 stars
unidos consiga avance nuevas inversiones china llevará aos ventaja justo ahora,5 stars
buen dato espero bien común poniendo soga cuello toda humanidad,4 stars
ojo anuncio dicestargate star lake,1 star
pasa ia autónoma necesario configuren hacerlo según objetivos proyecto puede llagar hacerlo corto tiempo va poder controlar ser veces inteligente cualquier científico entiende sabe diferentes materia matemáticas sociales deberían pensar ia herramienta doble filo temprano tarde perderemos totalmente control si haciendo,3 stars
so experiencia profesionista permitio sonar dia hospital humanos area especialidad sistemas informacion hoy llaman inteligencia artificial ojala algun dia pudiera platicarles experiencia aos,3 stars
excelente contenido,5 stars
tres gracias trump,5 stars
despues deepseek proyecto stargate seria broma mal gusto inversores,1 star
mientras dicen dinero dicen deepseek pueden hacer ma barato fin,1 star
aun pronto ed camino largo resultados verán dentro aos mundo serum diferente junto generación humanos diferentes,5 stars
hacer és crear ia mentalidad conocimiento steve job haciendo transferencia conciencia familiares amistades persona cercanas tipo dato guardado si funciona después hacer mismo persona asi final insertárlo cuerpo sintético robothumanoide,3 stars
creo meteré buena inversión oracle nvidia,5 stars
pues viendo necesita deepseek trabajar argumento cae solo gringo van necesitar buen plan,2 stars
gracias genial,5 stars
quieren saber ase gente si roban asen cosas malas pregunta quién bijilara alós políticos corruptos ladrones responde pregunta diciendo mentiras,1 star
sé puede confiar empresarios,3 stars
si mismos gringo imprimen billetes ningun respaldo oro complican solo compren ma impresoras,1 star
alguien notó parecido scanet scainet,1 star
buena informacion,4 stars
llegan aos tarde competencia gringo chino lideran actualmente creación patentes innovación tecnológica unidos imperio decadencia puedes ver confirmar viendo ma sienta silla presidencial,5 stars
guerra perdio china va aos adelantado,1 star
suerte van necesitar digo ser pesimista sarcastico menos ponerme nivel persona desena mal tratándose china entrando nueva guerra fria cualquier cosa puede pasar,1 star
hermosa burbuja,5 stars
interesante,3 stars
paso creacion scarlet pues,1 star
si ia mejora bien mal armas nunca buenas malas empuan u cosa,1 star
do aos china vuelve super inversión musd,5 stars
excellent,5 stars
trump haciendo américa grande vez,5 stars
q bien,4 stars
pov usa internet explorer,5 stars
skynet reference,5 stars
john connor razón skynet existe,4 stars
sabiaaa ninguno tres tontosss,1 star
quiero invertir usd,1 star
trump va hacer nuevamente eeuu grande,5 stars
primero,5 stars
burbuja,3 stars
acuerdo elon musk ir cautela puede ser arma doble filo trump presidente problema quiere mejor país sabemos pudiera pasar gobierno demócrata ejemplo,1 star
sé puede confiar empresarios,3 stars
sé puede confiar empresarios,3 stars
convierte idea negocio rentable inteligencia artificial rápido fácil aprende chatgpt cero mejor curso online principiantes si comenzando usar inteligencia artificial quieres crear imágenes vox textos manera fácil sencilla barata usa creapro entra mejor curso online crecer youtube ganar dinero canal aprende conseguir clientes aprovechando máximo mundo online inteligencia artificial programa go aprende editar vídeos profesional mejor curso online suscríbete newsletter gratuita inteligencia artificial mantente día visita periódico digital inteligencia artificial entra nuevo canal privado gratuito whatsapp publico información exclusiva digo ningún lugar,5 stars
super viene ma siempre ocupe trabaje responsabilidad respeto felicidades canal diario apasionante javier gracias sv,5 stars
ve tan real wow excelente video master,5 stars
graciasse nota gusta hacesy da ma valor trabajo,5 stars
hola javier saludos chile tecnico audiovisual profesion gracias dios verdad sucede ia paso invento tv decian cine iba morir causa tv nunca asi asi cosas parte historia audiovisual siempre habra gente querra adaptarse quedaran obsoletos idea adaptarme nuevas herramientas ia saludos,1 star
hola estimado javier ahora dejaste boca abierta decimos acá méxico dejaste chiva jajaja vi video sugeriste pondré práctica saludos bendiciones,1 star
saludos bendiciones maracaibo venezuela,5 stars
probado varias ia generar video siempre termino utilizando kling creo mejores si mejor saludos,3 stars
hola muchas gracias aporte general buenas herramientas si compartido busque video encontré avatar parlante movimientos labios hedra mostraste hace tiempo visto tutoriales inglés puede hacer largo gratis mezcla herramientas algún momento enredado tutoriales visto espaol avatar da opción subir imagen cobran mencioné previamente si explicación idioma veces van velocidad luz varias herramientas enredas ojalá puedas subir así gracias,3 stars
hola javier foto famoso beso amiga murió septiembre subi fcoto ala nube puede recuperar ahora gracias canal recupere hemocione gracias javier,1 star
muchas gracias javier gran aporte,5 stars
minutos jajaja verdad sabia usar chat gpt enserio solo explicando quiere da ahora quiero hacer dinero quiern apalancarme algun taller hacer modelos ia video buen video,1 star
veo hiciste texto imagen conseguiste hacerlo consistente mediante texto video imagen video,3 stars
hola javier puedo hacerlo apartir image,1 star
amigo colombia video haces pront salgan mejores tomas cámara seria espectacular creo acá publico agradecería,5 stars
posible hacer video subiendo foto umhhhh necesito gracias excelentes video,5 stars
probe funcion camara expectacular unico problema hailuo ai sigue prompt bien hace kling ai pues casi movimiento personaje aun todavia video comparan kling ai pues aun todavia puede ver problemas renderizar personaje especial si personaje fantasia hago pues solo camara mueve bien pelicula hailuo ai tambien arreglar forma generan video pues kling ai continuum haciendo video mejores hailuo ai,3 stars
excelente javi,5 stars
puedo aprender estimado interesa entrar lleno ia enseas vídeos crear canal poder intentar generar ingreso adicional gracias enseanzas estimado,3 stars
hola buena información regalas muchas gracias respecto tema derechos autor música letra youtube puede sancionar canal,4 stars
excelente javier bueno usarlo gracias,5 stars
parece interesante exelente idea vídeo clip desventaja hailuo siempre demasiado colapsado puedes tardar horas generar escena,3 stars
waw voy usar video música,1 star
extraordinario,5 stars
llevar,5 stars
bastante bien aunque continuidad tatuajes deja desear quizas genere mejores personajes tatoos,3 stars
bueno,4 stars
hace semana adquiri versión paga fliki realidad decepcionada asi buscando opción ia haga video largo realidad ahorre trabajo fliki lento parte tocando gastar horas editar misma video plataforma fin ninguna gracia hecho jejej,1 star
mucha creatividad crear tipo vídeos puedes decir cómo puedo ofrecer vendelos solo basta subirlos youtube gracias orientación,5 stars
excellent,5 stars
si descarga video stock youtube libre derechos autor,1 star
eeeeeeeeeeeeee f si cabeza cara barbilla terriblemente separada cuello mira video primero mira modelo modelo nota natural molesta mirar entorno pues distrae cosas extraa distraecreo bien complicaciones aun falta muchisimo gustaria alguna perfecto maldad proliferando sabéis usará mal bien,1 star
opcion pago deja hacerlos cuantos minutos,1 star
hacr actor cantante mismo,1 star
gracias,5 stars
herramienta permite usar gratis projeck,5 stars
excelente combinar suno,5 stars
hola javier quiero ayudes hacer vídeo foto abuelos quiero imagen pase video saludando sobrina felicitandola aos,5 stars
bueno sirve utilizar modo gratuito saturado use salio cola espera there are still people ahead expected to wait for minute imagen video peor there are still people ahead expected to wait for minute horas espera solo pago funciona bien bien javi llegaran jugosas comisiones video,3 stars
malo hacer solo video esperar horas horas horas,1 star
video ve nuevo parece video hechos pensados ordenador piensan falta creatividad hace fácil cosas,2 stars
entiendo versión pago,1 star
video empieza,1 star
gratis,5 stars
hola video aparecia privado,1 star
javier personaje podrá realizar partir foto gracias,4 stars
increible noticia esperar horas tan agradable claro usuario free pago cuanto tardara,5 stars
bueno,4 stars
gratis,5 stars
excelente tertuliagracias freddy traer invitado,5 stars
oro puro muchas gracias tremendo aporte,5 stars
buena entrevista gracias tener siempre secciones tan interesantes,4 stars
podría pedir ia redacte costitución justa chilenos ganemos,1 star
buena vista gracias freddy,5 stars
principio decia domine medios comunicación dominara mundo casi sucede nacieron redes sociales entonces dijo domine redes sociales dominara mundo casi pasa entonces aparecio ia ahora dice domine inteligencia artificial domina mundo aun pasa pasara pues sabemos termina vimos terminator,1 star
titulo vendedorrrrr impresionante mundo interesa dominarlo sino propia existenciaque ver dominar exteriorla realidad ma profundo vivir mundo,5 stars
fredy veo siempre cuento acá suecia integra nueva asignatura plan estudio gymnasiet sueco inteligencia artificial,5 stars
menos gran experto chileno danza genios,3 stars
forma seres humanos relacionarse construir sociedad muchas veces injusta social política económicamente podrían llevar colapso ahí ai podrían evolucionar crear nuevas ai solucionar problemas creados humanos pensando siempre pasará terminaror visto muchas películas apocalipsis,1 star
corrección inversión hará trump desarrollo ia proyecto stargate millones dólares mil millones dólares locura incluso doble gastaron proyecto manhattan crear bomba atómica ajustando inflación supuesto así importante ven grandes potencias ia tecnología cambiará historia humanidad siempre,1 star
minuto si experto ia dice medio dificil saber pasa experto digamos detras bueno calculo multivariable algebra lineal estadistica algoritmos aprendizaje automatico refuerzo,2 stars
interesante entrevista felicitaciones recomendacion musica fondo totalmente inecesaria atreveo decir irrespetuosa invitado auditores comprendo intencion crear ambiente living casa torna molesta,3 stars
james cameron visionario,5 stars
god partir meterse demasiado expuestos sinceramente dudo inteligencia artificial aportarme,1 star
techno feudalismo accesible información solo aquellos seores dueos mundo juntan trump,1 star
humanidad decepciona tipo parece vio black mirror terror,1 star
presidente séquito robot ia mmm ojalá corruptos favorrrr ja,1 star
preguntaste chat gpt si puerto rico pais independiente respondió porq pensamiento anti chino facil poner ejemplo taiwan,1 star
cita ésta entrevista lecciones siglo xxi yuval noah harari,5 stars
ia valorada expuesta propaganda,1 star
alien atraves tecnologia digo,1 star
equivocados ia estadounidense postura política respuestas,1 star
inteligencia artificial razona piensan aprende solo código programación grandes base datos mejor ejemplo puedes preguntar empanada tendencias políticas,1 star
caerán,3 stars
buena moneda cambio bien jugado parte europa quieres tratar inferiores pues casa puedes jugar tecnología puntera seguramente pasar caja si sigue amenazando bajar impuestos productos europeos europeos subirlos empresas americana seria maravilloso ver si vamos despertando damos paso delante,4 stars
hora europa espabilara ahora solo falta dejen tonterías inviertan dinero mejorar mixtral u nuevos productos aunque creo final opensource civil quedará dara igual jaja,1 star
hizo falta putin trump unxi jinping espabilemos jooooodeeeer,1 star
donald trump acabara egemonia gringa,1 star
fotografia palabra favorita,5 stars
jajajaja mundo caos,5 stars
