comment,sentiment
"Convierte tu idea en un NEGOCIO MUY RENTABLE con la Inteligencia Artificial (rápido y fácil): https://www.consultoria.uno/curso-online-convierte-tu-idea-en-un-negocio-rentable
 Aprende ChatGPT DESDE CERO con el mejor curso online para principiantes: https://www.consultoria.uno/el-mejor-curso-online-de-chatgpt-desde-cero
 Si estás comenzando a usar la Inteligencia Artificial y QUIERES CREAR IMÁGENES, VOCES y TEXTOS de manera fácil, sencilla y muy barata, usa ""CREAPRO"": https://ia-actual.com/creapro-genera-textos-imagenes-voces-con-las-mejores-plataformas-y-muy-barato/
 Entra en el mejor curso online para CRECER EN YOUTUBE y ganar mucho dinero con tu canal: https://www.consultoria.uno/como-ganar-dinero-en-youtube-el-mejor-curso-online-reduccion-matricula
 Aprende a CONSEGUIR MÁS CLIENTES aprovechando al máximo el mundo online y la inteligencia artificial con el Programa ""GO"": https://www.consultoria.uno/programa-go-aprende-a-conseguir-clientes-en-internet-web
 Aprende a EDITAR VÍDEOS COMO UN PROFESIONAL con el mejor curso online: https://www.consultoria.uno/curso-online-aprende-a-editar-tus-videos-desde-cero
 Suscríbete a MI NEWSLETTER GRATUITA de Inteligencia Artificial y mantente al día:  https://www.consultoria.uno/suscribete-newsletter-inteligencia-artificial
 Visita mi periódico digital sobre Inteligencia Artificial: https://ia-actual.com/
 Entra en MI NUEVO CANAL PRIVADO Y GRATUITO de whatsapp: https://whatsapp.com/channel/0029Vay2cIjD38CUhRmPIa2i  (Publico información exclusiva que no digo en ningún otro lugar).",5 stars
"SUPER TODO LO QUE VIENE ES MAS SIEMPRE QUE SE OCUPE Y TRABAJE CON RESPONSABILIDAD Y RESPETO! 
FELICIDADES POR EL CANAL, POR EL DIARIO Y POR TODO, APASIONANTE TODO JAVIER. 
GRACIAS  S&V",5 stars
Se ve tan real. Wow! Excelente video master!,5 stars
"gracias,,se nota que te gusta lo que haces,y da mas valor a tu trabajo",5 stars
"Hola javier, como estas?, saludos desde chile, yo soy tecnico audiovisual de profesion gracias a Dios, y la verdad es que lo que sucede con la IA, paso cuando se invento la tv, todos decian que el cine iba a morir por causa de la tv, pero nunca fue asi, y asi con otras cosas que son parte de la historia audiovisual, siempre habra gente que no querra adaptarse y quedaran obsoletos, yo soy de la idea de adaptarme a las nuevas herramientas de la IA, saludos.",1 star
"Hola estimado Javier, ahora sí me dejaste con la boca abierta o como decimos acá en México me dejaste ¡chiva! Jajaja.
Ya vi el video que me sugeriste y lo pondré en práctica, saludos y bendiciones",5 stars
Saludos y bendiciones. Desde Maracaibo Venezuela,5 stars
"Yo he probado varias IA para generar videos y siempre termino utilizando Kling, creo que es una de las mejores, si no la mejor, saludos!!!",5 stars
"Hola, muchas gracias por tu aporte, en general son muy buenas herramientas. No se si ya has compartido (busque en tus videos pero no encontré) sobre avatar parlante con movimientos de labios, algo como HEDRA que mostraste hace un tiempo, pero los que he visto en unos tutoriales en inglés  se puede hacer  más largos y gratis, pero es una mezcla de herramientas y en algún momento es algo enredado. Los tutoriales que he visto en español es en donde ya están los avatar y no te da opción de subir imagen, y los que sí, te cobran, pero como mencioné previamente si hay , pero entre la explicación en otro idioma que a veces van a la velocidad de la luz, y son varias herramientas, te enredas un poco.  Ojalá puedas subir algo así, gracias.",4 stars
Hola Javier yo tenía una foto de un famoso beso de una amiga que murió el 11de septiembre 2024 subi esa fcoto ala nube y ya no puede recuperar ahora gracias a tu canal lo recupere y me hemocione mucho gracias Javier,1 star
"Muchas gracias Javier, gran aporte!!",5 stars
unos 5 minutos jajaja yo la verdad no sabia usar chat gpt pero enserio solo explicando lo que uno quiere el te lo da ahora quiero hacer dinero en esto pero no se a quiern apalancarme algun taller para hacer modelos de ia o un video muy buen video,1 star
"Veo que lo hiciste texto a  imagen, como conseguiste hacerlo consistente mediante texto a video y no de imagen a video?",3 stars
Hola Javier puedo hacerlo apartir de images?,1 star
"amigo soy de Colombia un video de como haces tus pront para que salgan mejores las tomas de cámara seria espectacular, yo creo que acá el publico te lo agradecería",5 stars
Será posible hacer un video subiendo una foto….? Umhhhh ….lo necesito . Gracias por tus excelentes videos,3 stars
Yo probe la funcion de la camara y es expectacular pero el unico problema es que Hailuo Ai no sigue los prompt bien como lo hace Kling Ai 1.6 y pues casi no hay movimiento en el personaje y aun todavia los videos no se comparan como los de Kling Ai 1.6 pues aun todavia se puede ver que hay problemas al renderizar el personaje en especial si es un personaje de fantasia como los que yo hago y pues solo la camara se mueve bien como la de una pelicula pero Hailuo Ai tiene que tambien arreglar la forma en que se generan los videos pues Kling Ai continua haciendo videos mejores que Hailuo Ai.,3 stars
excelente javi,5 stars
"Donde puedo aprender estimado, me interesa entrar de lleno en la IA y como enseñas en tus vídeos crear un canal para poder intentar generar un ingreso adicional. Gracias por tus enseñanzas estimado.",5 stars
Excelente Javier muy bueno ... A usarlo gracias,5 stars
"Hola! que buena información, nos regalas. Muchas gracias. Respecto del tema de derechos de autor con la música y la letra youtube puede sancionar el canal?",5 stars
Me parece interesante y exelente esa idea para esos vídeo clip pero la desventaja es que hailuo siempre está demasiado colapsado y puedes tardar horas en generar una escena,3 stars
Extraordinario,5 stars
"Waw, esto lo voy a usar para mis videos, pero no para música.",3 stars
Una para llevar ️,5 stars
Bastante bien aunque la continuidad de los tatuajes deja que desear... quizas genere mejores personajes sin tatoos?,3 stars
Muy bueno,5 stars
"Hola Inteligencia Artificial en Español
Servirá este programa para hacer gestos. Un saludo, un beso , un guiño. etc. ?
O tendrás alguna que sirva para esto ?",3 stars
"hace una semana adquiri la versión paga de fliki, pero en realidad estoy un poco decepcionada, asi que estoy buscando otra opción de IA que haga videos largos y que en realidad me ahorre trabajo, fliki esta muy lento y a parte me esta tocando gastar horas para editar yo misma los videos en la plataforma, en fin ninguna gracia me ha hecho jejej",2 stars
Tengo mucha creatividad para crear este tipo de vídeos. Me puedes decir cómo los puedo ofrecer para vendelos. Solo basta con subirlos a youtube. Gracias por la orientación.,4 stars
Excellent,5 stars
"EEEEEEEEEEEEEE, como que no, no ves, que no se si es la cabeza o la cara que la la barbilla está terriblemente separada del cuello. Cuando uno mira el video, lo primero que mira es a la modelo y cuando a la modelo se nota algo nada natural, ya ni se molesta en mirar el entorno, pues le distrae esta cosas que le extraña y lo distrae.Creo que esta muy bien por su complicaciones pero aun le falta muchisimo. Me gustaria que que alguna fuera perfecto, pero con la maldad que está proliferando se y sabéis que se usará más para el mal que para el bien.",3 stars
con la opcion de pago deja hacerlos de cuantos minutos?,1 star
Si se descarga un video para stock de youtube es libre de derechos de autor?,1 star
y como hacr para que el actor o cantante sea uno mismo,5 stars
Muchos gracias,5 stars
Qué herramienta permite usar gratis projeck?,1 star
excelente para combinar con suno.,5 stars
Hola Javier... Quiero que me ayudes con hacer un vídeo con una foto de mis abuelos... Quiero que la imagen pase a video y que en el estén saludando a mi sobrina felicitandola por sus 15 años,1 star
"Es muy bueno. No sirve utilizar en modo gratuito, esta muy saturado. Lo use y me salio esta cola de Espera: ""There are still 34,012 people ahead, expected to wait for 8505 minutes""   y de imagen a video, esta peor ""There are still 601,458 people ahead, expected to wait for 17941 minutes"" (son 298 HORAS DE ESPERA) solo de pago funciona bien. Bien Javi, te llegaran jugosas comisiones por este video.",2 stars
"Lo malo, hacer un solo video hay que esperar horas, horas y horas",1 star
"Pero en esos videos no se ve nada nuevo, se parece a muchos videos ya hechos y pensados por ordenador.. lo otro es para los que no piensan y les falta creatividad y les hace más fácil las cosas",2 stars
"El video empieza en 4:53 
De nada",1 star
Entiendo que es la versión de pago.,1 star
Es gratis?,1 star
"hola este video me aparecia en privado...
ya no",1 star
Javier y el personaje se podrá realizar a partir de una foto? gracias,1 star
"Esta increible la noticia, pero esperar 175 horas no es tan agradable, claro el usuario free, el pago no se cuanto tardara",3 stars
Muy bueno,5 stars
Es gratis?,1 star
"Buena moneda de cambio, bien jugado por parte de Europa, nos quieres tratar como inferiores pues en mi casa no puedes jugar con tu tecnología puntera, seguramente sin pasar por caja, y si sigue amenazando tendremos que bajar los impuestos a los productos europeos para los europeos y subirlos para las empresas americanas. Seria maravilloso,  a ver si vamos despertando y damos un paso a delante",4 stars
"Ya era hora de que Europa espabilara, ahora solo falta que se dejen de tonterías e inviertan dinero en mejorar Mixtral u otros nuevos productos, aunque creo que al final OpenSource civil será lo se quedará y todo esto dara igual jaja.",2 stars
"Hizo falta un Putin ,Un Trump y un.Xi Jinping,  para que espabilemos 🇪🇺
( jooooodeeeer....)",1 star
Donald Trump acabara con la egemonia gringa,5 stars
El “fotografia” su palabra favorita.,5 stars
Jajajaja el mundo en caos,1 star
total que los medio tontos ya no entran en el grupo,1 star
Cuando no se es competitivo lo que se hace es prohibir a los que si lo son,1 star
Los chinos felices,5 stars
eurotontos otantontos europedos.,5 stars
