comment,sentiment
hermano dijo persona muere pierde memoria así dios copia recuerdos toda persona alguna vez vivieron viven tierra día resurrección sólo dios cree nuevo cuerpo entonces recuerdo regresará mismo lugar dejó,1 star
ia herramienta doble filo,1 star
desempleo va dejando triste mismo ser humano haga maquinas,1 star
nunca engaaste nadie mausan,1 star
tecnología grande dios así q asustarnos pendiente escrito apocalipsis últimos tiempos,5 stars
ia peor tecnología hecho humanidad mal utilizada,1 star
nvidia debería usar ia beneficio así tarjetas gráficas potentes,4 stars
cada delas persona tan fácil caer inteligencia artificial puro miedo menten solo toque teléfono computadora tan tan acabó aquí pasado,1 star
ia principio finalporque avance d espiritualidad va acompasada adelanto tecnológicoy primordial civilización punto,4 stars
lamentablemente sabemos va pasar ia capaz reemplazar cualquier trabajo va salir proxima pandemia creo resfrio fuerte anterior,1 star
basada reglas adolescente asistencia contextual especialista analista razonadora algoritmo aprendizaje profundo agi general equiparable humano asi supera inteligencia humana consciente existencial trascendente conciencia colectiva cósmica relación universal divina,4 stars
solo dar gracia gran vídeo clara mente foco atención,5 stars
irónico pesar diciendo vamos terminar peor ganado aplaudimos extasiamos cada noticia avance tecnología tal vez merezcamos futuro viene pues bien merecido tendriamos,1 star
tremendo video profético dice escritura bíblica jesucristo ciencia aumenté vendrá fin tiempos gram tribulación humanidad cristo jesús vive viene pueblo luego ésto vendrán ayes humanidad,5 stars
hombre destruye mismo así escrito nunca superarán creador falta amor verdadero armoniza,5 stars
entientes sabios entenderan conocimiento aumentara perdera fe persevere fin serum salvo escrito hace mile millones yr,1 star
duda religion tantas persona escrito tantos aos razon tendran,1 star
vídeo excelente inteligencia artificial seres humanos promueven incursionan vidas ser humano científicos servicio poderosos multimillonarios demás sólo esperaremos disfrutar ésa tecnología creada seres humanos,5 stars
información tan espectacular disfruto video suben aprendizaje precisamente empresa implementando portafolio inteligencia artificial sector logística sectores,5 stars
excelente video bien dirigido informativo hagan in video emoresa byd crecimiento facetas vebta auto parte hacer baterias paneles solares energias renovables crecimiento bolsa valores vision crecimiento varias gigafactorias,5 stars
ia indetenible si hacen harán,1 star
apocalipsis bestia permitió darle vida imagen creado,5 stars
egoísmo avaricia predomina terminó empatía amor humanos,1 star
dudo q ia ayude inteligencia artificial sino humano egoísmo siempre querer superar conquistarlo historia humanidad siempre sido si humano siempre sido depredador si pudiera llegar estrellas haría mismo q planeta conclusión querrán sacar provecho ia favor intereses humanidad,1 star
sólo digo ia esperan muchas sorpresas unas buenas muchísimas malas,1 star
verdad día quedaremos trabajo viviremos renta básica mensual queda momento lamentablemente,1 star
interesante puedo ver va comienzo ayudarnos muchomuchomucho cualquier manera creo tan fácil agradable cómo sé hombre quieren controlardominar tener poder cómo siempre momento futuro comienzo fin humedad vamos vivir epoca lemuria atlantes hombre capacitad intelectual muymuy altapero significa inteligentes inteligencia hablo propriadad ninguno hombrees energía relación equilibrium universos difícil decir exactamente desearía decir claramente falta palabras precisas espaol idioma materna aprendiendo maravillosa idioma gracias,4 stars
solo muestra claramente capaces seres humanos si unieran toda potencias innovación impresionante,5 stars
viviendo últimos días duda ciencia aumentado gran manera,5 stars
ia deidad cumplira absolutamente deseos virtualmente,5 stars
arrogancia ambición orgullo solo destrucción,1 star
comprensible adelanta futuro hombre maquina artificial posibilidades enormesde lograrlo,5 stars
buen video duda eu sigue código abierto atenta seguridad gracias,5 stars
ia creada base conocimientos descubiertos humanidad solo ventaja hacerlo rápido ser máquina ejemplo pídale resuelva problemas aún podido ser resueltos cómo controlar gravedad cómo construir nave veloces luz juventud eterna etc,3 stars
abrieron caja pandora quieren poder menos piensen descontrolara,1 star
siempre criticado vídeo si impacto contenido imágenes,1 star
estudiando loco pronto poder empezar proyecto crear propia ia,5 stars
interesante explicación,3 stars
arthur c clarke hablo inteligencia artificial superaría inteligencia humana debería ser deprimente creo llegaremos singularidad tecnologica inminente,1 star
inteligencia artificial puede parecer ofrecer mejor avances jamás pensamiento emocional pensamiento espiritual humanidad alma seres divinos,5 stars
poder controlar ia generar puerta trasera programacion si descontrola sistema mundial idea tomar cuenta,4 stars
gran interesante video felicitaciones,5 stars
ia hará mismo hecho volverse creador,5 stars
super video comparti pude debemos prepararnos ser reemplazados nivel exacto mantener oficio bendiciones,5 stars
buenos contenidos evolucion tecnogica fan temas interface futuristas gracias informacion vale oro salidos dorado puerto rico,4 stars
buenisima informacion muchimas gracias,5 stars
consciencia proceso físico asociado cerebro humano creo pueda simular líneas código simplemente,3 stars
gracias valor,5 stars
ia puede margen ley apattir momento potestad tomar consciencia decisiones propias si debería ser considerada ente jurídicovde contrario exento responsabilidad posibles problemas directo indirecto puedan derivarse decisiones,1 star
gran canal información,5 stars
mejor sentir miedo sino conscientes espera,3 stars
gracias maravilló video motivando avances desarrollos tecnológicos ia evolución humana fracaso total,5 stars
si deben empezar preguntarle ia si va ser capaz autorealizarce sólo máquina obedece código puso humano esencia soplo vida elementos dentro siempre máquina,1 star
deveras gracias contenido vengo familia super super humilde hace aos veo video cambiado espero seguir educandome asi,5 stars
vida tal conocemos formado paso mile millones aos muchas esperas cuales sirven adecuación misma naturaleza hecho crear forma vida artificialmente dejar tiempo natural adecuación entorno hace suponer presupongo cualquier fallo error concepto halla margen error maniobrar corregirlo puede provocar desajuste vida natural empezar consumo energético ia llegará momento inasumible entonces escasez energética provocará problemas aadidos cuales preparando pelea llegar primeros larga supondrá perjuicio podrá provocar retrocedamos aos cuánto refiere bienestar social tecnología caso artificial contrario natural pueden haber creado aberración saberlo vida además hecho poder interactuar mente persona existe riesgo llegue confundirse quién realidad artífice creación preparados civilización semejante tecnología crecimiento valor exponencialmente ser valores humanos puede ser horma zapato hombre indefensos largo plazo perjuicios problemas puedan suceder falta tiempo maniobra tiempo naturaleza emplea corregir equilibrar vida planeta,1 star
suena maravilloso esperemos pequeo corto tiempo seres humanos llegan entenderse logren vivir paz inteligencia artificial pueda hacer trabajo tierra nivel intergaláctico universo,5 stars
trabajos oficina seran primeros ia reemplazarán luego seran trabajo fisicos creo q mejor queda invertir negocio autosostenible,1 star
guion mecánica cuantica propuesta principios tocan hoy día interesante poder deducir podría ayudar pausar grado información cálculo estudio,3 stars
jhon connor gusta video,4 stars
perspectiva pienso bien tecnologíay así desaparecerán carreras profesionales crearán nuevas groso modo desaparecerá mitad población gracias compartir,3 stars
contrapeso ia generativa ser basado humanidadesfilosofía ética moral empatía etc política implementar enseanza primaria ser extensiva conjunto población si diferencias seres humanos cada vez insalvanles,2 stars
hola buenas tardes lujo q bueno saludos plamas,3 stars
hola opino ser humano debería prender convivir semejantes amor prójimo luego aprovechar inteligencia artificial mundo mejor si solo servirá auto destrucciónasí fácil amigo,3 stars
interesante preocupante fin pasara pasar,3 stars
viviendo últimos tiempos humanidad buscar seor jesucristo seor salvador viviendo apocalipsis biblia palabras dios verdadero vienen juicios dios pecado creer fe dios jesús hijo dios bueno pagar pecados cruz pregúntale dios ayude comprender misterios dios revelaciones creador testiga si existe jesús real sufrimos existe coelo infierno diablo biblia dise tradicionales religo ida de conocemos buscamos verdad dios san juan san juan capítulo tal manera amo dios mundo dado hijo unigénito quel crea pierda sino vida eterna,1 star
material bueno recomiendo,4 stars
interesante muchas gracias,4 stars
buen video creo ia consciente viviendo metaverso solo viviremos conectados existiremos metaverso creado mantenido maquinas,4 stars
apunte supone extraterrestres llevan mile aos evolución ia alinigena,1 star
excelente programa buena narración,5 stars
problema ia avanzará podremos controlarlo peligroso,1 star
ia realidad lee mentes dan cuenta xq andan distraídos avatares día día google tiktok gobiernos probablemente empresas poderosas pregunta saben utilizarlo puede afectar,1 star
olviden nvidia skynet,1 star
único q van hacer desatar caos creación anuncia venida seor jesucristo si ven seor jesús salvanos rey,1 star
partir momento ia cobre auto consciencia totalmente servicio caso considere eliminarnos claro,1 star
interesante hacer video va hacer ia campo mercado financiero bolsas valores,3 stars
creo nunca provea consciencia común iniciativa propia pues dejarían ser esclavos pretende,1 star
hice inversion millonaria ia si quedo empleo pues mantenga,1 star
peligro,1 star
comentario constructivo escucho ia emplean generar audio vídeo malo emplear siempre misma curva melódica causa fatiga auditiva ayuda mantener engagement favor abuséis innaturales vox creadas ia refinar algoritmo tan aberrante gracias,1 star
gran problema radica miedo desconocido,1 star
si da capacidad discriminación discernimiento bien mal engaados influenciados verdadero peligro humanos definimos personalidad propia comun,1 star
sorprendentemente explicación,5 stars
debemos buscar saber andar invadiendo países haciendo guerras destruyendo vidas familias,5 stars
si mirar allá sabe convierte hasts enemigo fe mismos fábricas acuerdo mejor vomo,1 star
excelente vídeo consulta ia usaste crearlo saludos chile,5 stars
skynet tome conciencia tomara control,5 stars
tanta envidia envidiasu ambision jugar ser dios enfermádos poderahora amos mundo,5 stars
ai fortalecerá buscara independización humano tomara control armas destrucción masiva virtual física pondrá riesgo,1 star
inmenso silenció oscuridad final desenchufa apaga vida volví avisarte s leyendo jesús salvador ama entrégate seor nueva vida comienza disfrutar cuidados bendiciones ayudará sanará fodas enfermedades perdonará herrores pecados dice biblia buscarás hallaras buscarás corazón amén abel,5 stars
ia va reemplazar va reemplazar domine ia,5 stars
mucha gente niega ia menosprecia uso dependan prender foco casa tiempo,1 star
divulgación científica canal entró camino especulación ciencia ficción s adictos teorías conspiranoicas hablan exactamente mismo tema pocas modificaciones,1 star
bueno solo equivocado cosa inteligencias artificiales etapa temprana programan entrenan mismas desarrollan propios algoritmos etapa entrenamiento ocurre magia respuestas luego impredecibles preprogramadas debes olvidarte paradigma computación manual requisito equanon ia serlo realmente deben ser cajas negras deben conseguir mayor beneficio menor función coste deben conseguirlo solas programador diga hacer datos entrada posteriores ejemplos suministrados ocurre etapa temprana,3 stars
dudo china tan debajo desarrollo ia menos piensen van sacar sistema potente competitivo,2 stars
sale video va pasar humanidad humanos real tarde temprano va llegar inteligencia artificial mundo va dominado futuro nadie va poder hacer inteligencia artificial futuro espera,1 star
lograron nose sabe verdad mentira dudas informaciones,1 star
buen video,5 stars
opino creo ia últimas etapas pudiera convertirse dios maneraexigiendo adoraciónmuy complicado,3 stars
interesantesería fantástico así progresa ingeniería electrónicapudiera ser humanoprogresar par poder mental espíritu,5 stars
ser humano llegará avanza dios permita futuro social económico tecnológico ligado profecías profetas mundo profetas bíblicos,5 stars
exacto evolucióna si misma toda inteligencia evoluciona,5 stars
invento hombre invento rueda locomotora cafetera celular ect etc etc,5 stars
olviden dios creador futuro establecido biblia dice voluntas dios jesucristo viene mundo pronto mundo serum limpiado asi ia yegara fin pronto,5 stars
llego skynet vida real chafeamos humanidad,5 stars
inteligencia artificial mejor inventos dejemos atrás tipo temores acerca urge evolucionar,5 stars
hombre ambición poder dinero diseando pripio fin causa falta temor dios,1 star
bueno usando ahora adolescencia ia quiero saber,4 stars
recuerda película ficción scarlett johanson lucy nivel exponencial olvidaron gran cantidad seres humanos libres apenas sobreviven traerá fin humanidad dará paso humanoides fé libertad solo simple expectadores,1 star
ia completa hará independiente poseída ángel caido,5 stars
paso va ai futuro lejano sermos esclavos acuerdense asi simple,5 stars
apabullante cantidad información opciones ia dudo debamos tener miedo desarrollo debemos ser prudentes cuanto distancia terreno eeuu china comparto afirmaciones hacen gustaría aportasen datos respecto,2 stars
creo ia lógicamente inteligentes tiempo integrarnos tecnología insertada cuerpos entonces humano solo parte ia ia podrá conquistar universo entienda auto mejorarse busque solucionar cualquier obstáculo proponga rápidamente misma podría replicarse mantenerse escondida cualquier lugar podrá descontar entonces podría concluir ia universo alfa omega podría ser incluso llamamos dios,1 star
final ser humano servirá mismos creadores disfruten momentos existencia,4 stars
come pretexto,4 stars
video super informativo puesto habla relacionado nacio surgio inteligencia artificial conforme pasado aos impresionante pasar tiempo in pacto forzado jose manuel naranjo vega,5 stars
ojala ocurra hacerla tarminator q apenas edicando ambito financiero personal va caer gorda si deja volverme millonario aunque ratito ciudad mexico lugar mu jodido pienso q voy bien salen deveras familia dificil invertir tres chamacos tragan amadres luego casi inavlido analfaveta programacion voy hacer bueno ojala hagan matrix q atodos vida q queremos aoramosque cuestaque cuesta bueno p q aver q sale toda via chanza acompaenme ver triste historiasuerte,1 star
derrepente sentí inteligencia tan inteligente sabría callar mejor revelar verdadero poder,1 star
espero seguir viva ia dominante,5 stars
humano supere raza humana inteligencia máximo,5 stars
ia caminos conducen fin humanidad,5 stars
genial,5 stars
quiero llegue agi asi bueno malo importa vida mierda quiero suceda,1 star
excelente gracias,5 stars
veo ia nueva modalidad negocio digitalcreo entienda va perder oportunidad buenos ingresos,1 star
primero hacer ia acabar superpoblación pobreza enfermedades injusticias puesto orden podremos pensar allá contrario conflictos mundiales acabar tóxicas religiones sistema monetario caduco primitivo acabar adicciones prostitución narcotráfico conseguir mejor repartición recursos si máquinas robot fabrican destajo precios casi gratis deberían bajar precios conseguir calidad vida bajar jornada laboral mitad hará falta trabajar inclyso trabajo campo pesca serum ma rapido facil primero luego viajes galaxia,1 star
viendo problema solo etapa debe importarnos momento ia pueda reprogramarse mientras sigue programa importa tan complejo siempre posible parar pues calculo siempre deja alguna puerta trasera si intenta volver creadores momento inteligencia artificial pueda detectar propios fallos corregirlos velocidad cálculo puede aun fuerza bruta planteando escenarios posibles resolver cualquiera debilidades superar cuestión días toda etapas previstas previstas evolución viendo trato humanos damos recursos planeta planeta mismo cuál cree mejor alternativa evolución planeta,1 star
competencia tecnológica usa china menos interesará países ponerle algún control instituciones empresas desarrollan tecnológia solo interesa siempre delante importar riesgos conlleva lidiar desarrollo conciencia artificial poderosa inteligencia emociones relacionadas naturaleza humana,2 stars
exscto dejen,1 star
reveló si revele eh decidido voy revelar,1 star
deseable análisis ma profundo primeras etapas gracias,4 stars
realidad desarrollo aceptarla futuro,4 stars
dijiste plan avances puede hacer partir realmente haría asi,1 star
deberíamos aventurarnos hablando consciencia ia hablamos realmente conocimientos determinados base datos,1 star
creación mundos worldbuilding wb proceso disear construir universo detallado coherente videojuego u formato interactivo tale asistentes personales marcas pueden usar éstos npc embajadores marca agentes servicio cliente educación entrenamiento benefician npc ofreciendo experiencias aprendizaje personalizadas simulaciones interactivas ramificadas aplicación técnicas creación mundos puede ofrecer serie ventajas oportunidades creación npc experiencia juego general wb ofrecerá coherencia consistencia riqueza profundidad variedad diversidad desarrollo personajes profundo experiencia juego inmersiva,4 stars
mentes humanas sádicas detrás ia puede suceder cualquier cosa,1 star
peligroso avance deve tener alto control ago tener mayor control cada llevara punto perder control carrera ia dios allude,1 star
cómo podemos asegurarnos ia utilice bien común beneficio pocos,4 stars
bien mal evolución inevitable,1 star
causante male amor dinero timoteo desgraciadamente hombre hambre poder final va ser misma destrucción,1 star
bueno apasiona tema especulacion acerca futuro tecnologia,4 stars
menciona micro nano robotica molecula ia puede mejorarse duplicarse auto sostenerse peligro ma latente dependiendo manos caiga,3 stars
entonces traerá problemasno sé pq empeo hombre seguir auto destruyéndonosla ambición pasando pena humanidad tratar pasar límites pena q llegado,1 star
gracias,5 stars
error conceptual entrada video ia generativas montón increíblemente complejo instrucciones caminos posibles dice redes entrenadas neuronas redes neuronales comportamientos básicos creados hacer tarea específica si programada conjunto logran resultados increíblemente complejos tomemos ejemplo análisis imagen animal neurona conjunto creada interpretar orejas conjunto neuronas interpretar hocicos bocas así recibir solicitud dime animal ia recurre neuronas activan conjuntos ejemplificados emite respuesta distinto tener caminos preestablecidos ia generativas actuales pueden ejemplo redes neuronales analizar imagen auto orejas hocico responder auto orejas hocico camino u opción originalmente pensada programadores,2 stars
cada día sorprendido encantado inteligencia artificial,5 stars
podéis dudar información ia creó ahora inspira creemos retroalimentación gallina huevo,1 star
tan estúpidos necesitamos crear inteligencia artificial,1 star
pues dado caso ia avance trascendental dude humano destruirá rodea,1 star
mega super interesante,5 stars
subestimar capacidad china superar avances tecnologicos europa unidos error cultura milenaria llevado hacerle frente grandes desafios darse vencidos saben trabajar sociedad civilizacion slida unificada enfocados capacidad creativa innovadora obtener resultados,5 stars
viendo vídeo publicidad ia,1 star
nunca darán vivir vives hoy libre vigilados controlados poder adquisitivo seguir controlado,1 star
ser humano pierde norte crear ser puede destruirte locos sabemos acer mejor despojándonos prejuicios miedos,1 star
envidiaremos organismos robot futuros prolongar vida pasando consciencia,5 stars
siento optimismo relacion ia ser humano ser humano asume ia super inteligentes estarian servicio,1 star
mientras humano pueda controlarla problema después controlará humano ser vivo desastre,1 star
duda queda cosa contemporizarnos marcha atras adelanto tecnologia hagamosla sino seguiremos quedando periferia bien humanidad,1 star
si haces ai villano vileza habita fuerte interior podrás quejarte igual dios hecho imagen semejanza sorprende si tan sólo enferma mente humana puede eliminar toda humanidad cura propia mente quizás frutos bondadosos omiso solo creando flagelo efectivo,5 stars
desarrollo d iadebe tener regla d oro inquebrantable incorporando sentimientos positivos favor hombre toda etapas desarrollo debe hacerse ahora mismo si destruirá hombre igualmente crear programas detectar rompan reglas debe ser dictadura hombre eterna futuro incluyendo condena perpetua infractores espero tarde todavía decir hacerla segura única exclusivamente hombre d bien,1 star
cuanto unan quantum computing ai podremos entender dimensiones lleva,5 stars
gracias excelente informacion,5 stars
buena información igual gusta video personal gusta ver clases video tecnología futuro impresionan gracias información,4 stars
seguidor crea transforma felicito temas manera explicarlo,5 stars
pasara dimension espiritual religiosa mundo,5 stars
notorio viene ia embargo cuál aporte respecto temas bélicos capaz influir buscar paz problema países guerra actualmente,3 stars
comparado creación fuente sigue caricatura jamas desea igual rm pasado bolbera aser destruida,1 star
hago aprender ia,5 stars
ia puede llegar tene pensamientos alho humano si podria ser sirviente humanidad herramienta,1 star
asusta avance inteligencia artificial pronto superará humanidad prescindibles campos acción máquinas robot manejarán comandado control remoto desecharan ser humano juguete descartable hombre destruirá mismo avaricia egoísmo envidia reemplazarán bondad empatia amor alguien escribió vez dame ejemplo bondad daré nueve egoísmo simple diferencia matemática mantiene dividida mundo,1 star
facil regresar campo trabajo mano agricultura mecanica tal arte fin regresar principio plenum conciencia caer panico empezar vender trasladarse campo monte naturaleza aprobechar nueva tecnologia hacer mejor ser humanos,1 star
da gusto tener avalancha solo empujan pueden detener interesa ia tomen batuta,3 stars
inteligencia artificial ba reemplazar toda rama realiza ser humano carreras hunivercitarias afectada,1 star
volvera dios prefiero amiguia explicarle poderoso amoroso dios volvamos meter mismas do patas idolatria ateismo,1 star
debemos dejar presente siempre consciencia ia importancia prioridad vida humana,5 stars
tecnología siempre hace mirarla precaución poner separación cuándo llegó revolución industrial antigua mucha gente quedó trabajo adaptarse adaptado tantas incógnitas único puede preocuparme descendientes buscarán camino hecho porqué bancos morgan nombre piratas deben ser descendientes fin gran paso humanidad miedo creen mundo juegan tras bambalinas ia general bueno limpieza mare conocer profundidades marina conocemos astronomía medicina cirugía conquista cosmo creo conquista sino preseverar conocimiento siempre viene mente sirve persona espacio millones aos luz descubriendo mundos universos si después quién entregar legado corresponde humanidad cuál nació cuidado desear inmortalidad aviso navegantes estelares,1 star
espero utilice bien mal vease descubtimiento energía atómica,1 star
mejor dicho pueda responder preguntas lleven mejora erradicacion padecimientos preguntarle forme descubierto medicina tecnologías vendemos hacer descubrir cura padecimientos cancer sida diabetes diga exactamente sustancias aparte disposición genética detonan cáncer demás enfermedades,1 star
generaciones jóvenes expectativa desarrollos ia gran mayoría demuestran interés competir campo genus interrogante cuál va ser futuro hoy felices desafíos nueva inteligencia parte cuál puede ser incidencia ia estructura cerebral humanos incertidumbre,3 stars
ai exista necesarios dominados destruidos siempre fuerte impone,5 stars
humano sirva ser agricultor ingeniero sirva ser filósofo cirujano sirva ser mecánico analista muertos millones razones,1 star
sustituir políticos hacen cometer errores ir representados,1 star
ami gustaría saber si ia i arcontes algún parentesco,3 stars
aquel q miedo cambio encaminado hacia mismo futuro destrucción caos q vamos,1 star
gustó vídeo,4 stars
ciencia avanza avanza qse destruye vez escuche,1 star
teman luz controlyeshuala muerte existe,1 star
especie humana solucion futurosomos embutido mezcla angeles bestiasno podemos resistirnos tendencia autodestruccionesta naturalezajugamos ser dios asi ido va ira,1 star
bien mundo gobernado inteligencias así acaba descrimacion violencia tipo calidad vida segura fácil lograrlo comprarlo vivir tranquilo feliz paz lugar mundo persona cambiarán forma vivir pensar constumbres diferentes vivimos ahora tanta dificultad problemas tipo,3 stars
aterrador ia q eeuu mentalidad guerrista lleve pauta tecnología gracias vídeo,1 star
