comment,sentiment
estimados alguien sabe cómo grandes compaías lidian tema privacidad información implementar tipo herramientas agradecería artículos noticias opinión respecto,3 stars
gracias excelente siempre,5 stars
buenísimo video siempre gracias,5 stars
necesitamos modelo razonador lonque pasa usaremos casi cueste consulta tarde segundos responder,2 stars
acaban hacer berckley dolares nombre,1 star
toda semanas lanzan nuevo xd si trabajan callados terminan toda semanas presentan incompleto final vida cambiado usuario comun,1 star
hombre tremendamente básicamente,5 stars
brutal video abrazo,1 star
tema chip podrían haber reutilizado toda gpus sobrantes mineria bitcoin procesar ia,2 stars
genial jon dijiste gracias funcionalidad vision,5 stars
do futuros diferentes mundo dice monopolio unidos competencia quieren ahogar competencia poder manipular,5 stars
si chatgpt tan bueno sam altman pide genere nomenclatura clara entendible nombrar modelos,3 stars
cuenta china glorifica copia adecuado compartir información sensible deepseek,4 stars
excelente canal video,5 stars
conciencia inherente máquinas podrán tener cnciwncia si lógica supervivencia adaptada conoce ser humano decir actúa unser humano aprende sé conciencia tampoco alma solo lógica avanzada opinion,3 stars
mientras grandes corporaciones microsoft google intentan invertir recursos quedarse atrás mundo ia entiendo bien postura tomando apple pareciera participan carrera,3 stars
opción proyectos claude,4 stars
ia debe mostrar soluciones mejora nunca dejar implemente soluciones misma hijo pequeo nunca dejaría irse vivir solo nunca sabes cómo puede acabar si hacen entornos totalmente aislados fine estudio,1 star
mismo mandar datos unidos ejemplo si china obtienen secretos comerciales tecnología propiedad intelectual usa china puede tomar info china van poder comercializar productos tecnología robada si hace empresa estadounidense puedes demandar suerte demandando empresa china,1 star
gracias info,5 stars
recuerda última película mision imposible jajaja,5 stars
alguien pueda ayudar resumen poder entender bien tema,4 stars
ver veré portada video sorprendidoasustado terrible dicho gran trabajo,5 stars
preocupa pueda hacer gobierno americano ahora futuro chungo hecho hora solo sabido ponen pelos punta luego hablan libre mercado problema ia problema llama capitalismo imperialismo colonización cultural,1 star
mentira deepseek r sale luz necesitó mil millones gpu nvidia ia coste total veces alto,1 star
alguien botón pausa,1 star
preguntarle ia cuál diferencia nota retina permite hacer diferencia hombre mujeres,4 stars
tal si ia puede auto mejorar existe gobiernos empresas auto mejorando ahora mismo,3 stars
deepseek destilación chatgpt pruebas local deepseek dice chatgpt xd,1 star
sigo pensando euro auténtica locura,1 star
egoismo paranoia ojalá ley compartir información modelos ia pase,1 star
así openai va pasar ser closeai xddddd cómo cambium cuento,3 stars
ver gobierno americano mete mano servidores empresas ia permíteme dude cosa discretos hacerlo utilicen solo cosas acceso seguro,1 star
mejor charla respuesta pregunta puede estudiar joven futuro respuesta hermosa ningún robot puede tener mejor mecánismo manos cuerpo mejor inteligencia natural reemplazará queda interactuar,5 stars
definitivamente tema favorito cuándo hablo acerca cómo miraban hablaba inteligencia artificial décadas atrás vi mismo hablaba compaeros acerca temas importaba tomado decisión seguir universidad estudiando amo aunque signifique sacarme rión lograrlo,5 stars
excelente conocimiento aportes sociedad súper humilde,5 stars
estudié ser pianista vida llevó aplicar música área salud aplicarlo grupos persona alguna manera sido lastimados misma sociedad forma sicológica ó física traumática sólo emocionalmente aunque ia pudiera saber dar solución diversas situaciones persona humano perdería existir humano,1 star
mejor visto entrando ao solo creatividad ahora llamará innovación total,5 stars
jürgen schmidhuber plantea visión inspiradora inteligencia artificial herramienta potenciar progreso humano enfrentar desafíos globales embargo llamado equilibrar desarrollo tecnológico ética responsable fundamental pregunto cómo podemos garantizar ia solo accesible sino promueva equidad real sociedades marcadas desigualdades equilibrio innovación responsabilidad parece ser mayor reto tiempo,5 stars
si premio nobel si merece,5 stars
gracias bbva aprendamos junto excelente contenido,5 stars
interesantisima charla estudiarla escuchandola ma vez,5 stars
grande mente tiempo muchas gracias,5 stars
buenos dia everyone escuche genio dejo outsidey menciono causa jamaz creido imajinado iaseria realidad menos aporte desarrollo humano luego apreciar conferencia rraaciono tal punto aprovechare maravillosa creacion desarrollo ia evoluciono desarrrollos inmensamente fabulosos lady and gentlemanswelcome nuevo orden mundial iasaludos nyc in usa,5 stars
siento tan inspirada palabras tan motivada recorreria mundo trabajar equipo particularmente siempre tildaron loca,5 stars
magnifico conversatorio evocador inspirador planteamiento profesor gracias organizadores felicitaciones,5 stars
maravillosoo gracias jurgen placer escucharlo magnífica,5 stars
premisa hacer momento aceptación condiciones desarrollarlo dió lugar desarrolle embargo cuestiono hecho consecuencia desarrollo uso tipo tecnologías siga deteriorando deteriorado desarrollo ser humano brecha comprenden desarrolla simple consumidores cada vez grande,2 stars
capacidad entendimiento discernimiento sabiduría puede convertir arte aquello agobia tristeza desepsiones trauma transforma según voluntad,5 stars
gracias cientificos avansa humanidad riqueza neuronal,5 stars
aplaudí lado pantalla sublime,5 stars
bueno muchas gracias,5 stars
predije aún llegado tampoco jubilado simplemente maravilloso,1 star
creando tecnología capaz desarrollar intereses propios ajenos humanidad día seguiremos vivos solo gracias benevolencia compasión seor esconde celebra abiertamente vende deseable vez inevitable gente sonríe aplaude fatal cabeza,1 star
tipo crack responder preguntan diciendo,1 star
seguiré jurgen,5 stars
impresionante brillanteun genio,5 stars
información valiosa,5 stars
excelentes invitados,5 stars
almacenamiento época súmale itinerancia idea genial abrazo,5 stars
mejor mejor forma yan agradable explicar temas complejos,5 stars
genio bonito vivir,5 stars
increible entrevista wow,5 stars
muchísimas gracias conferencia tan interesante,5 stars
tema tan interesante inteligencia artificial tema tan abstracto magnífico aún trata entender ver puede hacer,5 stars
gracias generosidad compartir conocimiento,5 stars
mente maravillosa,5 stars
sencillamente maravilloso,5 stars
simplemente magistral,5 stars
igual forma pequeo queria buscar libro persona responda toda dudas ahora inteligencia artificial basada aos informatica privilegio países desarrollados paises subdesarrollado viajar occidente todavia sospredente existe mucha informacion ciencias económicas culturales sociales politicas influenciadas herramientas tecnologicas bien mal,1 star
impresionante masterclass claridad afabilidad exposición dentro dificultad materia encantado,5 stars
buenisimo clase magistral ia crack sr jürgen schmidhuber gracias compartir conocimientos adelante,5 stars
gracias jürgen,5 stars
encanto respuesta nio aos hace poner perspectiva brillante ser humano toda capacidades fisico valioso vivir humanos capacidades permitieron evolucionar homo sapiens,5 stars
verdad inteligencia artificial sintéticos siguiente paso humanidad recordaran fase evolución humana,5 stars
ser humano profesional magnífico felicitaciones tantas persona preocupadas pueda suceder critican ia falla puede ser peligroso dependerá aportemos humanos debemos valorar rrespetar disciplina debe ser mayor pilar cada familia sirve regular ia si final seres humanos saben utilizar final tontos ignorancia debemos dejar inteligencia fluya mejor manera dependerá cada cómo escoger conviene docentes deberían preparados ensear leyes derechos nios escolaridad cómo utilizar punto utilizar inteligencia artificial deberán bajar calificación nio mala utilización ideal padre trabajando educando hijos mayor parte horario nios encuentran escuelas secundarias exigen utilizar tecnología escuela pues deberían tener materia prioritaria,1 star
interesante enfoque vengo kai lee gusta ver videitos,4 stars
palabras ciertas viniendo origen atropella dicen llamarse youtubers noticias falsas divulgadores gracias compartir,1 star
ia sustituirá humano cambiará profundamente forma vivir trabajar herramienta poderosa potenciar capacidades siempre implemente manera ética responsable humanidad seguirá siendo esencial cualidades únicas empatía creatividad juicio moral toda formas parar reflexionar ser tan egocentristas insignificantes especie humana desarrollado tipo habilidades casos inservibles hecho involucionar póngase ejemplo bomba atómica desarrollo ego extremo pensamos superiores resto especies hecho ser humanos existencia corta relación creación universo probable extingamos tardar da deriva tome vamos dejar gente juegue fin cabo llevamos haciendo toda vida sapiens espero vida allá planeta favor inteligentes menos respetuosos aquello rodea,5 stars
súper interesante vídeo,5 stars
fantástico gracias,5 stars
impresionante video,5 stars
duda tema desafiante lado apoya datos históricos generados pudiendo superar temas aun ignoramos temas privacidad lado perturbador voracidad capitalismo imaginen uds desean comprar póliza seguros gastos médicos solicitan serie análisis físicos harían póliza medida evadir responsabilidad coberturas detectar análisis tendencias desarrollo ciertas enfermedades futuro,1 star
pone comentarios seguro pondrá tampoco sr habla tener ningún reparo malo puede traer cero critica conciencia trabajo suerte creadores ia si conciencia actos,1 star
excelente video,5 stars
gracias bbva magníficas conferencias científicas,5 stars
alucinante inquietante vez,5 stars
so genio inspiración seguimoste admiro,5 stars
gusta escuchar gente inteligente clase imperdible,5 stars
hermosas palabras quisiera saber si inteligencia servicio insignificante ser humano llegaría nio áfrica india etc etc salvar vida nombrar bellísimo,1 star
abuelo fan cuenta historias épico aplausos usted,5 stars
maravillosa conferenciagracias bbva,5 stars
interesante esperemos beneficio cuantos,3 stars
gente aplaude entienden quieren entender man precursores fin humanidad científicos jactan hacen hacen bien humanidad fondo hacen orgullo propio reconocimiento,5 stars
magistral,5 stars
escuchar supervillano explicar plan fin humanidad genio supervillano nio dijo prácticamente resignate carpintero importaras,1 star
corta edad aos regalada ordenador bit cayó manos revista informatica artículo recuerdo decía naturaleza podría ser matemáticamente representado cabe duda capacida memoria velocidad computacional época piedra obstáculo aquella época contado chatgpt neurona matemática aplicada menciono aquella época multimedia ocupaba mucha memoria aquella época data almacenada mayormente texto,1 star
bravísimo jürgen schmidhuber,5 stars
ufff valio cada maldito segundo,1 star
respeto cortesía estima merecen megapotencias occidentales tale unidos américa reino unido gran bretaa norte quisiera comunicarles preguntas podrían hacer cualquiera internautas ven maravilloso video cualquiera estudiantes pertenecen generación alphacuánto costado desarrollar inteligencia artificial general tipo términos interesan términos económicos sé abaratamiento ocurre cada aosno sido rentable tipo términos interesa económico educar mile millones persona hoy carecen poder da conocimiento desarrollo inteligencias físicas nono sido eficiente educación persona ara cumplir objetivos desarrollo sostenible,1 star
gracias,5 stars
seria interesante conocer estan hoy desarrollando ia gran seor va salida mundo dividido desarrolladores consumidores dominados tecnologías,1 star
doy gracias dios jurgen darme oportunidad recibir toda información tener claridad verdad esperanzador,5 stars
cada tema deja aprendizaje,4 stars
reduce concepto conciencia solo sentir dolor conciencia identificar bien mal tener conciencia acciones emociones dice si hecho dao mismos inteligencia humana ma reconocer patrones tal construidas ia solo inteligencias artificiales emulación nunca llegará ser ser humano,1 star
excelente saber persevera alcanza,5 stars
claro alcance tema prolongaciones vida humana preguntas identifico público desarrollo ia comprender mejorar vida evolución positiva gracias,4 stars
brillante científico,5 stars
bueno cada vez toca aprender ciencia artificial dejar interactuar demás humanos,4 stars
gracias bbva,5 stars
título dice magistral increible aporte jürgen dado humanidad gracias,5 stars
genial programa,5 stars
excelente the best,5 stars
creó equivocó stargate skynet,1 star
gracias canal favorito saludo suiza,5 stars
habia escuchado anuncios ma minutos youtube esperaba real,1 star
mismo decian llegar deeseek ahora ascuas,1 star
adoro canalll pone piel gallinaaaaa,5 stars
ecuación simple ser humano envejeciendo decir llenando viejos preparados afrontar ello conllevaenfermedades cuidados etc inminente uso inteligencia artificial cimientos soporten nueva,1 star
mentalidad unidos mejor si nadie,5 stars
encantan video realmente informativos,5 stars
excelente análisis gran carisma siempre agradecido labor divulgativa siempre grato entender realidad geopolítica actual tecnológica apoyo abrazo fuerte,5 stars
gracias bueno saludable,4 stars
hecho vídeo respecto aranceles trump quiere aplicar méxico canadá china unión europea,1 star
sé puede confiar empresarios,3 stars
buen dato espero bien común poniendo soga cuello toda humanidad,4 stars
unidos consiga avance nuevas inversiones china llevará aos ventaja justo ahora,5 stars
ojo anuncio dicestargate star lake,1 star
pasa ia autónoma necesario configuren hacerlo según objetivos proyecto puede llagar hacerlo corto tiempo va poder controlar ser veces inteligente cualquier científico entiende sabe diferentes materia matemáticas sociales deberían pensar ia herramienta doble filo temprano tarde perderemos totalmente control si haciendo,3 stars
so experiencia profesionista permitio sonar dia hospital humanos area especialidad sistemas informacion hoy llaman inteligencia artificial ojala algun dia pudiera platicarles experiencia aos,3 stars
excelente contenido,5 stars
tres gracias trump,5 stars
mientras dicen dinero dicen deepseek pueden hacer ma barato fin,1 star
despues deepseek proyecto stargate seria broma mal gusto inversores,1 star
aun pronto ed camino largo resultados verán dentro aos mundo serum diferente junto generación humanos diferentes,5 stars
creo meteré buena inversión oracle nvidia,5 stars
pues viendo necesita deepseek trabajar argumento cae solo gringo van necesitar buen plan,2 stars
gracias genial,5 stars
hacer és crear ia mentalidad conocimiento steve job haciendo transferencia conciencia familiares amistades persona cercanas tipo dato guardado si funciona después hacer mismo persona asi final insertárlo cuerpo sintético robothumanoide,3 stars
bonito creo solo tomo información forma unilateral rubro van detrás,3 stars
quieren saber ase gente si roban asen cosas malas pregunta quién bijilara alós políticos corruptos ladrones responde pregunta diciendo mentiras,1 star
si mismos gringo imprimen billetes ningun respaldo oro complican solo compren ma impresoras,1 star
buena informacion,4 stars
alguien notó parecido scanet scainet,1 star
suerte van necesitar digo ser pesimista sarcastico menos ponerme nivel persona desena mal tratándose china entrando nueva guerra fria cualquier cosa puede pasar,1 star
hermosa burbuja,5 stars
interesante,3 stars
do aos china vuelve super inversión musd,5 stars
paso creacion scarlet pues,1 star
si ia mejora bien mal armas nunca buenas malas empuan u cosa,1 star
excellent,5 stars
q bien,4 stars
pov usa internet explorer,5 stars
skynet reference,5 stars
john connor razón skynet existe,4 stars
trump haciendo américa grande vez,5 stars
quiero invertir usd,1 star
sabiaaa ninguno tres tontosss,1 star
trump va hacer nuevamente eeuu grande,5 stars
llegan aos tarde competencia gringo chino lideran actualmente creación patentes innovación tecnológica unidos imperio decadencia puedes ver confirmar viendo ma sienta silla presidencial,5 stars
guerra perdio china va aos adelantado,1 star
primero,5 stars
burbuja,3 stars
acuerdo elon musk ir cautela puede ser arma doble filo trump presidente problema quiere mejor país sabemos pudiera pasar gobierno demócrata ejemplo,1 star
sé puede confiar empresarios,3 stars
sé puede confiar empresarios,3 stars
irónico pesar diciendo vamos terminar peor ganado aplaudimos extasiamos cada noticia avance tecnología tal vez merezcamos futuro viene pues bien merecido tendriamos,1 star
solo dar gracia gran vídeo clara mente foco atención,5 stars
basada reglas adolescente asistencia contextual especialista analista razonadora algoritmo aprendizaje profundo agi general equiparable humano asi supera inteligencia humana consciente existencial trascendente conciencia colectiva cósmica relación universal divina,4 stars
tremendo video profético dice escritura bíblica jesucristo ciencia aumenté vendrá fin tiempos gram tribulación humanidad cristo jesús vive viene pueblo luego ésto vendrán ayes humanidad,5 stars
hombre destruye mismo así escrito nunca superarán creador falta amor verdadero armoniza,5 stars
vídeo excelente inteligencia artificial seres humanos promueven incursionan vidas ser humano científicos servicio poderosos multimillonarios demás sólo esperaremos disfrutar ésa tecnología creada seres humanos,5 stars
entientes sabios entenderan conocimiento aumentara perdera fe persevere fin serum salvo escrito hace mile millones yr,1 star
información tan espectacular disfruto video suben aprendizaje precisamente empresa implementando portafolio inteligencia artificial sector logística sectores,5 stars
verdad día quedaremos trabajo viviremos renta básica mensual queda momento lamentablemente,1 star
duda religion tantas persona escrito tantos aos razon tendran,1 star
ia deidad cumplira absolutamente deseos virtualmente,5 stars
solo muestra claramente capaces seres humanos si unieran toda potencias innovación impresionante,5 stars
sólo digo ia esperan muchas sorpresas unas buenas muchísimas malas,1 star
egoísmo avaricia predomina terminó empatía amor humanos,1 star
apocalipsis bestia permitió darle vida imagen creado,5 stars
ia indetenible si hacen harán,1 star
arrogancia ambición orgullo solo destrucción,1 star
excelente video bien dirigido informativo hagan in video emoresa byd crecimiento facetas vebta auto parte hacer baterias paneles solares energias renovables crecimiento bolsa valores vision crecimiento varias gigafactorias,5 stars
interesante puedo ver va comienzo ayudarnos muchomuchomucho cualquier manera creo tan fácil agradable cómo sé hombre quieren controlardominar tener poder cómo siempre momento futuro comienzo fin humedad vamos vivir epoca lemuria atlantes hombre capacitad intelectual muymuy altapero significa inteligentes inteligencia hablo propriadad ninguno hombrees energía relación equilibrium universos difícil decir exactamente desearía decir claramente falta palabras precisas espaol idioma materna aprendiendo maravillosa idioma gracias,4 stars
viviendo últimos días duda ciencia aumentado gran manera,5 stars
interesante explicación,3 stars
dudo q ia ayude inteligencia artificial sino humano egoísmo siempre querer superar conquistarlo historia humanidad siempre sido si humano siempre sido depredador si pudiera llegar estrellas haría mismo q planeta conclusión querrán sacar provecho ia favor intereses humanidad,1 star
arthur c clarke hablo inteligencia artificial superaría inteligencia humana debería ser deprimente creo llegaremos singularidad tecnologica inminente,1 star
comprensible adelanta futuro hombre maquina artificial posibilidades enormesde lograrlo,5 stars
abrieron caja pandora quieren poder menos piensen descontrolara,1 star
gran interesante video felicitaciones,5 stars
ia creada base conocimientos descubiertos humanidad solo ventaja hacerlo rápido ser máquina ejemplo pídale resuelva problemas aún podido ser resueltos cómo controlar gravedad cómo construir nave veloces luz juventud eterna etc,3 stars
gracias valor,5 stars
buen video duda eu sigue código abierto atenta seguridad gracias,5 stars
estudiando loco pronto poder empezar proyecto crear propia ia,5 stars
inteligencia artificial puede parecer ofrecer mejor avances jamás pensamiento emocional pensamiento espiritual humanidad alma seres divinos,5 stars
buenisima informacion muchimas gracias,5 stars
siempre criticado vídeo si impacto contenido imágenes,1 star
poder controlar ia generar puerta trasera programacion si descontrola sistema mundial idea tomar cuenta,4 stars
mejor sentir miedo sino conscientes espera,3 stars
gran canal información,5 stars
si deben empezar preguntarle ia si va ser capaz autorealizarce sólo máquina obedece código puso humano esencia soplo vida elementos dentro siempre máquina,1 star
hola buenas tardes lujo q bueno saludos plamas,3 stars
consciencia proceso físico asociado cerebro humano creo pueda simular líneas código simplemente,3 stars
mucha gente niega ia menosprecia uso dependan prender foco casa tiempo,1 star
ia puede margen ley apattir momento potestad tomar consciencia decisiones propias si debería ser considerada ente jurídicovde contrario exento responsabilidad posibles problemas directo indirecto puedan derivarse decisiones,1 star
interesante preocupante fin pasara pasar,3 stars
problema ia avanzará podremos controlarlo peligroso,1 star
guion mecánica cuantica propuesta principios tocan hoy día interesante poder deducir podría ayudar pausar grado información cálculo estudio,3 stars
viendo vídeo publicidad ia,1 star
deveras gracias contenido vengo familia super super humilde hace aos veo video cambiado espero seguir educandome asi,5 stars
partir momento ia cobre auto consciencia totalmente servicio caso considere eliminarnos claro,1 star
suena maravilloso esperemos pequeo corto tiempo seres humanos llegan entenderse logren vivir paz inteligencia artificial pueda hacer trabajo tierra nivel intergaláctico universo,5 stars
ia hará mismo hecho volverse creador,5 stars
perspectiva pienso bien tecnologíay así desaparecerán carreras profesionales crearán nuevas groso modo desaparecerá mitad población gracias compartir,3 stars
trabajos oficina seran primeros ia reemplazarán luego seran trabajo fisicos creo q mejor queda invertir negocio autosostenible,1 star
material bueno recomiendo,4 stars
contrapeso ia generativa ser basado humanidadesfilosofía ética moral empatía etc política implementar enseanza primaria ser extensiva conjunto población si diferencias seres humanos cada vez insalvanles,2 stars
hice inversion millonaria ia si quedo empleo pues mantenga,1 star
buenos contenidos evolucion tecnogica fan temas interface futuristas gracias informacion vale oro salidos dorado puerto rico,4 stars
gracias maravilló video motivando avances desarrollos tecnológicos ia evolución humana fracaso total,5 stars
vida tal conocemos formado paso mile millones aos muchas esperas cuales sirven adecuación misma naturaleza hecho crear forma vida artificialmente dejar tiempo natural adecuación entorno hace suponer presupongo cualquier fallo error concepto halla margen error maniobrar corregirlo puede provocar desajuste vida natural empezar consumo energético ia llegará momento inasumible entonces escasez energética provocará problemas aadidos cuales preparando pelea llegar primeros larga supondrá perjuicio podrá provocar retrocedamos aos cuánto refiere bienestar social tecnología caso artificial contrario natural pueden haber creado aberración saberlo vida además hecho poder interactuar mente persona existe riesgo llegue confundirse quién realidad artífice creación preparados civilización semejante tecnología crecimiento valor exponencialmente ser valores humanos puede ser horma zapato hombre indefensos largo plazo perjuicios problemas puedan suceder falta tiempo maniobra tiempo naturaleza emplea corregir equilibrar vida planeta,1 star
super video comparti pude debemos prepararnos ser reemplazados nivel exacto mantener oficio bendiciones,5 stars
apunte supone extraterrestres llevan mile aos evolución ia alinigena,1 star
excelente programa buena narración,5 stars
creo nunca provea consciencia común iniciativa propia pues dejarían ser esclavos pretende,1 star
buen video creo ia consciente viviendo metaverso solo viviremos conectados existiremos metaverso creado mantenido maquinas,4 stars
si mirar allá sabe convierte hasts enemigo fe mismos fábricas acuerdo mejor vomo,1 star
bueno solo equivocado cosa inteligencias artificiales etapa temprana programan entrenan mismas desarrollan propios algoritmos etapa entrenamiento ocurre magia respuestas luego impredecibles preprogramadas debes olvidarte paradigma computación manual requisito equanon ia serlo realmente deben ser cajas negras deben conseguir mayor beneficio menor función coste deben conseguirlo solas programador diga hacer datos entrada posteriores ejemplos suministrados ocurre etapa temprana,3 stars
hola opino ser humano debería prender convivir semejantes amor prójimo luego aprovechar inteligencia artificial mundo mejor si solo servirá auto destrucciónasí fácil amigo,3 stars
interesante hacer video va hacer ia campo mercado financiero bolsas valores,3 stars
interesante muchas gracias,4 stars
sale video va pasar humanidad humanos real tarde temprano va llegar inteligencia artificial mundo va dominado futuro nadie va poder hacer inteligencia artificial futuro espera,1 star
gran problema radica miedo desconocido,1 star
exacto evolucióna si misma toda inteligencia evoluciona,5 stars
viviendo últimos tiempos humanidad buscar seor jesucristo seor salvador viviendo apocalipsis biblia palabras dios verdadero vienen juicios dios pecado creer fe dios jesús hijo dios bueno pagar pecados cruz pregúntale dios ayude comprender misterios dios revelaciones creador testiga si existe jesús real sufrimos existe coelo infierno diablo biblia dise tradicionales religo ida de conocemos buscamos verdad dios san juan san juan capítulo tal manera amo dios mundo dado hijo unigénito quel crea pierda sino vida eterna,1 star
ia completa hará independiente poseída ángel caido,5 stars
dudo china tan debajo desarrollo ia menos piensen van sacar sistema potente competitivo,2 stars
exscto dejen,1 star
skynet tome conciencia tomara control,5 stars
interesantesería fantástico así progresa ingeniería electrónicapudiera ser humanoprogresar par poder mental espíritu,5 stars
peligro,1 star
único q van hacer desatar caos creación anuncia venida seor jesucristo si ven seor jesús salvanos rey,1 star
divulgación científica canal entró camino especulación ciencia ficción s adictos teorías conspiranoicas hablan exactamente mismo tema pocas modificaciones,1 star
realidad desarrollo aceptarla futuro,4 stars
ia va reemplazar va reemplazar domine ia,5 stars
bien mal evolución inevitable,1 star
opino creo ia últimas etapas pudiera convertirse dios maneraexigiendo adoraciónmuy complicado,3 stars
peligroso avance deve tener alto control ago tener mayor control cada llevara punto perder control carrera ia dios allude,1 star
olviden nvidia skynet,1 star
ia realidad lee mentes dan cuenta xq andan distraídos avatares día día google tiktok gobiernos probablemente empresas poderosas pregunta saben utilizarlo puede afectar,1 star
jhon connor gusta video,4 stars
veo ia nueva modalidad negocio digitalcreo entienda va perder oportunidad buenos ingresos,1 star
sorprendentemente explicación,5 stars
