comment,sentiment
"Muchas gracias por explicar las noticias de ia actuales de forma tan clara que cualquiera pueda entender para mi la gran pregunta es la ia al final tendrán conciencia propia y derechos y todo a lo que aplica como robots humanodies con ia es abrumador lo rápido que toso esto sucede 
¡Gran video!",5 stars
"Aconsejo que Jon deje de decir las frases recurrentes: «básicamente», «la realidad es», «con lo cuál», y unos cuántos más. Se que es difícil hablar durante tanto tiempo y no caer en latiguillos, pero debería ser el objetivo.

Por otro lado, recomiendo encarecidamente que en el vídeo de noticias se centre en las noticias y no de su opinión. Es lícito que lo haga, pero son vídeos muy largos y los que entramos al vídeo de noticias no es por la opinión que, además, podemos o no estar de acuerdo, y en ninguno de los dos casos nos es útil su opinión.",3 stars
"Que gran video, estectacular. Gracias por esa información tan valiosa sobre las últimas novedades de la AI. Felicitaciones",5 stars
"El directo será brutal , ahí estaremos!!",5 stars
"No he escuchado hablar sobre la seguridad en DeepSeek relacionado a las restricciones en las repuestas que nos puedan brindar.  Por ejemplo si se le hace preguntas como ""dime como puedo hacer un malware informático?, etc",1 star
"Gracias por tenernos al día con lo último sobre IA ,  gran trabajo.",5 stars
Deep Research sí va a molar. La actualización del modelo de voz también es un enorme acierto.,5 stars
"Jon eres un cagao , que metan quinta ya y vamos a por la ASI.",1 star
"Gracias por el video, Deep Research se ve bueno y puede tener mucha utilidad, como para hacer un informe preliminar de un campo especifico.",4 stars
"Eres genial Jon cuando le dijiste: ""No, gracias"" en la funcionalidad vision.",5 stars
"Esto ya es imparable, salvo que haya un control absoluto del mundo y eso es imposible.",3 stars
Deep Research es ahora la mejor AI disponible. Parece ser capaz ya no solo de ayudar sino de sustituir completamente a un departamento.,5 stars
"Muchas gracias por las noticias. Mañana, al directo de cabeza.",5 stars
"Sama ya ha dicho en Twitter que el “one more thing” no era Deep Research, así que todavía nos queda una sorpresa más",3 stars
Que los políticos digan q haga la ia. Pero si los políticos son los mas incompetentes para ese trabajo,2 stars
"Hola Jon estoy interesado en comprar un plaud, comentaste sobre un descuento. Cómo lo activamos???",1 star
El efecto DeepSeek,4 stars
"Mientras grandes corporaciones como Microsoft o Google intentan invertir muchos recursos para no quedarse atrás en el mundo de las IA, no entiendo muy bien qué postura está tomando Apple, pareciera que no participan de esta carrera.",2 stars
"Estimados, ¿alguien sabe cómo es que las grandes compañías lidian con el tema de privacidad de la información al implementar este tipo de herramientas?
Les agradecería artículos, noticias o su opinión al respecto",2 stars
"Entre el Máster de Jon y los videos de novedades, no me da la vida ni para ir al wc.",2 stars
"Todos necesitamos un modelo razonador, lonque pasa es que todos los usaremos para casi todo cuando cueste 0.00005 por consulta y tarde 0.05 segundos en responder.",1 star
¿Si chatGPT es tan bueno porque Sam Altman no le pide que genere una nomenclatura clara y entendible para nombrar a sus modelos?,3 stars
... Sobre el tema de los chips.... No se podrían haber reutilizado todas las GPUs sobrantes de la mineria Bitcoin para procesar IAs?,3 stars
La opción de proyectos estuvo antes en Claude.,3 stars
"Ya antes de ver nada, que lo veré... esa portada de video, la de sorprendido/asustado, es terrible!!!!   dicho esto... Gran trabajo.",5 stars
todas las semanas lanzan algo nuevo xd y si trabajan callados y terminan algo? como todas las semanas presentan algo incompleto. al final la vida no a cambiado en nada para el usuario comun,2 stars
Así que OPEN-AI va a pasar a ser CLOSE-AI xDDDDD cómo cambia el cuento!,3 stars
"La IA debe mostrar las soluciones de mejora, pero nunca dejar que implemente las soluciones por ella misma. 
Yo a un hijo pequeño nunca lo dejaría irse a vivir solo, nunca sabes cómo puede acabar...

Y si lo hacen, que sea en entornos ""totalmente aislados"" y con fines de estudio",2 stars
Que alguien le de al botón PAUSA... esto no para.,1 star
¿Por qué tendría la Súper AI que estar bajo nuestro control?,1 star
Habría que preguntarle a la IA cuál es la diferencia que nota en las retinas y que le permite hacer diferencia entre hombres y mujeres,3 stars
"Deepseek ya van saliendo cosas, al final no tenia tan poco poder de computo y luego hay otra cosa que tener en cuenta, china no es europa o estados unidos doden antes de montar un centro de datos debes hacer un plan ecologista de impacto, donde el KW de lux es enormemente mas barato, donde lo que un ingeniro de europa cobra en china pagas 5, si tenemos todos estos puntos encuenta es mas barato si, pero no como nos dicen",2 stars
"Teniendo en cuenta que en China se glorifica la copia, es poco adecuado compartir información ""sensible"" con Deepseek",2 stars
"No es lo mismo mandar datos a Estados Unidos. Por ejemplo, si en China obtienen secretos comerciales o tecnología con propiedad intelectual, tanto en USA como China se puede tomar esa info, Pero en China van a poder comercializar productos con esa tecnología robada, Pero si lo hace una empresa estadounidense la puedes demandar, suerte demandando a una empresa en China.",1 star
El reporte sobre la AI es mejor pedirlo a Deep Seaech,3 stars
Que tal si esa ia que se puede auto mejorar ya existe y los gobiernos y empresas la estén auto mejorando ahora mismo?,1 star
Seria un error sacar la cadena de razonamiento.,1 star
"La mentira de DeepSeek con su R1 sale a la luz: necesitó 1,6 mil millones y más de 50.000 GPU de NVIDIA para IA, un coste total 400 veces más alto",1 star
Por favor comparte ese reporte,3 stars
Y vos quien sos para decidir si podemos cambiar el mundo o no ?,5 stars
"DeepSeek destilación de ChatGPT, yo en mis pruebas en local, el DeepSeek me dice que es ChatGPT. xD",1 star
26:00 me recuerda a la última película de mision imposible jajaja,5 stars
"A mí lo que me preocupa es lo que pueda hacer el gobierno americano, más ahora que tiene un futuro chungo, lo que ha hecho hasta hora, solo con lo sabido, se ponen ya los pelos de punta. Y luego hablan del ""libre mercado"". El problema no es la IA, el problema se llama capitalismo, imperialismo y colonización cultural.",2 stars
Cuánto benefició a la inversión China el alboroto con DeepSeek y la desbandada de NVIDIA?,1 star
"Uno de los vídeos más aburridos que tienes en el canal. La verdad. 
Menos regulación y más oportunidades para todos, sean chinos o no.",1 star
"¿Cómo puedes decir que USA no le mete mano a los datos como lo hace China? ¿Qué pruebas, indicios o evidencias tienes para afirmar semejante cosa? Si no tienes un sustento mejor limitate a lo técnico. Saludos desde Lima, Perú.",1 star
La conciencia es algo inherente las. Máquinas no podrán tener cnciwncia. Pero. Si una lógica de supervivencia y adaptada a lo. Que conoce del ser humano  es decir  actúa como un.ser humano porque aprende sé él más no porque tenga conciencia como tampoco alma solo una lógica avanzada es mi opinion,3 stars
Se tensa la cosa,3 stars
"Insisto en que el gobierno no debería regular ni legislar nada. Todo lo contrario, debería acelerar estos avances a más no poder.",1 star
"A ver eso de que el gobierno americano no mete mano en los servidores de las empresas de IA… permíteme que lo dude  
Otra cosa es que sean más “discretos” al hacerlo o los utilicen solo para algunas cosas, pero acceso tienen seguro",3 stars
Seguramente usará una versión de Android o Linux.,3 stars
Creo que ya es tiempo de cambiar las fotos de las miniaturas,3 stars
OPEN AI está acabado! Nadie va comprar más su producto si el otro es gratis y pronto será mejorado !!,1 star
conciencia sí sentimientos no,2 stars
La parte en la que cuentas como el país imperio del capitalismo prohíbe la libre competencia tiene muchísima gracia.,5 stars
Cómo sea DepSeek les ganó,5 stars
Que buen video y aun no lo veo,5 stars
Si pero sin el chat gpt nada de eso existiría y a su ves los avances de Google así que china solo mejoro o copio lo que existía nada más,2 stars
"Pues ni el la app de android, ni en Chrome veo lo de Deep research. Ni en mi pixel Gemini",1 star
"Alguien tiene que comentarte tío que siendo fotógrafo, y de verdad que no es hateismo, las portadas de tus vídeos son de coña, siguen saliendo las mismas fotos negras una y otra vez con un diseño bastante lamentable comparado con el esfuerzo y trabajo que le inviertes",1 star
Se llama Skynet....,1 star
"El notepin solo incluye 5 horas de transcipcion al mes, o no entiendo bien como funciona o me parece una estafa, pagar 200 pavos por solo 5 horas al mes, solo en un par de clases diarias ya agotaría el credito mensual.",1 star
deeepseek lo tengo en mi pc,5 stars
igual es caro y limitado lo de openia.,2 stars
huyy claro con los datos de una empresa los chinos van a hacer maldades y los yankees un arcoiris de unicornios. jajaj  y no le tenes miedo a cristal?,1 star
Estoy paranoico o es un avatar?,1 star
"Hola Jon estoy interesado en comprar un plaud, comentaste sobre un descuento. Cómo lo activamos???",1 star
Por favor comparte ese reporte,3 stars
"Esto es oro puro, muchas gracias por tremendo aporte !!!!!!!",5 stars
"Muy buena la entrevista, gracias por tener siempre secciones tan interesantes",5 stars
"el titulo vendedorrrrr, impresionante, el mundo no me interesa dominarlo, sino mi propia existencia...que nada tiene que ver con dominar mi exterior..!la realidad es algo mucho mas profundo para vivir en el mundo!",5 stars
"Se podría pedir a la IA que redacte una costitución que sea justa para todos los chilenos, donde todos ganemos",1 star
James Cameron fue un visionario!!,5 stars
"Inteligencia artificial no razona, no piensan aprende. Es solo código, programación  y grandes bases de datos. 
El mejor ejemplo es que le puedes preguntar por la empanada pero no por tendencias políticas",1 star
"Qué lindo que era José Miguel Carrera, que tristeza todo",5 stars
"Cita a ésta entrevista, 21 lecciones para el siglo XXI  de Yuval Noah Harari",5 stars
gracias por compartir tan interesante información Amén Shalom Adonai Bendiciones Atte Yavé,5 stars
"En 20 años será para alcanzar a los humanos más inteligentes, a día de hoy ya supero al resto de la humanidad.",5 stars
Argentina,3 stars
Se está jugando con fuego,3 stars
"Y esto de la IA apenas empieza,, lo que vivirán las futuras generaciones,, si es que quedan futuras generaciones.",1 star
Buenos días señor Maussan excelente inicio de semana... #T3RCERMILENIO #LAHULTIMAHORA,5 stars
Y la inteligencia artificial dirá hay que esterminar al ser humano para que no haya desempleados,1 star
Saludos desde Tenerife Canarias,5 stars
Saludos desde Phoenix Az.,5 stars
"El hermano dijo que cuando una persona muere pierde la memoria, Pero no es así, DIOS tiene una copia de los recuerdos de todas las personas que alguna vez vivieron y viven en esta tierra, Para el día de la Resurrección, Pero  Sólo cuando DIOS cree un nuevo cuerpo, entonces este recuerdo regresará desde el mismo lugar donde lo dejó.",1 star
LA I.A ES UNA HERRAMIENTA DE DOBLE FILO?,2 stars
Y el desempleo que esta y va dejando que triste que el mismo ser humano haga estas maquinas,5 stars
Nunca engañaste a nadie Mausan,5 stars
La tecnología más grande la tiene nuestro Dios...!!! Así q no hay de que asustarnos el está pendiente de Nosotros..... Todo está escrito ..... en Apocalipsis de los últimos tiempos,5 stars
La IA lo peor que la tecnología a hecho en la humanidad ya que es mal utilizada.,1 star
"Nvidia debería usar la IA para beneficio, así sus tarjetas gráficas serían potentes",3 stars
"Lamentablemente todos sabemos lo que va a pasar, cuando la I.A. ya sea 100% capaz de reemplazar cualquier trabajo va a salir la proxima pandemia, y no creo que sea un resfrio fuerte como la anterior...",1 star
La IA es el principio del final..porque???.. porque el avance d la espiritualidad no va acompasada con el adelanto tecnológico..y eso es primordial en una civilización.... punto!!!!,1 star
Si quieren saber que va a pasar lean la biblia,1 star
Lo peor de todo es que la computadora se valla a creer que es dios y destruya al ser humano es lo que merecemos por no hacer la voluntad de Dios verdadero,1 star
"Saludos de Portugal, gostaria muito de falar consigo, sou testemunha de Jesus Cristo na sua vinda ao mundo está escrito na Bíblia confira Deus não mente e a Bíblia fala a verdade. Deixei mensagem no seu programa tudo está a passar o que está na Bíblia confira.",1 star
Excelente explicación. Llevo 1 año estudiando el tema y creo que esté es el mejor video para dar una introducción general al tema de Inteligencia Artificial para aquellos que no están dentro del campo de estudio o solo tienen curiosidad por saber de qué trata todo esto.,5 stars
"¡Esto merece más apoyo de lo que ya tiene! Este tipo es realmente bueno explicando, mejor que mis maestros jaja.",5 stars
"Hay mucha matemática detrás de las técnicas de redes neuronales.....hay mucho material que podrías profundizar, encantadisímo de tus valiosos aportes....",5 stars
"Profe, usted es de los mejores maestros del mundo!",5 stars
"Como abogado estoy casi en las antípodas de las matemáticas, pero este canal me gusta muchísimo.",5 stars
"Gracias Ribéry!! No solo me has enseñado de buen fútbol, ahora también de inteligencia artificial!",5 stars
"Tus vídeos son siempre muy interesantes, la calidad de ellos va a mejor en cada uno.",5 stars
SINCERAMENTE LE FELICITO. USTED TIENE UNA DIDÁCTICA MUY EFECTIVA PARA EXPLICAR CON SENCILLEZ Y A LA VEZ CIENTÍFICAMENTE LA INTELIGENCIA ARTIFICIAL. LE REITERO MIS FELICITACIONES. SIGA ADELANTE,5 stars
"La inteligencia artificial se define como la capacidad de los dispositivos artificiales para realizar tareas propias de la inteligencia humana, como el aprendizaje automático, el reconocimiento de patrones y la toma de decisiones.

00:42 La inteligencia artificial se define como la capacidad de las máquinas para realizar tareas humanas, aunque aún hay limitaciones en áreas como la creatividad y la autoconciencia. El aprendizaje automático es fundamental en el desarrollo de la inteligencia artificial.
          -La evolución de la inteligencia artificial y su capacidad para realizar tareas humanas complejas. 
          -Las limitaciones actuales de la inteligencia artificial en áreas como la creatividad y la autoconciencia. 
          -El papel crucial del aprendizaje automático en el avance de la inteligencia artificial y su capacidad para aprender de errores pasados. 
03:23 Los algoritmos de aprendizaje supervisado son ampliamente utilizados y requieren millones de datos etiquetados para entrenar modelos. Otros tipos de algoritmos incluyen el aprendizaje no supervisado, semi supervisado y por refuerzo, cada uno con aplicaciones específicas.
          -El aprendizaje supervisado se aplica en reconocimiento facial, voz, huellas digitales y coches autónomos, entre otros. Requiere grandes cantidades de datos etiquetados para su funcionamiento.
          -Existen otros tipos de algoritmos como el aprendizaje no supervisado, semi supervisado y por refuerzo, cada uno con sus propias aplicaciones y métodos de entrenamiento.
          -Además de los algoritmos mencionados, se utilizan técnicas específicas y algoritmos famosos como regresión lineal, regresión logística y árboles de decisión en diferentes problemas de aprendizaje automático.
07:20 Las redes neuronales son una técnica potente en el aprendizaje automático, formadas por neuronas que se combinan para crear redes profundas en el deep learning. 
          -El video menciona diferentes técnicas de aprendizaje automático como random forest, knn, support vector machine, boosting, y redes neuronales, destacando la potencia de estas últimas en el deep learning. 
          -Se resalta la importancia de comprender el funcionamiento de los algoritmos de inteligencia artificial, como la traducción automática y el reconocimiento de voz, para evitar errores o malas interpretaciones en su aplicación.",4 stars
"Gracias Eduardo por compartir tu conocimiento. Un video conciso que explica eso de lo que todos hablan pero nadie sabe explicar bien que es. Sin vueltas, sin palabras de más. Ejemplos muy cercanos, de la diaria. No tenía idea de la relación del captcha y la AI. Una maravilla.",5 stars
Que placer es estar suscrito a este canal. Un respiro de ciencia nunca está demás,5 stars
"Excelente, preciso y bien explicado ... Saludos desde República Dominicana 🇩🇴🇩🇴🇩🇴",5 stars
"Que pedazo de video, simplemente genial y muy interesante, me  gusto que le estén dando importancia a la IA , sin las matemáticas no fueran posibles estos avances.
En la actualidad seguimos usando algoritmos estadísticos de hace 30 o 40 años pero la gran diferencia es que hoy se generar toneladas de datos y esto como consecuencia tienen más variedad de datos para que pueden ser entrenados.",5 stars
Muy buen contenido el de tu canal. Usare tu vídeo para un trabajo universitario. !Gracias¡ :D,5 stars
"""Antes de ser humano, fui un hipopótamo"" frase que nunca nadie ha dicho pero nunca la olvidaré",5 stars
"yo ando viendo este tema para un proyecto del que depende si paso o no y termino el colegio, con esto caigo en cuenta que escogimos un tema mas complejo del que creia, del cual debemos defender en muy poco tiempo pero ya mejor ir informandose y aprendiendo de ya para no estancarme tan pronto",3 stars
Muy buena explicacion los ejemplos que mencionas ayudan a entender los conceptos. Gracias,5 stars
"Woooo hiciste el video que pedí en el pasado, muchas gracias me encanta el canal saludos desde Chile",5 stars
"Te haces entender muy fácil, ojalá haya pronto segunda parte",5 stars
"FELICITACIONES, CLARO Y PRECISO SIGUE ASI, PORQUE DE POR VIDA VAMOS A CONVIVIR CON LA INTELIGENCIA ARTIFICIAL GRACIAS",5 stars
"Sorprendido cada día mas con vos, es casualidad el video. Eres parte de mi formación académica! Formas parte de las clases que me brindan, agradecido eternamente por tu contenido.",5 stars
"Gracias por los aportes, saludos desde Venezuela!",5 stars
"Excelente explicación, muchas gracias.",5 stars
"Muy buenas! 
En primer lugar felicitarle por el canal. De pequeño me encantaban las matemáticas. Me quisieron ascender dos cursos pero di con una mala experiencia debido a eso y bullying y terminé dejando todo... Ojalá le hubiera conocido de pequeño....

Quisiera pedirle en segundo lugar un video a fondo sobre la proporción Áurea. Me gustaría poder compartir la importancia de la proporción Áurea con todos los que siguen este canal ya que es muy importante... Esta presente en todo lo que nos rodea... De hecho, incluso se asocia a la belleza ya que las personas que más se acercan en esas proporciones, más bellas las percibimos. 

Es realmente increíble, tanto en estructuras naturales como puede ser los tallos y ramificaciones de las plantas como en todo. Se que de haber continuado unos estudios fuertes, me habría gustado poder comprobar como la inteligencia está fuertemente relacionada con dicha proporción etc... Es tema largo para poder desarrollarme por aquí. Pero no solo está presente en nosotros y en la tierra, sino en el universo. 

En mi teoría, las ramificaciones cerebrales, como las propias ideas y la consciencia están completamente relacionadas con dicha proporción. Es demasiado profundo para un post, pero me encantaría poder comenzar viendo un vídeo por su parte y poder comentar allí. Gracias! Y por supuesto, continúe que es increíble el mundo matemático.",5 stars
"0:01 Lo primero en lo que pienso:
Stockfish",1 star
"Este tipo es lo máximo, su apariencia poco usual para un profesor sumada a su carisma lo vuelven un verdadero hit.",5 stars
"De verdad, muchas gracias... me diste la motivación que necesitaba para afrontar el 4to año de mi carrera de ingeniería en matemáticas",5 stars
Tus vídeos son muy interesantes. Muchas gracias por divulgar estos temas.,5 stars
"Muchas gracias por compartir, excelente canal.",5 stars
Muy buen vídeo. Ilustrativo y conciso...  Tnx!,5 stars
"muy buena fase introductoria , para aquellos que como yo , hace más de 30 años , conversabamos  sobre inteligencia artificial, es emocionante  y apasionante  estar viviendo esta realidad , es como un sueño realizado en este plano , y nos gustaría profundizar más en el uso de sus  aplicaciones, Gracias",5 stars
Lo curioso es que los algoritmos de Youtube me llevaron a tu video. Espero este aprendiendo lo que es contenido de calidad.,4 stars
muchas gracias.Estoy en un curso de ciencia de datos. Y me ha ayudado comprender el concepto,5 stars
"Me encantan las caras promocionales por divertidas que pone este hombre para quitar hierro a temas tan serios, es un genio, un sabio, así da gusto aprender cosas nuevas de la ciencia...",5 stars
"Vaya.. Justo un vídeo a lo q me gustaría dedicarme en un futuro, gracias.",5 stars
"Excelente video. Eduardo, ¿cómo se relaciona la investigación matemática con el desarrollo de algoritmos de Inteligencia Artificial?",5 stars
"Eduardo.... todos te amamos....
Eres un Crack.
Mil gracias",5 stars
"Me encantó el video, muestra lo amplo del campo de la I.A,  es una de las cosas mas fascinantes que he conocido, y la teoría matemática detrás de ella es hermosisima. Me encantaria dedicarme por completo al estudio y aplicación de la misma, pero ni se por donde empezar, dada su vasta complejidad. Solo tengo una pequeña parte del conocimiento (soy matemático), pero para dedicarme de lleno no tengo la mas minima idea de donde empezar. Si alguien supiera donde pudiera hacer mas estudios a profundidad de ello y pudiera comunicármelo, le estaría eternamente agradecido!",5 stars
Me pase 4 meses teniendo la materia de IA para comprenderla y  en este video lo comprendí en menos de 5 minutos,2 stars
"5:32 ""aqui no somos binarios my friend"" perfecto para evitar futuros problemas",5 stars
Hola Soy un Ingeniero de Machine learning aveces los XGboosters superan a las redes neuronales. muy buen video con XGboosters me refiero al gradiente descendiente.,5 stars
"Es la mejor explicación que he encontrado, después ver muchos videos y artículos de divulgación que que no salen de las abstracciones y dan por hecho que ya se entendieron el tema y los términos que se usan.",5 stars
"Super interesante el video profesor, y más con el creciente crecimiento de las app de inteligencia artificial como Chat GPT, sería bueno un video al respecto.",5 stars
WOOOOOOOW!!!!!! Muy bien explicado!!!! Muy claro y profundo!!! Mil gracias!!!,5 stars
"Que buen resumen y forma de explicar, excelente video!",5 stars
Gracias por compartir su saber bendiciones,5 stars
"Saludos desde Ecuador, sigue adelante Edu. Excelente contenido!",5 stars
"Muy interesante este desarrollo, aunque no siempre puede ser tan cierto o acertar como lo es una mente humana en cuanto a la interpretación de los datos.",4 stars
"Buen tema, buen canal, es hora de dejar todo de lado y ver el video",4 stars
"Tal vez esto no tenga nada que ver, pero agradezco a cada cientifico, cada investigador y cada persona la cual esta envuelta en el desarrollo y avanzes de tecnologias que ayudan a mejorar a la humanidad gracias a las IA'S software y mas, la verdad me siento sumamente agradecido y realmente quiero que estas personas tengan la mejor vida posible pues se lo merecen el aporte que dan a la sociedad por medio de la optimizacion de tareas tediosas es increible, asi que cualquier persona que este involucrada en el desarrollo de IA'S o investigacion de tecnologia para mejorar nuestras vidas de cualquier forma, tiene mi respeto.",5 stars
Soy un simple taxista pero ando aquí disfrutando de cosas que ni entiendo ni pondré en práctica,5 stars
"Gran explicación sobre inteligencia artificial, me gustó cómo explica los conceptos de una manera tan clara y fácil de entender, este tipo de contenido ayuda mucho a desmitificar la IA y entender su verdadero potencial",5 stars
"Yo: ""Una I.A. crea un canal de matemáticas mejor que 'Derivando'.... ""
Eduardo: ""No te lo crees ni tú...""",1 star
Clarisimo. Muy buena explicacion. Ojala las cosas vayan para bien,5 stars
Buenos vídeos!! Podrías hacer un vídeo de alguno de los problemas matemáticos de la película Good Will Hunting? Gracias!!!,4 stars
Justamente estaba aprendiendo KNN esta semana.,1 star
"Genial video! Justo empecé a tener interés por estos temas y subes este video, me siento agradecido con el de arriba",5 stars
El único que puedo aceptar como aprendizaje es el basado en refuerzo (se basa en el modelo de aprendizaje por reforzamiento de Skinner) porque si implica un cambio final producto de los resultados de un proceso.,3 stars
"Me parece bastante interesante la forma en la que abordas los temas, excelente video. Me gustaría que sigas hablando de estos temas en tus videos.",4 stars
"Que sucedería si yo ejecutará vectores intravectores decisivos dentro de un arrayanes?, gracias por su respuesta Maestro, Saludos",3 stars
"Justo apenas empecé mi máster en IA con la universidad Uk. La mayoría piensa que es solo un bot sencillo, pero las IA´s tienen tanto potencial.",3 stars
"Sr Cabezón, muy entendible. Sería bueno que  realice un video actualizado a la fecha,  para ayudarnos como siempre lo hace. Es que en este tiempo lo referente a IA varió bastante. Saludos de Argentina ¡¡",4 stars
"Que excelente video, muchas gracias !. Una pregunta, ¿es posible que puedas colgar literatura relacionada en la descripción del video para quienes tengamos ganas de profundizar? un abrazo",5 stars
Simplemente brillante. Mi admiración,5 stars
¿Podrías hacer un vídeo sobre las matemáticas de las redes neuronales?,2 stars
Excelente explicacion me gusto y aprendi mucho,5 stars
"Hace poco leí sobre un descubrimiento que tiene que ver con las matemáticas, por lo visto han descubierto un organismo unicelular SIN cerebro que hace cálculos matemáticos para desplazarse, ¿podrías hacer un video sobre eso explicando cómo es posible?",2 stars
"Excelente, por favor más videos sobre Redes Neuronales",5 stars
"Participaba en un taller de Machine Learning, era entretenido entrenar a la máquina y luego consultarle según lo que aprendió",4 stars
"Excelente explicación, Gracias totales!",5 stars
"Muy temprano para matemáticas y algoritmos, pero aquí vamos",3 stars
"Exelente video, la autoconciencia no es imposible",5 stars
"Esperamos con expectativas su video sobre su opinión sobre Chat GPT y las nuevas Inteligencias artificiales.
Gracias por hacer la ciencia matemática atractiva y divertida!",5 stars
Gracias por la información y tiempo prestado!!!,5 stars
