comment,sentiment
hacr actor cantante mismo,1 star
gracias,5 stars
herramienta permite usar gratis projeck,5 stars
excelente combinar suno,5 stars
bueno sirve utilizar modo gratuito saturado use salio cola espera there are still people ahead expected to wait for minute imagen video peor there are still people ahead expected to wait for minute horas espera solo pago funciona bien bien javi llegaran jugosas comisiones video,3 stars
hola javier quiero ayudes hacer vídeo foto abuelos quiero imagen pase video saludando sobrina felicitandola aos,5 stars
malo hacer solo video esperar horas horas horas,1 star
video ve nuevo parece video hechos pensados ordenador piensan falta creatividad hace fácil cosas,2 stars
entiendo versión pago,1 star
video empieza,1 star
gratis,5 stars
hola video aparecia privado,1 star
javier personaje podrá realizar partir foto gracias,4 stars
bueno,4 stars
gratis,5 stars
excelente explicación llevo ao estudiando tema creo mejor video dar introducción general tema inteligencia artificial aquellos dentro campo estudio solo curiosidad saber trata,4 stars
merece apoyo tipo realmente bueno explicando mejor maestro jaja,5 stars
profe usted mejores maestro mundo,5 stars
key takeaway for quick navigation introduction to artificial intelligence artificial intelligence defined a the ability of artificial device like computer to perform task typically requiring human intelligence overview of the evolving definition and capability of ai including it historical progression and current application type of artificial intelligence classification of ai task into category such a calculation memory learning creativity and selfawareness discussion on the challenge in replicating humanlike intelligence in machine creativity in artificial intelligence exploration of algorithm and technique enabling ai to exhibit creativity in various domain such a painting music writing and humor example of aigenerated creative output and ongoing research in enhancing ai creative capability machine learning and ai explanation of machine learning ml a subset of ai focusing on the ability of algorithm to learn from data and improve performance over time overview of supervised unsupervised semisupervised and reinforcement learning technique with realworld application supervised learning algorithm detailed discussion on supervised learning algorithm including their reliance on labeled data for training and example of application such a image recognition and natural language processing importance of labeled datasets in training algorithm and their role in various domain like autonomous vehicle and medical imaging unsupervised learning and other technique explanation of unsupervised learning algorithm used for clustering similar data point and their application in recommendation system and data analysis introduction to semisupervised learning and reinforcement learning technique emphasizing their significance in handling limited labeled data and decisionmaking task advanced learning algorithm overview of advanced learning algorithm like support vector machine decision tree knearest neighbor and neural network explanation of neural network structure function and their role in deep learning highlighting their application in various ai task and ongoing research area made with harpa ai,4 stars
mucha matemática detrás técnicas redes neuronaleshay material podrías profundizar encantadisímo valiosos aportes,5 stars
abogado casi antípodas matemáticas canal gusta muchísimo,5 stars
inteligencia artificial define capacidad dispositivos artificiales realizar tareas propias inteligencia humana aprendizaje automático reconocimiento patrones toma decisiones inteligencia artificial define capacidad máquinas realizar tareas humanas aunque aún limitaciones áreas creatividad autoconciencia aprendizaje automático fundamental desarrollo inteligencia artificial evolución inteligencia artificial capacidad realizar tareas humanas complejas limitaciones actuales inteligencia artificial áreas creatividad autoconciencia papel crucial aprendizaje automático avance inteligencia artificial capacidad aprender errores pasados algoritmos aprendizaje supervisado ampliamente utilizados requieren millones datos etiquetados entrenar modelos tipos algoritmos incluyen aprendizaje supervisado semi supervisado refuerzo cada aplicaciones específicas aprendizaje supervisado aplica reconocimiento facial voz huellas digitales coches autónomos requiere grandes cantidades datos etiquetados funcionamiento existen tipos algoritmos aprendizaje supervisado semi supervisado refuerzo cada propias aplicaciones métodos entrenamiento además algoritmos mencionados utilizan técnicas específicas algoritmos famosos regresión lineal regresión logística árboles decisión diferentes problemas aprendizaje automático redes neuronales técnica potente aprendizaje automático formadas neuronas combinan crear redes profundas deep learning video menciona diferentes técnicas aprendizaje automático random forest knn support vector machine boosting redes neuronales destacando potencia últimas deep learning resalta importancia comprender funcionamiento algoritmos inteligencia artificial traducción automática reconocimiento voz evitar errores malas interpretaciones aplicación,4 stars
gracias ribéry solo enseado buen fútbol ahora inteligencia artificial,5 stars
vídeos siempre interesantes calidad va mejor cada,5 stars
excelente preciso bien explicado saludos república dominicana,5 stars
ser humano hipopótamo frase nunca nadie dicho nunca olvidaré,1 star
buen contenido canal usare vídeo trabajo universitario gracias d,4 stars
excelente explicación muchas gracias,5 stars
gracias eduardo compartir conocimiento video conciso explica hablan nadie sabe explicar bien vueltas palabras ejemplos cercanos diaria idea relación captcha ai maravilla,5 stars
sinceramente felicito usted didáctica efectiva explicar sencillez vez científicamente inteligencia artificial reitero felicitaciones siga adelante,4 stars
buena fase introductoria aquellos hace aos conversabamos inteligencia artificial emocionante apasionante viviendo realidad sueo realizado plano gustaría profundizar uso aplicaciones gracias,4 stars
vídeos interesantes muchas gracias divulgar temas,4 stars
ando viendo tema proyecto depende si paso termino colegio caigo cuenta escogimos tema ma complejo creia debemos defender tiempo mejor ir informandose aprendiendo estancarme tan pronto,1 star
buena explicacion ejemplos mencionas ayudan entender conceptos gracias,4 stars
felicitaciones claro preciso sigue asi vida vamos convivir inteligencia artificial gracias,5 stars
buenas primer lugar felicitarle canal pequeo encantaban matemáticas quisieron ascender do cursos di mala experiencia debido bullying terminé dejando ojalá conocido pequeo quisiera pedirle segundo lugar video fondo proporción áurea gustaría poder compartir importancia proporción áurea siguen canal importante presente rodea hecho incluso asocia belleza persona acercan proporciones bellas percibimos realmente increíble estructuras naturales puede ser tallos ramificaciones plantas haber continuado estudios fuertes gustado poder comprobar inteligencia fuertemente relacionada dicha proporción etc tema largo poder desarrollarme aquí solo presente tierra sino universo teoría ramificaciones cerebrales propias idea consciencia completamente relacionadas dicha proporción demasiado profundo post encantaría poder comenzar viendo vídeo parte poder comentar allí gracias supuesto continúe increíble mundo matemático,4 stars
muchas graciasestoy curso ciencia datos ayudado comprender concepto,5 stars
buen vídeo ilustrativo conciso tnx,4 stars
woooo hiciste video pedí pasado muchas gracias encanta canal saludos chile,5 stars
placer suscrito canal respiro ciencia nunca demás,5 stars
eduardo amamos crack mil gracias,5 stars
primero pienso stockfish,3 stars
justamente aprendiendo knn semana,5 stars
vaya justo vídeo q gustaría dedicarme futuro gracias,5 stars
verdad muchas gracias diste motivación necesitaba afrontar to ao carrera ingeniería matemáticas,5 stars
hola ingeniero machine learning aveces xgboosters superan redes neuronales buen video xgboosters refiero gradiente descendiente,5 stars
sorprendido cada día ma vos casualidad video parte formación académica formas parte clases brindan agradecido eternamente contenido,5 stars
gracias aportes saludos venezuela,5 stars
tipo máximo apariencia usual profesor sumada carisma vuelven verdadero hit,5 stars
gracias compartir saber bendiciones,5 stars
pedazo video simplemente genial interesante gusto dando importancia ia matemáticas posibles avances actualidad seguimos usando algoritmos estadísticos hace aos gran diferencia hoy generar toneladas datos consecuencia variedad datos pueden ser entrenados,5 stars
interesante desarrollo aunque siempre puede ser tan cierto acertar mente humana cuanto interpretación datos,3 stars
encantan caras promocionales divertidas pone hombre quitar hierro temas tan serios genio sabio así da gusto aprender cosas nuevas ciencia,5 stars
tal vez ver agradezco cada cientifico cada investigador cada persona envuelta desarrollo avanzes tecnologias ayudan mejorar humanidad gracias ia software ma verdad siento sumamente agradecido realmente quiero persona mejor vida posible pues merecen aporte dan sociedad medio optimizacion tareas tediosas increible asi cualquier persona involucrada desarrollo ia investigacion tecnologia mejorar vidas cualquier forma respeto,5 stars
buen tema buen canal hora dejar lado ver video,4 stars
simplemente brillante admiración,5 stars
excelente video eduardo cómo relaciona investigación matemática desarrollo algoritmos inteligencia artificial,5 stars
wooooooow bien explicado claro profundo mil gracias,5 stars
aqui binarios my friend perfecto evitar futuros problemas,5 stars
sucedería si ejecutará vectores intravectores decisivos dentro arrayanes gracias respuesta maestro saludos,3 stars
haces entender fácil ojalá pronto segunda parte,4 stars
gran explicación inteligencia artificial gustó cómo explica conceptos manera tan clara fácil entender tipo contenido ayuda desmitificar ia entender verdadero potencial,5 stars
curioso algoritmos youtube llevaron video espero aprendiendo contenido calidad,5 stars
wow c vi vi encantó,5 stars
ia crea canal matemáticas mejor derivando eduardo cree,3 stars
mejor explicación encontrado después ver video artículos divulgación salen abstracciones dan hecho entendieron tema términos usan,1 star
encantó video muestra amplo campo ia cosas ma fascinantes conocido teoría matemática detrás hermosisima encantaria dedicarme completo estudio aplicación misma empezar dada vasta complejidad solo pequea parte conocimiento matemático dedicarme lleno ma minimum idea empezar si alguien supiera pudiera hacer ma estudios profundidad ello pudiera comunicármelo eternamente agradecido,5 stars
sr cabezón entendible bueno realice video actualizado fecha ayudarnos siempre hace tiempo referente ia varió bastante saludos argentina,4 stars
clarisimo buena explicacion ojala cosas vayan bien,4 stars
buen resumen forma explicar excelente video,5 stars
alegro sigas aqui,1 star
super interesante video profesor creciente crecimiento app inteligencia artificial chat gpt bueno video respecto,5 stars
gracias video ia aos atrás recién ánimo saber tecnología llamada disruptiva video puesto día ia términos comprendí perfectamente ayudando seguir entendiendo desarrollo ia do aos fascinada gracias didaáctica clarísina si escucha unas cuantas veces menos comprendí general ia algorithm técnicas momento redes neuronales continúan reinando entendía bien gracias millón gracias seor veré,5 stars
temprano matemáticas algoritmos aquí vamos,4 stars
gozaré video puedes imaginar,5 stars
simple taxista ando aquí disfrutando cosas entiendo pondré práctica,3 stars
muchas gracias compartir excelente canal,5 stars
genial video justo empecé tener interés temas subes video siento agradecido arriba,5 stars
gracias video bendiciones,5 stars
saludos ecuador sigue adelante edu excelente contenido,5 stars
excelente explicación gracias totales,5 stars
pase meses materia ia comprenderla video comprendí menos minutos,2 stars
muchas graciasss maana examen tema ayudaste full,5 stars
excelente video muchas gracias pregunta posible puedas colgar literatura relacionada descripción video ganas profundizar abrazo,5 stars
buen video data scientist explicas bien,4 stars
podrías hacer vídeo matemáticas redes neuronales,3 stars
hará conciente cambiará persección mundo,5 stars
buenos vídeos podrías hacer vídeo alguno problemas matemáticos película good will hunting gracias,4 stars
excelente favor video redes neuronales,5 stars
parece bastante interesante forma abordas temas excelente video gustaría sigas hablando temas video,4 stars
exelente video autoconciencia imposible,1 star
justo apenas empecé máster ia universidad uk mayoría piensa solo bot sencillo ia potencial,1 star
gracias información tiempo prestado,4 stars
pasarás eternidad cielo infierno dios quité vida jesucristo viene pronto salva alma ahora ay tiempo maana puede ser tarde santidad nadie verá seor jesucristo escapa x vida llamás eternas,5 stars
genial divulgar muchas gracias,5 stars
hace leí descubrimiento ver matemáticas visto descubierto organismo unicelular cerebro hace cálculos matemáticos desplazarse podrías hacer video explicando cómo posible,1 star
inteligencia artificial ayudará ser mejores amigo guntos haremos crearemos cosas imposibles bien,5 stars
interesante bien explicado siempre gracias refrescar verano,4 stars
único puedo aceptar aprendizaje basado refuerzo basa modelo aprendizaje reforzamiento skinner si implica cambio final producto resultados proceso,3 stars
participaba taller machine learning entretenido entrenar máquina luego consultarle según aprendió,4 stars
muchas gracias toda explicaciones gran video pasada toda tecnología nueva,5 stars
tema video fondos video derivando,3 stars
gracias enseanzas vídeos,5 stars
esperamos expectativas video opinión chat gpt nuevas inteligencias artificiales gracias hacer ciencia matemática atractiva divertida,5 stars
quiero seor explica cosas tan dificiles ocho minutos,1 star
aprendizaje supervisado supervisado utiliza clasificación imágenes satelitales interesante cada imagen satelital puede conformada bandas caso hiperespectrales mínimo bandas,4 stars
ahi creo funciona así puedas continuar debes acertar dnd imagenes programa valida si supiera podrías superar captcha incluso equivocandote,3 stars
cantidad veces fallo chaptchas perjudicando gravemente inteligencia artificial,1 star
gran vídeo muchas gracias,5 stars
gracias contenido puedes hacer vídeo hablando investigaciones usan matemática topología teoría categorías computación cuántica inteligencia artificial visto uso álgebra forbenius pragmática lenguaje natural saludos,4 stars
buen video bien explicado tiempo gracias usaré clase apra explicar conceptos,4 stars
aquí binarios my friend parto contigo muchas gracias eduardo vídeo genial saludos madrid,5 stars
bien explicado,4 stars
si movimiento bueno probable repita partida ajedrez ejemplo acaso lor ordenadores saben causalidad solo comparan resultados después jugar millones veces saber realmente cada moviendo separado bueno sino movimiento calificado bueno si partida victoriosa,3 stars
excelente explicacion gusto aprendi,5 stars
sugerencia gustaria ver video acerca automatas celulares conway quedo corto mencionando regla constructor universal von neumann obsesion wolfram tema tema denso interesante,3 stars
gran video genio eduardo,5 stars
meses empezar carrera inteligencia artificial emoción,5 stars
buena explicacion,4 stars
tema canal two minute paper sube paper interesantes,4 stars
excelente interesante uruguay,5 stars
encanto tema podrías hablar algoritmos específicos temas computer science matemáticas,5 stars
cada vez avanza hitos ia cada día va evolucionando mejor pensamiento lógico máquinas,5 stars
viendo vídeo subtítulos generados automáticamente interesante,4 stars
acuerdo veía ahí entretenía aunque veía mate solo mera curiosidad ahora estudiante veo curiosidad ia entretenido,3 stars
like si estudiante humanidades,5 stars
semáforos coches peatones acaso sistema sepa si creando cuenta ser humano bot,1 star
increible necesitan coches detectar chimeneas,5 stars
excelente video cuya calidad atribuyo do factores parte conocimiento fondo ia evidenciado especial hablan redes neuronales dominio completo matemáticas maestría matemática queda ampliamente demostrada correcto tratamiento hace canal infinidad cuestiones álgebra análisis geometría topología incluida respecto redes neuronales cabe sealar existe manera alterna divulgada obtener redes profundas perceptrones decir redes tres capas perceptrones similares calculan ajustando peso mediante retropropagación errores dicho método alternativo calcula red profunda directamente partir datos ejemplos contraejemplos franjas separación deseadas hipersuperficies decisorias metodología inédita utiliza retropropagación trata algoritmo codificado programa evaluado numéricamente basa formular perceptrones términos categorías objetos morfismos analizarlos términos geométricos permite tratamiento transparente data numérica desempeo algoritmo notablemente predecible exacto rápido retropropagación introducción uso sugiero den vistazo siguiente video cuya descripción hallaréis enlace descargar software además link referencias corre plataforma window totalmente gratuito siquiera requiere instalación autoportante podréis probar software propios archivos datos numéricos comprobar cabalidad redes así obtenidas reconocen exitosamente data felicitaciones tan clara introducción ia particular redes neuronales daniel crespin,5 stars
inteligencia artificial verbo if detrás,1 star
muchísimas gracias explicarlo puedes decir compraste camiseta,5 stars
osea machine learning aasi inteligencia colectiva red guarda solo datos sino millones personasotras pc hacer analisis,1 star
muchas gracias compartir,5 stars
aquí binarios my friend xd,5 stars
interesante especial apasionante,4 stars
propuesta posible medir movimiento placas tectonicas segun google map posicion pixelar esfera encontramos animacion planeta simulacion base machine learning poder predecir terremotos si google map coordenadas factores hostigan lugares seria chile falla san andres podria tomarse cosas termometro kilometrico ciertos lugares placas provocaria tierra moldeada humanos nivel tectonico malo decir dejarian caga conociendo weones malos weones pelear haran cosa piensen amunas advertencia termometro sensor tipo balanza superficie pueda medir movimientos segun machine learning posible tendra margen error probable ringa tech dotcsv derivando polo tendria dejar cupula nevera,3 stars
buen tema,4 stars
ser genio estudiar matematicas basta iq regural iq importa,3 stars
canal mola matemática visto ángulo,4 stars
veo libros aprendo derivando aprendo derivando busco libros,5 stars
entendí saber si pasaste captcha so robot tener etiquetadas imágenes contrario daría igual marcaras entonces ayudamos si etiquetando imágenes etiquetadas,1 star
solo skynet va dominar mundo v,5 stars
pensé hablarías alpha zero fin buen video,5 stars
vídeo cómo funciona inteligencia artificial jugadores hoi inteligencia artificial funciona,5 stars
bien dicho si diga dot ceseuve,4 stars
inteligencia artificial hecho inteligencia humana,5 stars
inteligencia artificial parece espectacular hecho crear vida decirlo así exista conciencia tal humano capas pensar casi igual solo demuestran avance tecnología creaciones hombre,5 stars
carrera hacer aprendizaje refuerzo pacman capaz comerse fantasmitas usando algoritmo llamado qlearning trabajo divertido tercero carrera,5 stars
aplica enemigos videojuego,5 stars
bot agedrez imagen alguien mamadisimo,1 star
youtube avisa d maravillosos vídeos,5 stars
quedé esperando dijese ia hoy día verdaderamente inteligencia artificial sino estadística,3 stars
bueno clarito clarito,4 stars
inteligencia artificial percibe tiempo misma forma percibimos humanos,5 stars
buen programabueno,4 stars
entonces robot pronto podrá ser realizado robot xd,3 stars
gusta base cada vez ase compleja así hexagesimal,4 stars
algoritmo deep learning genere algoritmos deep learning,4 stars
gracias super bien explicado,5 stars
aquí binarios my friend lgbt moment,5 stars
gracias exposición,5 stars
canal hermoso,5 stars
sabía futbolista argentino gonzalo higuaín tremendo profesor explica bien,5 stars
logra caer mínimos parciales entrenar redes multicapa utiliza multicapa si demostrado do capas puede lograrse cualquier solución capas debe reducen operaciones matemáticas,2 stars
canal suscriptores merecen detrás cámaras tomas falsas excelente siempre,5 stars
excelenete video inteligencia artificial ia simulación inteligencia humana crea algoritmos sistemas informáticos capaces ejecutar tareas simple complejas realizan persona,5 stars
you are machine,5 stars
buena info voy usarlo app,4 stars
buen video podrías hacer revise matemáticas chip puertas lógicas,4 stars
inteligencia artificial herramienta poderosa puede mejorar vidas automatizar tareas resolver problemas complejos debemos ser cuidadosos uso garantizar beneficie comprometa privacidad ética,5 stars
interesante tema bien explicado contáis seguidor,4 stars
padre inteligencia artifical puede llevar negligencia inteligencia artificial,3 stars
tecnología futuro ayudará evolucionar,5 stars
libro recomiendas estudiar base iacreo ver regresiones patrones,4 stars
déme clases matemáticas inicio carrera favor gandía cerca,4 stars
excelente tertuliagracias freddy traer invitado,5 stars
oro puro muchas gracias tremendo aporte,5 stars
buena entrevista gracias tener siempre secciones tan interesantes,4 stars
podría pedir ia redacte costitución justa chilenos ganemos,1 star
titulo vendedorrrrr impresionante mundo interesa dominarlo sino propia existenciaque ver dominar exteriorla realidad ma profundo vivir mundo,5 stars
buena vista gracias freddy,5 stars
menos gran experto chileno danza genios,3 stars
principio decia domine medios comunicación dominara mundo casi sucede nacieron redes sociales entonces dijo domine redes sociales dominara mundo casi pasa entonces aparecio ia ahora dice domine inteligencia artificial domina mundo aun pasa pasara pues sabemos termina vimos terminator,1 star
fredy veo siempre cuento acá suecia integra nueva asignatura plan estudio gymnasiet sueco inteligencia artificial,5 stars
forma seres humanos relacionarse construir sociedad muchas veces injusta social política económicamente podrían llevar colapso ahí ai podrían evolucionar crear nuevas ai solucionar problemas creados humanos pensando siempre pasará terminaror visto muchas películas apocalipsis,1 star
corrección inversión hará trump desarrollo ia proyecto stargate millones dólares mil millones dólares locura incluso doble gastaron proyecto manhattan crear bomba atómica ajustando inflación supuesto así importante ven grandes potencias ia tecnología cambiará historia humanidad siempre,1 star
interesante entrevista felicitaciones recomendacion musica fondo totalmente inecesaria atreveo decir irrespetuosa invitado auditores comprendo intencion crear ambiente living casa torna molesta,3 stars
james cameron visionario,5 stars
humanidad decepciona tipo parece vio black mirror terror,1 star
cita ésta entrevista lecciones siglo xxi yuval noah harari,5 stars
preguntaste chat gpt si puerto rico pais independiente respondió porq pensamiento anti chino facil poner ejemplo taiwan,1 star
ia valorada expuesta propaganda,1 star
techno feudalismo accesible información solo aquellos seores dueos mundo juntan trump,1 star
alien atraves tecnologia digo,1 star
equivocados ia estadounidense postura política respuestas,1 star
inteligencia artificial razona piensan aprende solo código programación grandes base datos mejor ejemplo puedes preguntar empanada tendencias políticas,1 star
caerán,3 stars
creó equivocó stargate skynet,1 star
gracias canal favorito saludo suiza,5 stars
habia escuchado anuncios ma minutos youtube esperaba real,1 star
adoro canalll pone piel gallinaaaaa,5 stars
mismo decian llegar deeseek ahora ascuas,1 star
ecuación simple ser humano envejeciendo decir llenando viejos preparados afrontar ello conllevaenfermedades cuidados etc inminente uso inteligencia artificial cimientos soporten nueva,1 star
mentalidad unidos mejor si nadie,5 stars
encantan video realmente informativos,5 stars
excelente análisis gran carisma siempre agradecido labor divulgativa siempre grato entender realidad geopolítica actual tecnológica apoyo abrazo fuerte,5 stars
hecho vídeo respecto aranceles trump quiere aplicar méxico canadá china unión europea,1 star
gracias bueno saludable,4 stars
buen dato espero bien común poniendo soga cuello toda humanidad,4 stars
unidos consiga avance nuevas inversiones china llevará aos ventaja justo ahora,5 stars
ojo anuncio dicestargate star lake,1 star
pasa ia autónoma necesario configuren hacerlo según objetivos proyecto puede llagar hacerlo corto tiempo va poder controlar ser veces inteligente cualquier científico entiende sabe diferentes materia matemáticas sociales deberían pensar ia herramienta doble filo temprano tarde perderemos totalmente control si haciendo,3 stars
so experiencia profesionista permitio sonar dia hospital humanos area especialidad sistemas informacion hoy llaman inteligencia artificial ojala algun dia pudiera platicarles experiencia aos,3 stars
hacer és crear ia mentalidad conocimiento steve job haciendo transferencia conciencia familiares amistades persona cercanas tipo dato guardado si funciona después hacer mismo persona asi final insertárlo cuerpo sintético robothumanoide,3 stars
excelente contenido,5 stars
despues deepseek proyecto stargate seria broma mal gusto inversores,1 star
tres gracias trump,5 stars
mientras dicen dinero dicen deepseek pueden hacer ma barato fin,1 star
aun pronto ed camino largo resultados verán dentro aos mundo serum diferente junto generación humanos diferentes,5 stars
pues viendo necesita deepseek trabajar argumento cae solo gringo van necesitar buen plan,2 stars
quieren saber ase gente si roban asen cosas malas pregunta quién bijilara alós políticos corruptos ladrones responde pregunta diciendo mentiras,1 star
sé puede confiar empresarios,3 stars
gracias genial,5 stars
si mismos gringo imprimen billetes ningun respaldo oro complican solo compren ma impresoras,1 star
alguien notó parecido scanet scainet,1 star
llegan aos tarde competencia gringo chino lideran actualmente creación patentes innovación tecnológica unidos imperio decadencia puedes ver confirmar viendo ma sienta silla presidencial,5 stars
guerra perdio china va aos adelantado,1 star
suerte van necesitar digo ser pesimista sarcastico menos ponerme nivel persona desena mal tratándose china entrando nueva guerra fria cualquier cosa puede pasar,1 star
buena informacion,4 stars
hermosa burbuja,5 stars
interesante,3 stars
si ia mejora bien mal armas nunca buenas malas empuan u cosa,1 star
paso creacion scarlet pues,1 star
do aos china vuelve super inversión musd,5 stars
trump haciendo américa grande vez,5 stars
pov usa internet explorer,5 stars
q bien,4 stars
john connor razón skynet existe,4 stars
skynet reference,5 stars
sabiaaa ninguno tres tontosss,1 star
quiero invertir usd,1 star
trump va hacer nuevamente eeuu grande,5 stars
primero,5 stars
burbuja,3 stars
acuerdo elon musk ir cautela puede ser arma doble filo trump presidente problema quiere mejor país sabemos pudiera pasar gobierno demócrata ejemplo,1 star
sé puede confiar empresarios,3 stars
sé puede confiar empresarios,3 stars
mejor charla respuesta pregunta puede estudiar joven futuro respuesta hermosa ningún robot puede tener mejor mecánismo manos cuerpo mejor inteligencia natural reemplazará queda interactuar,5 stars
definitivamente tema favorito cuándo hablo acerca cómo miraban hablaba inteligencia artificial décadas atrás vi mismo hablaba compaeros acerca temas importaba tomado decisión seguir universidad estudiando amo aunque signifique sacarme rión lograrlo,5 stars
excelente conocimiento aportes sociedad súper humilde,5 stars
estudié ser pianista vida llevó aplicar música área salud aplicarlo grupos persona alguna manera sido lastimados misma sociedad forma sicológica ó física traumática sólo emocionalmente aunque ia pudiera saber dar solución diversas situaciones persona humano perdería existir humano,1 star
mejor visto entrando ao solo creatividad ahora llamará innovación total,5 stars
jürgen schmidhuber plantea visión inspiradora inteligencia artificial herramienta potenciar progreso humano enfrentar desafíos globales embargo llamado equilibrar desarrollo tecnológico ética responsable fundamental pregunto cómo podemos garantizar ia solo accesible sino promueva equidad real sociedades marcadas desigualdades equilibrio innovación responsabilidad parece ser mayor reto tiempo,5 stars
si premio nobel si merece,5 stars
gracias bbva aprendamos junto excelente contenido,5 stars
buenos dia everyone escuche genio dejo outsidey menciono causa jamaz creido imajinado iaseria realidad menos aporte desarrollo humano luego apreciar conferencia rraaciono tal punto aprovechare maravillosa creacion desarrollo ia evoluciono desarrrollos inmensamente fabulosos lady and gentlemanswelcome nuevo orden mundial iasaludos nyc in usa,5 stars
interesantisima charla estudiarla escuchandola ma vez,5 stars
grande mente tiempo muchas gracias,5 stars
siento tan inspirada palabras tan motivada recorreria mundo trabajar equipo particularmente siempre tildaron loca,5 stars
magnifico conversatorio evocador inspirador planteamiento profesor gracias organizadores felicitaciones,5 stars
maravillosoo gracias jurgen placer escucharlo magnífica,5 stars
premisa hacer momento aceptación condiciones desarrollarlo dió lugar desarrolle embargo cuestiono hecho consecuencia desarrollo uso tipo tecnologías siga deteriorando deteriorado desarrollo ser humano brecha comprenden desarrolla simple consumidores cada vez grande,2 stars
capacidad entendimiento discernimiento sabiduría puede convertir arte aquello agobia tristeza desepsiones trauma transforma según voluntad,5 stars
gracias cientificos avansa humanidad riqueza neuronal,5 stars
aplaudí lado pantalla sublime,5 stars
bueno muchas gracias,5 stars
predije aún llegado tampoco jubilado simplemente maravilloso,1 star
creando tecnología capaz desarrollar intereses propios ajenos humanidad día seguiremos vivos solo gracias benevolencia compasión seor esconde celebra abiertamente vende deseable vez inevitable gente sonríe aplaude fatal cabeza,1 star
tipo crack responder preguntan diciendo,1 star
seguiré jurgen,5 stars
impresionante brillanteun genio,5 stars
información valiosa,5 stars
excelentes invitados,5 stars
almacenamiento época súmale itinerancia idea genial abrazo,5 stars
mejor mejor forma yan agradable explicar temas complejos,5 stars
genio bonito vivir,5 stars
increible entrevista wow,5 stars
