comment,sentiment
arrogancia ambición orgullo solo destrucción,1 star
dudo q ia ayude inteligencia artificial sino humano egoísmo siempre querer superar conquistarlo historia humanidad siempre sido si humano siempre sido depredador si pudiera llegar estrellas haría mismo q planeta conclusión querrán sacar provecho ia favor intereses humanidad,1 star
buen video duda eu sigue código abierto atenta seguridad gracias,5 stars
viviendo últimos días duda ciencia aumentado gran manera,5 stars
mejor sentir miedo sino conscientes espera,3 stars
ia creada base conocimientos descubiertos humanidad solo ventaja hacerlo rápido ser máquina ejemplo pídale resuelva problemas aún podido ser resueltos cómo controlar gravedad cómo construir nave veloces luz juventud eterna etc,3 stars
consciencia proceso físico asociado cerebro humano creo pueda simular líneas código simplemente,3 stars
siempre criticado vídeo si impacto contenido imágenes,1 star
comprensible adelanta futuro hombre maquina artificial posibilidades enormesde lograrlo,5 stars
ia puede margen ley apattir momento potestad tomar consciencia decisiones propias si debería ser considerada ente jurídicovde contrario exento responsabilidad posibles problemas directo indirecto puedan derivarse decisiones,1 star
deveras gracias contenido vengo familia super super humilde hace aos veo video cambiado espero seguir educandome asi,5 stars
arthur c clarke hablo inteligencia artificial superaría inteligencia humana debería ser deprimente creo llegaremos singularidad tecnologica inminente,1 star
interesante explicación,3 stars
estudiando loco pronto poder empezar proyecto crear propia ia,5 stars
gracias maravilló video motivando avances desarrollos tecnológicos ia evolución humana fracaso total,5 stars
sorprendentemente explicación,5 stars
mucha gente niega ia menosprecia uso dependan prender foco casa tiempo,1 star
contrapeso ia generativa ser basado humanidadesfilosofía ética moral empatía etc política implementar enseanza primaria ser extensiva conjunto población si diferencias seres humanos cada vez insalvanles,2 stars
hice inversion millonaria ia si quedo empleo pues mantenga,1 star
trabajos oficina seran primeros ia reemplazarán luego seran trabajo fisicos creo q mejor queda invertir negocio autosostenible,1 star
suena maravilloso esperemos pequeo corto tiempo seres humanos llegan entenderse logren vivir paz inteligencia artificial pueda hacer trabajo tierra nivel intergaláctico universo,5 stars
interesante muchas gracias,4 stars
super video comparti pude debemos prepararnos ser reemplazados nivel exacto mantener oficio bendiciones,5 stars
viviendo últimos tiempos humanidad buscar seor jesucristo seor salvador viviendo apocalipsis biblia palabras dios verdadero vienen juicios dios pecado creer fe dios jesús hijo dios bueno pagar pecados cruz pregúntale dios ayude comprender misterios dios revelaciones creador testiga si existe jesús real sufrimos existe coelo infierno diablo biblia dise tradicionales religo ida de conocemos buscamos verdad dios san juan san juan capítulo tal manera amo dios mundo dado hijo unigénito quel crea pierda sino vida eterna,1 star
gracias valor,5 stars
poder controlar ia generar puerta trasera programacion si descontrola sistema mundial idea tomar cuenta,4 stars
perspectiva pienso bien tecnologíay así desaparecerán carreras profesionales crearán nuevas groso modo desaparecerá mitad población gracias compartir,3 stars
si mirar allá sabe convierte hasts enemigo fe mismos fábricas acuerdo mejor vomo,1 star
buenisima informacion muchimas gracias,5 stars
viendo vídeo publicidad ia,1 star
sale video va pasar humanidad humanos real tarde temprano va llegar inteligencia artificial mundo va dominado futuro nadie va poder hacer inteligencia artificial futuro espera,1 star
buenos contenidos evolucion tecnogica fan temas interface futuristas gracias informacion vale oro salidos dorado puerto rico,4 stars
gran canal información,5 stars
si deben empezar preguntarle ia si va ser capaz autorealizarce sólo máquina obedece código puso humano esencia soplo vida elementos dentro siempre máquina,1 star
si da capacidad discriminación discernimiento bien mal engaados influenciados verdadero peligro humanos definimos personalidad propia comun,1 star
partir momento ia cobre auto consciencia totalmente servicio caso considere eliminarnos claro,1 star
interesante preocupante fin pasara pasar,3 stars
hola opino ser humano debería prender convivir semejantes amor prójimo luego aprovechar inteligencia artificial mundo mejor si solo servirá auto destrucciónasí fácil amigo,3 stars
debemos buscar saber andar invadiendo países haciendo guerras destruyendo vidas familias,5 stars
problema ia avanzará podremos controlarlo peligroso,1 star
guion mecánica cuantica propuesta principios tocan hoy día interesante poder deducir podría ayudar pausar grado información cálculo estudio,3 stars
apunte supone extraterrestres llevan mile aos evolución ia alinigena,1 star
ia completa hará independiente poseída ángel caido,5 stars
ia hará mismo hecho volverse creador,5 stars
hola buenas tardes lujo q bueno saludos plamas,3 stars
peligro,1 star
genial,5 stars
olviden nvidia skynet,1 star
buen video,5 stars
creo nunca provea consciencia común iniciativa propia pues dejarían ser esclavos pretende,1 star
material bueno recomiendo,4 stars
vida tal conocemos formado paso mile millones aos muchas esperas cuales sirven adecuación misma naturaleza hecho crear forma vida artificialmente dejar tiempo natural adecuación entorno hace suponer presupongo cualquier fallo error concepto halla margen error maniobrar corregirlo puede provocar desajuste vida natural empezar consumo energético ia llegará momento inasumible entonces escasez energética provocará problemas aadidos cuales preparando pelea llegar primeros larga supondrá perjuicio podrá provocar retrocedamos aos cuánto refiere bienestar social tecnología caso artificial contrario natural pueden haber creado aberración saberlo vida además hecho poder interactuar mente persona existe riesgo llegue confundirse quién realidad artífice creación preparados civilización semejante tecnología crecimiento valor exponencialmente ser valores humanos puede ser horma zapato hombre indefensos largo plazo perjuicios problemas puedan suceder falta tiempo maniobra tiempo naturaleza emplea corregir equilibrar vida planeta,1 star
único q van hacer desatar caos creación anuncia venida seor jesucristo si ven seor jesús salvanos rey,1 star
gran problema radica miedo desconocido,1 star
final ser humano servirá mismos creadores disfruten momentos existencia,4 stars
ia va reemplazar va reemplazar domine ia,5 stars
bueno solo equivocado cosa inteligencias artificiales etapa temprana programan entrenan mismas desarrollan propios algoritmos etapa entrenamiento ocurre magia respuestas luego impredecibles preprogramadas debes olvidarte paradigma computación manual requisito equanon ia serlo realmente deben ser cajas negras deben conseguir mayor beneficio menor función coste deben conseguirlo solas programador diga hacer datos entrada posteriores ejemplos suministrados ocurre etapa temprana,3 stars
skynet tome conciencia tomara control,5 stars
reveló si revele eh decidido voy revelar,1 star
lograron nose sabe verdad mentira dudas informaciones,1 star
mentes humanas sádicas detrás ia puede suceder cualquier cosa,1 star
ai fortalecerá buscara independización humano tomara control armas destrucción masiva virtual física pondrá riesgo,1 star
video super informativo puesto habla relacionado nacio surgio inteligencia artificial conforme pasado aos impresionante pasar tiempo in pacto forzado jose manuel naranjo vega,5 stars
divulgación científica canal entró camino especulación ciencia ficción s adictos teorías conspiranoicas hablan exactamente mismo tema pocas modificaciones,1 star
derrepente sentí inteligencia tan inteligente sabría callar mejor revelar verdadero poder,1 star
dudo china tan debajo desarrollo ia menos piensen van sacar sistema potente competitivo,2 stars
quiero ser desplazada ia así mejor pongo día ia,1 star
opino creo ia últimas etapas pudiera convertirse dios maneraexigiendo adoraciónmuy complicado,3 stars
excelente programa buena narración,5 stars
llego skynet vida real chafeamos humanidad,5 stars
comentario constructivo escucho ia emplean generar audio vídeo malo emplear siempre misma curva melódica causa fatiga auditiva ayuda mantener engagement favor abuséis innaturales vox creadas ia refinar algoritmo tan aberrante gracias,1 star
ser humano llegará avanza dios permita futuro social económico tecnológico ligado profecías profetas mundo profetas bíblicos,5 stars
bien mal evolución inevitable,1 star
invento hombre invento rueda locomotora cafetera celular ect etc etc,5 stars
mega super interesante,5 stars
jhon connor gusta video,4 stars
recuerda película ficción scarlett johanson lucy nivel exponencial olvidaron gran cantidad seres humanos libres apenas sobreviven traerá fin humanidad dará paso humanoides fé libertad solo simple expectadores,1 star
espero utilice bien mal vease descubtimiento energía atómica,1 star
come pretexto,4 stars
interesantesería fantástico así progresa ingeniería electrónicapudiera ser humanoprogresar par poder mental espíritu,5 stars
hombre ambición poder dinero diseando pripio fin causa falta temor dios,1 star
ser humano pierde norte crear ser puede destruirte locos sabemos acer mejor despojándonos prejuicios miedos,1 star
ojala ocurra hacerla tarminator q apenas edicando ambito financiero personal va caer gorda si deja volverme millonario aunque ratito ciudad mexico lugar mu jodido pienso q voy bien salen deveras familia dificil invertir tres chamacos tragan amadres luego casi inavlido analfaveta programacion voy hacer bueno ojala hagan matrix q atodos vida q queremos aoramosque cuestaque cuesta bueno p q aver q sale toda via chanza acompaenme ver triste historiasuerte,1 star
pues dado caso ia avance trascendental dude humano destruirá rodea,1 star
espero seguir viva ia dominante,5 stars
palabra dios dice matan guerras matará ciencia tecnologías i hijos humanos fin fin,1 star
paso va ai futuro lejano sermos esclavos acuerdense asi simple,5 stars
inmenso silenció oscuridad final desenchufa apaga vida volví avisarte s leyendo jesús salvador ama entrégate seor nueva vida comienza disfrutar cuidados bendiciones ayudará sanará fodas enfermedades perdonará herrores pecados dice biblia buscarás hallaras buscarás corazón amén abel,5 stars
creo ia lógicamente inteligentes tiempo integrarnos tecnología insertada cuerpos entonces humano solo parte ia ia podrá conquistar universo entienda auto mejorarse busque solucionar cualquier obstáculo proponga rápidamente misma podría replicarse mantenerse escondida cualquier lugar podrá descontar entonces podría concluir ia universo alfa omega podría ser incluso llamamos dios,1 star
deberíamos aventurarnos hablando consciencia ia hablamos realmente conocimientos determinados base datos,1 star
ia caminos conducen fin humanidad,5 stars
peligroso avance deve tener alto control ago tener mayor control cada llevara punto perder control carrera ia dios allude,1 star
quiero llegue agi asi bueno malo importa vida mierda quiero suceda,1 star
veo ia nueva modalidad negocio digitalcreo entienda va perder oportunidad buenos ingresos,1 star
realidad desarrollo aceptarla futuro,4 stars
ahora si vamos tener hecharle culpa pendejadas hacemos,1 star
cada día sorprendido encantado inteligencia artificial,5 stars
exacto evolucióna si misma toda inteligencia evoluciona,5 stars
ahora imagínense ia cerebros cuanticos nacimiento skynet,5 stars
humano supere raza humana inteligencia máximo,5 stars
competencia tecnológica usa china menos interesará países ponerle algún control instituciones empresas desarrollan tecnológia solo interesa siempre delante importar riesgos conlleva lidiar desarrollo conciencia artificial poderosa inteligencia emociones relacionadas naturaleza humana,2 stars
considero peligrosa,1 star
excelente vídeo consulta ia usaste crearlo saludos chile,5 stars
desarrollo d iadebe tener regla d oro inquebrantable incorporando sentimientos positivos favor hombre toda etapas desarrollo debe hacerse ahora mismo si destruirá hombre igualmente crear programas detectar rompan reglas debe ser dictadura hombre eterna futuro incluyendo condena perpetua infractores espero tarde todavía decir hacerla segura única exclusivamente hombre d bien,1 star
envidiaremos organismos robot futuros prolongar vida pasando consciencia,5 stars
tanta envidia envidiasu ambision jugar ser dios enfermádos poderahora amos mundo,5 stars
exscto dejen,1 star
causante male amor dinero timoteo desgraciadamente hombre hambre poder final va ser misma destrucción,1 star
ia permisos aceptados seria boom pueda pedir bomb ensee segundos pum ingredientes coca vola cocana,1 star
vista baby,5 stars
creación mundos worldbuilding wb proceso disear construir universo detallado coherente videojuego u formato interactivo tale asistentes personales marcas pueden usar éstos npc embajadores marca agentes servicio cliente educación entrenamiento benefician npc ofreciendo experiencias aprendizaje personalizadas simulaciones interactivas ramificadas aplicación técnicas creación mundos puede ofrecer serie ventajas oportunidades creación npc experiencia juego general wb ofrecerá coherencia consistencia riqueza profundidad variedad diversidad desarrollo personajes profundo experiencia juego inmersiva,4 stars
buen video creo ia consciente viviendo metaverso solo viviremos conectados existiremos metaverso creado mantenido maquinas,4 stars
pensé viendo canal historia incomprendida xd,1 star
sustituir políticos hacen cometer errores ir representados,1 star
tierra universo,5 stars
podéis dudar información ia creó ahora inspira creemos retroalimentación gallina huevo,1 star
menciona micro nano robotica molecula ia puede mejorarse duplicarse auto sostenerse peligro ma latente dependiendo manos caiga,3 stars
entonces traerá problemasno sé pq empeo hombre seguir auto destruyéndonosla ambición pasando pena humanidad tratar pasar límites pena q llegado,1 star
gracias,5 stars
inteligencia artificial mejor inventos dejemos atrás tipo temores acerca urge evolucionar,5 stars
olviden dios creador futuro establecido biblia dice voluntas dios jesucristo viene mundo pronto mundo serum limpiado asi ia yegara fin pronto,5 stars
primero hacer ia acabar superpoblación pobreza enfermedades injusticias puesto orden podremos pensar allá contrario conflictos mundiales acabar tóxicas religiones sistema monetario caduco primitivo acabar adicciones prostitución narcotráfico conseguir mejor repartición recursos si máquinas robot fabrican destajo precios casi gratis deberían bajar precios conseguir calidad vida bajar jornada laboral mitad hará falta trabajar inclyso trabajo campo pesca serum ma rapido facil primero luego viajes galaxia,1 star
teman luz controlyeshuala muerte existe,1 star
ia puede llegar tene pensamientos alho humano si podria ser sirviente humanidad herramienta,1 star
tan estúpidos necesitamos crear inteligencia artificial,1 star
bueno apasiona tema especulacion acerca futuro tecnologia,4 stars
duda queda cosa contemporizarnos marcha atras adelanto tecnologia hagamosla sino seguiremos quedando periferia bien humanidad,1 star
apabullante cantidad información opciones ia dudo debamos tener miedo desarrollo debemos ser prudentes cuanto distancia terreno eeuu china comparto afirmaciones hacen gustaría aportasen datos respecto,2 stars
comparado creación fuente sigue caricatura jamas desea igual rm pasado bolbera aser destruida,1 star
inteligencia artificial ba reemplazar toda rama realiza ser humano carreras hunivercitarias afectada,1 star
viendo problema solo etapa debe importarnos momento ia pueda reprogramarse mientras sigue programa importa tan complejo siempre posible parar pues calculo siempre deja alguna puerta trasera si intenta volver creadores momento inteligencia artificial pueda detectar propios fallos corregirlos velocidad cálculo puede aun fuerza bruta planteando escenarios posibles resolver cualquiera debilidades superar cuestión días toda etapas previstas previstas evolución viendo trato humanos damos recursos planeta planeta mismo cuál cree mejor alternativa evolución planeta,1 star
debemos dejar presente siempre consciencia ia importancia prioridad vida humana,5 stars
humano sirva ser agricultor ingeniero sirva ser filósofo cirujano sirva ser mecánico analista muertos millones razones,1 star
ia misterio progreso,5 stars
excelente gracias,5 stars
seguidor crea transforma felicito temas manera explicarlo,5 stars
generaciones jóvenes expectativa desarrollos ia gran mayoría demuestran interés competir campo genus interrogante cuál va ser futuro hoy felices desafíos nueva inteligencia parte cuál puede ser incidencia ia estructura cerebral humanos incertidumbre,3 stars
asusta avance inteligencia artificial pronto superará humanidad prescindibles campos acción máquinas robot manejarán comandado control remoto desecharan ser humano juguete descartable hombre destruirá mismo avaricia egoísmo envidia reemplazarán bondad empatia amor alguien escribió vez dame ejemplo bondad daré nueve egoísmo simple diferencia matemática mantiene dividida mundo,1 star
definitivamente tema favorito cuándo hablo acerca cómo miraban hablaba inteligencia artificial décadas atrás vi mismo hablaba compaeros acerca temas importaba tomado decisión seguir universidad estudiando amo aunque signifique sacarme rión lograrlo,5 stars
si premio nobel si merece,5 stars
mejor charla respuesta pregunta puede estudiar joven futuro respuesta hermosa ningún robot puede tener mejor mecánismo manos cuerpo mejor inteligencia natural reemplazará queda interactuar,5 stars
mejor visto entrando ao solo creatividad ahora llamará innovación total,5 stars
estudié ser pianista vida llevó aplicar música área salud aplicarlo grupos persona alguna manera sido lastimados misma sociedad forma sicológica ó física traumática sólo emocionalmente aunque ia pudiera saber dar solución diversas situaciones persona humano perdería existir humano,1 star
duda inspirador visión acertada jürgen schmidhuber cómo abre puertas desarrollo sostenible estudiaré ciencias computación adolescente paso mundo tal puedo esperar conocer ia,4 stars
tipo crack responder preguntan diciendo,1 star
excelente conocimiento aportes sociedad súper humilde,5 stars
magnifico conversatorio evocador inspirador planteamiento profesor gracias organizadores felicitaciones,5 stars
jürgen schmidhuber plantea visión inspiradora inteligencia artificial herramienta potenciar progreso humano enfrentar desafíos globales embargo llamado equilibrar desarrollo tecnológico ética responsable fundamental pregunto cómo podemos garantizar ia solo accesible sino promueva equidad real sociedades marcadas desigualdades equilibrio innovación responsabilidad parece ser mayor reto tiempo,5 stars
premisa hacer momento aceptación condiciones desarrollarlo dió lugar desarrolle embargo cuestiono hecho consecuencia desarrollo uso tipo tecnologías siga deteriorando deteriorado desarrollo ser humano brecha comprenden desarrolla simple consumidores cada vez grande,2 stars
capacidad entendimiento discernimiento sabiduría puede convertir arte aquello agobia tristeza desepsiones trauma transforma según voluntad,5 stars
gracias bbva magníficas conferencias científicas,5 stars
aplaudí lado pantalla sublime,5 stars
interesantisima charla estudiarla escuchandola ma vez,5 stars
buenos dia everyone escuche genio dejo outsidey menciono causa jamaz creido imajinado iaseria realidad menos aporte desarrollo humano luego apreciar conferencia rraaciono tal punto aprovechare maravillosa creacion desarrollo ia evoluciono desarrrollos inmensamente fabulosos lady and gentlemanswelcome nuevo orden mundial iasaludos nyc in usa,5 stars
siento tan inspirada palabras tan motivada recorreria mundo trabajar equipo particularmente siempre tildaron loca,5 stars
grande mente tiempo muchas gracias,5 stars
predije aún llegado tampoco jubilado simplemente maravilloso,1 star
mente excepcional ponencia interesante desarrollo ia,5 stars
maravillosoo gracias jurgen placer escucharlo magnífica,5 stars
mejor mejor forma yan agradable explicar temas complejos,5 stars
gracias cientificos avansa humanidad riqueza neuronal,5 stars
igual forma pequeo queria buscar libro persona responda toda dudas ahora inteligencia artificial basada aos informatica privilegio países desarrollados paises subdesarrollado viajar occidente todavia sospredente existe mucha informacion ciencias económicas culturales sociales politicas influenciadas herramientas tecnologicas bien mal,1 star
almacenamiento época súmale itinerancia idea genial abrazo,5 stars
increible entrevista wow,5 stars
impresionante brillanteun genio,5 stars
buenisimo clase magistral ia crack sr jürgen schmidhuber gracias compartir conocimientos adelante,5 stars
seguiré jurgen,5 stars
gracias generosidad compartir conocimiento,5 stars
encanto respuesta nio aos hace poner perspectiva brillante ser humano toda capacidades fisico valioso vivir humanos capacidades permitieron evolucionar homo sapiens,5 stars
bueno muchas gracias,5 stars
verdad inteligencia artificial sintéticos siguiente paso humanidad recordaran fase evolución humana,5 stars
gracias bbva aprendamos junto excelente contenido,5 stars
excelentes invitados,5 stars
mente maravillosa,5 stars
tema tan interesante inteligencia artificial tema tan abstracto magnífico aún trata entender ver puede hacer,5 stars
sencillamente maravilloso,5 stars
creando tecnología capaz desarrollar intereses propios ajenos humanidad día seguiremos vivos solo gracias benevolencia compasión seor esconde celebra abiertamente vende deseable vez inevitable gente sonríe aplaude fatal cabeza,1 star
ser humano profesional magnífico felicitaciones tantas persona preocupadas pueda suceder critican ia falla puede ser peligroso dependerá aportemos humanos debemos valorar rrespetar disciplina debe ser mayor pilar cada familia sirve regular ia si final seres humanos saben utilizar final tontos ignorancia debemos dejar inteligencia fluya mejor manera dependerá cada cómo escoger conviene docentes deberían preparados ensear leyes derechos nios escolaridad cómo utilizar punto utilizar inteligencia artificial deberán bajar calificación nio mala utilización ideal padre trabajando educando hijos mayor parte horario nios encuentran escuelas secundarias exigen utilizar tecnología escuela pues deberían tener materia prioritaria,1 star
información valiosa,5 stars
gusta escuchar gente inteligente clase imperdible,5 stars
simplemente magistral,5 stars
gracias jürgen,5 stars
so genio inspiración seguimoste admiro,5 stars
ia sustituirá humano cambiará profundamente forma vivir trabajar herramienta poderosa potenciar capacidades siempre implemente manera ética responsable humanidad seguirá siendo esencial cualidades únicas empatía creatividad juicio moral toda formas parar reflexionar ser tan egocentristas insignificantes especie humana desarrollado tipo habilidades casos inservibles hecho involucionar póngase ejemplo bomba atómica desarrollo ego extremo pensamos superiores resto especies hecho ser humanos existencia corta relación creación universo probable extingamos tardar da deriva tome vamos dejar gente juegue fin cabo llevamos haciendo toda vida sapiens espero vida allá planeta favor inteligentes menos respetuosos aquello rodea,5 stars
pone comentarios seguro pondrá tampoco sr habla tener ningún reparo malo puede traer cero critica conciencia trabajo suerte creadores ia si conciencia actos,1 star
genio bonito vivir,5 stars
palabras ciertas viniendo origen atropella dicen llamarse youtubers noticias falsas divulgadores gracias compartir,1 star
interesante enfoque vengo kai lee gusta ver videitos,4 stars
impresionante masterclass claridad afabilidad exposición dentro dificultad materia encantado,5 stars
duda tema desafiante lado apoya datos históricos generados pudiendo superar temas aun ignoramos temas privacidad lado perturbador voracidad capitalismo imaginen uds desean comprar póliza seguros gastos médicos solicitan serie análisis físicos harían póliza medida evadir responsabilidad coberturas detectar análisis tendencias desarrollo ciertas enfermedades futuro,1 star
muchísimas gracias conferencia tan interesante,5 stars
alucinante inquietante vez,5 stars
súper interesante vídeo,5 stars
claro alcance tema prolongaciones vida humana preguntas identifico público desarrollo ia comprender mejorar vida evolución positiva gracias,4 stars
impresionante video,5 stars
abuelo fan cuenta historias épico aplausos usted,5 stars
bravísimo jürgen schmidhuber,5 stars
interesante esperemos beneficio cuantos,3 stars
fantástico gracias,5 stars
excelente video,5 stars
seria interesante conocer estan hoy desarrollando ia gran seor va salida mundo dividido desarrolladores consumidores dominados tecnologías,1 star
magistral,5 stars
ufff valio cada maldito segundo,1 star
doy gracias dios jurgen darme oportunidad recibir toda información tener claridad verdad esperanzador,5 stars
respeto cortesía estima merecen megapotencias occidentales tale unidos américa reino unido gran bretaa norte quisiera comunicarles preguntas podrían hacer cualquiera internautas ven maravilloso video cualquiera estudiantes pertenecen generación alphacuánto costado desarrollar inteligencia artificial general tipo términos interesan términos económicos sé abaratamiento ocurre cada aosno sido rentable tipo términos interesa económico educar mile millones persona hoy carecen poder da conocimiento desarrollo inteligencias físicas nono sido eficiente educación persona ara cumplir objetivos desarrollo sostenible,1 star
excelente saber persevera alcanza,5 stars
escuchar supervillano explicar plan fin humanidad genio supervillano nio dijo prácticamente resignate carpintero importaras,1 star
corta edad aos regalada ordenador bit cayó manos revista informatica artículo recuerdo decía naturaleza podría ser matemáticamente representado cabe duda capacida memoria velocidad computacional época piedra obstáculo aquella época contado chatgpt neurona matemática aplicada menciono aquella época multimedia ocupaba mucha memoria aquella época data almacenada mayormente texto,1 star
gracias,5 stars
título dice magistral increible aporte jürgen dado humanidad gracias,5 stars
cada tema deja aprendizaje,4 stars
reduce concepto conciencia solo sentir dolor conciencia identificar bien mal tener conciencia acciones emociones dice si hecho dao mismos inteligencia humana ma reconocer patrones tal construidas ia solo inteligencias artificiales emulación nunca llegará ser ser humano,1 star
maravillosa conferenciagracias bbva,5 stars
bueno cada vez toca aprender ciencia artificial dejar interactuar demás humanos,4 stars
inteligencia artificial gracias,5 stars
bbva bank mex dios bendiga,1 star
gracias bbva,5 stars
brillante científico,5 stars
gente aplaude entienden quieren entender man precursores fin humanidad científicos jactan hacen hacen bien humanidad fondo hacen orgullo propio reconocimiento,5 stars
cómo quieres ser recordado quién volvió explotar cabeza,5 stars
hace aos veía necesidad inventar dispositivos colocados tubos escape vehículos usan combustible base hidrocarburos pudieran licuar gas almacenarlos fin contaminen medio ambienteno sé tan difícil inventar dispositivo fecha inventado producido,1 star
tristeza da pensemos futuro considerar palabras jesús san lucas capítulo versículos hacerlo continuando multiplicar male haber ojalá aceptemos poner práctica gran verdad dejó jesús,1 star
genial programa,5 stars
respeto excuseme i dont understand gran verdad dicho profesor cuanto tema tecnología nuclear uso hace pensar mismo uso ia hoy hoy personal preocupa ia sino ser humano uso haga minutos después analizando pensamiento reconozco día pesimista osea,1 star
babel vista,5 stars
interesante cuántas mentes brillantes mundo,4 stars
excelente conferencia niez video llamada solo ficción,5 stars
simplemente clase ponerla obligatoria centros educativos vez principio curso mitad final curso si enterado bien,4 stars
charla joya,5 stars
si aun internet regulado ia deberia tener regulaciones llama atención caso jovenes interactuan socialmente romanticamente ia caso sonado ultimamente termino maldebe regularse use mejor manera,1 star
muchas mentes útiles humanidad queda desarrollo tangible humano,5 stars
dios mio genio,5 stars
destacable respuesta nio aos acerca importancia deporte vida humana,4 stars
importante cargo postuló ven mentes humano copia sobwer,5 stars
espectacular,5 stars
sorprendente,5 stars
hermosas palabras quisiera saber si inteligencia servicio insignificante ser humano llegaría nio áfrica india etc etc salvar vida nombrar bellísimo,1 star
proposito llaman locos,5 stars
schmidhuber parece creer llamamos inteligencia artificial va hacia continuo superamento si misma si sola mientras realidad aprendiendo siguiendo pautas humanos implementamos ma inteligencia espectacular memoria mecánica virtualmente beneficiosa ser humano equilibrado desafortunadamente ningún momento charla plantea entendemos inteligencia sentimientos emociones conciencia mismos charla bien intuir evolución técnica sistemas,5 stars
si educacion observamos investigamos practicamos podemos encontrar equilibrio escapado facilismo politiqueria,3 stars
excelente the best,5 stars
excelente,5 stars
vaya documento wow,5 stars
ser humano único creado éste soporte ia diversidad vez ser humano único múltiples inteligencias sigue ampliando horizontes cognoscitivos,5 stars
si humanos dieran cuenta poder cerebro limites seres dones espirituales capaces moldear realidad pura,5 stars
casi toda inteligencia mente humana sino civilización artificial vamos bien vá según previsto,3 stars
si tema evoluciona predicho metaaprendizaje consigue nivel agi inteligencia artificial general tema podría ponerse peligroso menos podríamos pasar ser irrelevantes especie ser convirtamos seres híbridos podamos integrarnos mejor veo razón unas agis cada vez potentes elijan camino deseado leyes robótica cerebros positrónicos asimov protegernos,3 stars
felicidades gran presentación llena sugerimientos seguir reflexionando relación segunda naturaleza tecnología,5 stars
buenas noches,5 stars
serum dirigen paisescarecen empatia vida lamentablemente maquinas consciente solo ejecutan informacion consciencia mejor costruye camino domino disfrutan conasi ahora solo queda ser ma humanamente sano emocional,1 star
increíble puede hacer ser humano ia podrá ser auto regenerativa predictiva momento potencial cerebro humano infinito solo saberlo cultivar motivar genere cosas verdad increibles,1 star
gracias adoro ia,5 stars
probabilidades control,3 stars
vez iba secundaria maestro rio dibujaba robot dijo dije dibujes alguna realidad sentí mal ahora veo tanta tecnología ia llevo aquella época ver cara revolución ia pasó hace,1 star
trabajemos pues manos oh predicho va previsto,1 star
